,Ant routing,Flooding
30,0.0,3.8003428453564423
30,0.0,3.6770791665641482
30,0.0,4.105106212103514
30,0.0,3.694884265003138
30,0.0,3.6082455962678166
30,0.0,3.938759860748712
30,0.0,3.6559010705902106
30,0.0,3.8774309986289888
30,0.0,3.7465945060808146
30,0.0,3.521204781514458
30,0.0,3.81013514440973
30,0.0,3.814738294385973
30,0.0,3.008233137960671
30,0.0,3.564631177117377
30,0.0,2.0625524870949477
30,0.0,3.720064594853283
30,0.0,3.2284847251941593
30,0.0,4.168391626217796
30,0.0,3.8289121996214175
30,0.0,4.02640677980681
