,Ant routing,Flooding
Trondheim/audio,0.5379332010582009,0.9978341242091242
Trondheim/audio/01,0.5380873015873016,0.9802446592759093
Trondheim/audio/02,0.5542830687830688,0.9784826042013541
Trondheim/audio/03,0.5367744708994707,0.9596208080940223
Trondheim/audio/04,0.5485383597883599,1.0262426647426648
Trondheim/audio/05,0.5408201058201059,1.0634603926166424
Trondheim/audio/06,0.5372275132275132,1.0187729935408503
Trondheim/audio/07,0.5487189153439151,1.0413526184463682
Trondheim/audio/08,0.5418478835978835,1.0629468644781144
Trondheim/audio/09,0.5564768518518518,1.0260640331890332
Trondheim/audio/10,0.5465152116402116,1.0180579755892254
Trondheim/video,0.5187440476190475,0.9950563464313463
Trondheim/video/01,0.5388650793650792,1.0173606558785129
Trondheim/video/02,0.5250052910052909,0.9760531505531507
Trondheim/video/03,0.5288399470899471,0.9534454931642431
Trondheim/video/04,0.5360548941798942,1.0331287427849927
Trondheim/video/05,0.5379351851851851,1.02109381012506
Trondheim/video/06,0.543843253968254,1.0138537758537758
Trondheim/video/07,0.5219464285714286,1.0318856872294373
Trondheim/video/08,0.5411177248677249,1.0270660774410774
Trondheim/video/09,0.5372526455026454,1.0296738816738817
Trondheim/video/10,0.5460363756613755,1.0112420033670033
