,Ant routing,Flooding
32,0.0,3.349760764557842
32,0.0,3.527325347129024
33,0.0,3.810190914148079
33,0.0,3.381289124302182
33,0.0,3.705443582018522
33,0.0,3.4516505298033993
33,0.0,3.4094472954227744
33,0.0,3.944504458277782
33,0.0,3.959086779574083
34,0.0,2.966220056379611
34,0.0,3.6896013546528947
34,0.0,3.1071449337645056
34,0.0,2.7582500761730078
34,0.0,3.6157981583702146
34,0.0,2.9169580567633777
34,0.0,3.1874048029372695
34,0.0,3.5945647341736313
35,0.0,2.683099425857283
35,0.0,3.6395331367396087
35,0.0,3.4972847257130377
35,0.0,3.0006226296872427
35,0.0,3.2560101128450643
36,0.0,3.5587831779593633
36,0.0,3.1385517529601983
36,0.0,3.3440776103282666
36,0.0,3.626109205111817
36,0.0,3.3057521351661046
36,0.0,3.478633151042402
36,0.0,3.024083710326421
36,0.0,2.918214958822919
36,0.0,3.663389894532636
36,0.0,2.7202040747022345
37,0.0,3.3002766397972274
37,0.0,3.39891890900188
37,0.0,3.507531057756346
37,0.0,3.4580231183873216
37,0.0,3.346957475512475
37,0.0,3.3439638633853423
37,0.0,3.4285496911835507
37,0.0,3.4546909211317427
38,0.0,3.103139015622608
38,0.0,3.503376107167032
38,0.0,2.804702689120991
38,0.0,3.523159000989988
38,0.0,3.4194180117856625
38,0.0,3.2269923316841904
38,0.0,3.512751053426317
38,0.0,2.306479908262848
39,0.0,2.7373021895932736
39,0.0,3.123205351002814
39,0.0,2.943521188299
39,0.0,3.3779598118881307
39,0.0,3.454669713854674
39,0.0,3.119729909860404
39,0.0,3.454484989171285
39,0.0,3.2511477786649112
40,0.0,3.39076384284363
40,0.0,3.1816708616767233
40,0.0,3.0606725590447112
40,0.0,3.445127559888506
40,0.0,3.3180822546186777
41,0.0,3.1535782478732015
41,0.0,3.1987548895091207
42,0.0,3.3247702544414715
42,0.145808258569248,3.167588187880957
42,0.0,3.145399093721634
42,0.0,3.050783004322779
42,0.0,3.120062500262546
42,0.0,3.1913639340120437
42,0.0,2.713416856860685
42,0.0,2.869506481477031
42,0.0,3.2709745291416983
42,0.0,2.895175624136309
42,0.0,3.2483198559323325
42,0.0,2.832916245432764
43,0.0,2.984019775870395
43,0.0,2.704125672366701
43,0.0,2.8571573321079473
43,0.0,3.1390779395553357
43,0.0,3.1387103718940415
43,0.0,2.909575929270818
44,0.0,3.295301011601496
44,0.0,3.188976747897432
44,0.0,2.9050118854351124
44,0.0,1.8463544764477318
45,0.0,2.9422076628519918
45,0.0,2.836371816703749
45,0.0,2.6863932546092735
46,0.0,2.5311955978954574
46,0.0,2.860022278121838
46,0.0,2.9004837262859584
46,0.0,3.1415511421601945
46,0.0,2.503670333828301
47,0.0,1.9111595887574802
47,0.0,2.4888899591225324
48,0.0,2.7896069484996318
48,0.0,2.868865409918304
48,0.0,2.9343232330349096
48,0.0,2.6914176099943075
48,0.0,2.8486474953733847
48,0.0,2.801398535311309
48,0.0,2.5254647066760474
48,0.0,3.090447975933949
48,0.0,2.9421522046380386
49,0.0,3.0852886639766313
49,0.0,2.7761781291867527
49,0.0,2.5990135665368808
49,0.0,2.878885904980302
49,0.0,2.884278597752906
49,0.0,2.894852093814514
50,0.0,2.9566732576972945
50,0.0,2.676548283612311
50,0.0,2.934985300396117
50,0.0,2.5892456980529306
50,0.0,2.6332556876349114
50,0.0,3.031587782315149
