,Ant routing,Flooding
Trondheim/audio,0.52062840478302,0.9755081457784881
Trondheim/audio/01,0.5259896861384946,1.0041084247083694
Trondheim/audio/02,0.5270143490774741,0.9803435609823704
Trondheim/audio/03,0.5237421714169408,0.9678956789808886
Trondheim/audio/04,0.5223328196452532,1.019635981845582
Trondheim/audio/05,0.5265314002365414,1.0209569774225842
Trondheim/audio/06,0.5212280720429204,1.023430744266125
Trondheim/audio/07,0.5188845928290502,1.0278259377867824
Trondheim/audio/08,0.5195772252612236,1.0222588951604497
Trondheim/audio/09,0.5224489830029685,1.0207520937695105
Trondheim/audio/10,0.5221658018558244,1.0236878946375458
Trondheim/video,0.5157606415866584,0.9750081457784882
Trondheim/video/01,0.5223377661020279,0.989435415581806
Trondheim/video/02,0.515168365762695,0.9643978010209164
Trondheim/video/03,0.5241773035244732,0.9559157900023095
Trondheim/video/04,0.5171310081160951,1.0242838013360294
Trondheim/video/05,0.5247806358312881,1.0174952276389897
Trondheim/video/06,0.5191244877352661,1.0180930559436148
Trondheim/video/07,0.5141212914712585,1.0207659247678798
Trondheim/video/08,0.5210081283198724,1.0279422717435596
Trondheim/video/09,0.5180960620766155,1.0222163989954196
Trondheim/video/10,0.5184400668522314,1.0191043529805088
