,C0,C3,C6,C7,C11,C15,C22,C25,C29
Trondheim/audio,0.001006719999992356,0.0018875999999963256,0.004531359999997875,0.004657199999996919,0.004152720000000443,0.006388079999993579,0.04078335999999538,0.006262239999994534,0.00440551999999883
Trondheim/audio/01,0.0012089600000138034,0.0005113600000044016,0.005061120000007691,0.005212240000009416,0.0046824800000102584,0.0069684000000087565,0.05491392000000417,0.006817280000007031,0.004935280000008646
Trondheim/audio/02,0.0013568800000136605,0.0007553599999958749,0.006537120000004393,0.00668504000000425,0.006158480000006961,0.008438000000001722,0.06970272000000222,0.008290080000001865,0.006411280000005348
Trondheim/audio/03,0.0014926400000128126,0.0008846399999953292,0.010719359999999512,0.010855119999998664,0.009015120000004373,0.012348479999996442,0.11163456000000238,0.01221271999999729,0.010593520000000467
Trondheim/audio/04,0.0012729599999943275,0.0006099199999880511,0.003977999999996484,0.004137119999995775,0.0038188799999971934,0.005887439999995081,0.034210799999996766,0.00572831999999579,0.0038188799999971934
Trondheim/audio/05,0.0012153600000033293,0.0005699200000037763,0.0037979999999961933,0.0039499199999966095,0.003646079999995777,0.005621039999994082,0.032662799999997105,0.005469119999993666,0.003646079999995777
Trondheim/audio/06,0.0010841600000048857,0.0004963199999963308,0.003388000000001057,0.0035235200000016675,0.003252480000000446,0.00501424000000128,0.0291367999999963,0.004878720000000669,0.003252480000000446
Trondheim/audio/07,0.001079039999979159,0.000596159999986412,0.003371999999991715,0.00350687999998911,0.00323711999999432,0.004990559999988875,0.02899919999999412,0.00485567999999148,0.00323711999999432
Trondheim/audio/08,0.0012710400000059963,0.0005481599999939135,0.0039720000000045275,0.004130880000005277,0.003813120000003778,0.005878560000006416,0.034159199999997725,0.005719680000005667,0.003813120000003778
Trondheim/audio/09,0.0010771199999908276,0.0005020799999897463,0.003365999999999758,0.0035006399999986115,0.0032313600000009046,0.00498168000000021,0.028947599999995077,0.004847040000001357,0.0032313600000009046
Trondheim/audio/10,0.0012729599999943275,0.0005999999999914962,0.003977999999996484,0.004137119999995775,0.0038188799999971934,0.005887439999995081,0.034210799999996766,0.00572831999999579,0.0038188799999971934
Trondheim/video,0.0010771200000050385,0.0020196000000023417,0.0045761600000009395,0.004710800000001569,0.00430687999999968,0.006473680000002702,0.040914560000004485,0.006339040000002072,0.00444152000000031
Trondheim/video/01,0.0010758399999986068,0.0006067200000003936,0.004843679999995132,0.004978159999994958,0.004574399999993872,0.006740879999995286,0.05328527999999899,0.00660639999999546,0.004709039999994502
Trondheim/video/02,0.001329359999999724,0.0007397600000000892,0.006352159999995166,0.006501519999995153,0.0060828799999939065,0.008279119999995643,0.06823615999999966,0.008129759999995656,0.006217519999994536
Trondheim/video/03,0.0014705599999995655,0.0008901600000008614,0.010661599999995275,0.010802799999995116,0.008967759999993774,0.012355999999995149,0.11140400000000028,0.012214799999995307,0.010526959999994645
Trondheim/video/04,0.001127040000000079,0.0006368000000023244,0.003522000000000247,0.003662880000000257,0.0033811200000002373,0.005212560000000366,0.030289199999998573,0.005071680000000356,0.0033811200000002373
Trondheim/video/05,0.0011072000000069693,0.00048544000000561027,0.003460000000007568,0.0035984000000084393,0.003321600000006697,0.005120800000010917,0.029756000000002558,0.0049824000000100455,0.003321600000006697
Trondheim/video/06,0.0011507199999982731,0.0005955200000045124,0.003596000000001709,0.003739840000001493,0.003452160000001925,0.005322080000002671,0.030925599999999775,0.005178240000002887,0.003452160000001925
Trondheim/video/07,0.0010707200000013017,0.0006319999999959691,0.003346000000004068,0.0034798400000042307,0.0032121600000039052,0.0049520800000060206,0.028775599999999457,0.004818240000005858,0.0032121600000039052
Trondheim/video/08,0.0011449600000048576,0.0005971199999947885,0.0035780000000009693,0.0037211200000015765,0.003434880000000362,0.00529544000000115,0.03077080000000265,0.005152320000000543,0.003434880000000362
Trondheim/video/09,0.0012588799999946332,0.0006089599999938855,0.0039339999999974395,0.004091359999996769,0.0037766399999981104,0.005822319999996495,0.033832399999997875,0.005664959999997166,0.0037766399999981104
Trondheim/video/10,0.001103360000001885,0.0006223999999974694,0.0034479999999987854,0.003585919999999021,0.0033100799999985497,0.00510303999999806,0.02965279999999737,0.004965119999997825,0.0033100799999985497
