,C0,C2,C4,C5,C6,C14,C15,C16,C18,C19,C20,C21,C23
Trondheim/audio,0.005549439999995798,0.0075670399999907545,0.0045843199999922035,0.013934239999993991,0.029315519999997264,0.009047999999999945,0.01045503999999653,0.005428799999997125,0.013541439999993798,0.007411839999992509,0.007841599999999005,0.004222399999996185,0.005790719999993144
Trondheim/audio/01,0.007651360000000551,0.007944799999997088,0.004190399999988159,,0.053879679999997876,0.010738560000003616,0.01111727999999701,0.0005292799999949693,0.03413640000000129,0.00801327999999657,0.008356960000003966,0.0037247999999934223,0.006306079999998104
Trondheim/audio/02,0.009307200000009175,0.00954872000000151,0.00585568000000336,,0.08301240000000121,0.012949680000009067,0.014182800000003937,0.0006606399999959933,0.017747280000012466,0.009669120000005194,0.011350480000007934,0.005385360000005335,0.007910000000002526
Trondheim/audio/03,0.010703120000009392,0.010944640000001726,0.007233120000002202,,0.11224992,0.010955520000013763,0.012517920000000515,0.000868160000006668,0.015753120000017162,0.008195680000007144,0.00935632000001263,0.006781280000005552,0.009305920000002743
Trondheim/audio/04,0.006944400000001849,0.007253040000001931,0.0041666400000011095,,0.03441335999999495,0.012036960000003205,0.010493760000002794,0.0005040000000064992,0.030720559999991792,0.007407360000001972,0.010493760000002794,0.003703680000000986,0.00570984000000152
Trondheim/audio/05,0.006015599999976473,0.006282959999971638,0.0036093599999773573,,0.029810639999986677,0.010427039999960641,0.0090902399999635,0.0005324800000039431,0.02971391999999895,0.00641663999996922,0.0090902399999635,0.00320831999998461,0.004946159999974498
Trondheim/audio/06,0.005500800000028505,0.005745280000034825,0.0033004800000284717,,0.02725952000002252,0.004736000000008289,0.008312320000044338,0.0005273600000066381,0.02796703999999295,0.005867520000037985,0.003256000000007475,0.0029337600000189923,0.004522880000031648
Trondheim/audio/07,0.006807599999987701,0.007110159999982102,0.004084559999981252,,0.03373543999998674,0.011799839999980577,0.010287039999980152,0.000559360000011111,0.028257039999985523,0.007261439999979302,0.010287039999980152,0.003630719999989651,0.005597359999981677
Trondheim/audio/08,0.007019999999975823,0.007331999999969696,0.004211999999974125,,0.03478799999998472,0.012167999999959989,0.010607999999962203,0.0005859199999918019,0.03303807999999009,0.0074879999999666325,0.010607999999962203,0.0037439999999833162,0.005771999999971911
Trondheim/audio/09,0.005950799999993706,0.006215279999992163,0.003570479999993381,,0.029825760000001367,0.008198879999994801,0.008992319999990173,0.0006044799999926909,0.03107072000000244,0.006347519999991391,0.006876479999995411,0.0031737599999956956,0.004892879999992772
Trondheim/audio/10,0.006573599999988744,0.006865759999989507,0.003944159999996089,,0.0325758399999998,0.011394239999980016,0.009933439999983307,0.0005308800000136671,0.02783391999999907,0.007011839999989888,0.009933439999983307,0.003505919999994944,0.005404959999992798
Trondheim/video,0.006152960000001428,0.008011440000000647,0.0050828800000033425,0.015055680000001459,0.032503679999997814,0.01003199999999893,0.010733520000002272,0.0060192000000007795,0.015055680000001459,0.007868480000000844,0.008694399999999547,0.004681600000001396,0.006420480000002726
Trondheim/video/01,0.007282559999998384,0.007544639999998992,0.0038599199999982403,,0.04212727999999544,0.010855599999997523,0.011699520000002295,0.0005721599999972682,0.03819079999999708,0.007695520000002176,0.008385199999997539,0.0034310399999988306,0.006111280000000718
Trondheim/video/02,0.008875840000001745,0.00912672000000292,0.005468080000003539,,0.07147871999999644,0.012367039999999108,0.013285360000004687,0.0007019999999968718,0.0657383999999972,0.009277120000003691,0.009896639999999124,0.00503176000000316,0.007622720000002303
Trondheim/video/03,0.010124640000000795,0.01037552000000197,0.0066936800000014784,,0.08417551999999517,0.010479999999999379,0.010096560000002697,0.0008575199999985017,0.07937407999999557,0.007552560000002373,0.008009599999999395,0.006280560000002211,0.008871520000001354
Trondheim/video/04,0.006699599999999251,0.006997359999997954,0.004019759999996708,,0.03320023999999755,0.011612639999999175,0.010123839999998552,0.0005779199999977891,0.029002639999996305,0.007146239999997306,0.010123839999998552,0.003573119999998653,0.005508559999997331
Trondheim/video/05,0.005724000000007834,0.0059784000000107085,0.0034344000000103847,,0.028365600000007873,,0.00864960000001247,0.0004860800000017207,,0.006105600000012146,,0.003052800000006073,0.004706400000010547
Trondheim/video/06,0.006681600000000287,0.0069785600000003,0.004008960000000172,,0.033111040000001424,,0.010096640000000434,0.0005235200000015539,,0.0071270400000003065,,0.0035635200000001532,0.005493760000000236
Trondheim/video/07,0.006447599999997777,0.006734159999997047,0.0038685599999972453,,0.03195143999999672,,0.009743039999996483,0.0004892799999964836,,0.006877439999996682,,0.003438719999998341,0.005301359999997146
Trondheim/video/08,0.005846399999988705,0.00610623999998694,0.003507839999990381,,0.02897215999999503,,0.008834559999982616,0.0005452799999972058,,0.006236159999986057,,0.0031180799999930287,0.00480703999998866
Trondheim/video/09,0.005540400000004553,0.0057866400000072815,0.003324240000008416,,0.02946408000000389,,0.008372160000007511,0.0006214400000033038,,0.005909760000008646,,0.002954880000004323,0.004555440000007849
Trondheim/video/10,0.006339600000000445,0.006621360000000465,0.003803760000000267,,0.031416240000002205,0.010988640000000771,0.009579840000000672,0.0005420800000024428,0.027064479999999946,0.0067622400000004745,0.009579840000000672,0.0033811200000002373,0.005212560000000366
