,C0,C2,C4,C8,C9,C10,C13,C23,C28
Trondheim/audio,0.0038875200000063614,0.009099200000012075,0.006728400000007184,0.01223912000001448,0.01223912000001448,0.004953760000013574,0.002242800000004763,0.009248720000012867,0.010743920000013674
Trondheim/audio/01,0.0041579200000114724,0.009852560000005894,0.008413280000006296,0.013210880000009695,0.013210880000009695,0.004168240000002044,0.0006048000000049569,0.010012480000007429,0.011611680000008562
Trondheim/audio/02,0.005623680000010012,0.011329440000004354,0.009879040000004835,0.014687760000008154,0.014687760000008154,0.007063519999999102,0.0007466400000062379,0.011478240000005968,0.013088560000007021
Trondheim/audio/03,0.006864960000005027,0.012591280000002314,0.01112031999999985,0.015949600000006114,0.015949600000006114,0.00972935999999791,0.0008870400000056122,0.012719520000000983,0.014350400000004981
Trondheim/audio/04,,0.02902248000000185,,0.031638239999999485,0.031638239999999485,0.00411048000000136,0.0004982400000130838,0.030392640000002302,0.030392640000002302
Trondheim/audio/05,0.0049183199999944804,0.011028959999997312,0.009389519999999152,0.01415879999999703,0.01415879999999703,0.0049183199999944804,0.000596159999986412,0.012668399999995472,0.012668399999995472
Trondheim/audio/06,,0.033552000000007354,,0.03657600000001082,0.03657600000001082,0.00475200000000342,0.000575999999995247,0.035136000000008494,0.035136000000008494
Trondheim/audio/07,,0.030084959999982175,,0.03279647999997337,0.03279647999997337,0.004260959999982106,0.0005164799999874958,0.03150527999997621,0.03150527999997621
Trondheim/audio/08,0.005177039999999522,0.01145224000000411,0.00972656000000427,0.014746720000005098,0.014746720000005098,0.005177039999999522,0.0006275199999947745,0.013177920000003951,0.013177920000003951
Trondheim/audio/09,,0.031259280000014655,,0.03407664000002342,0.03407664000002342,0.004427280000015799,0.0005366400000070826,0.03273504000001992,0.03273504000001992
Trondheim/audio/10,,0.02913432000001137,,0.0317601600000188,0.0317601600000188,0.004126320000011674,0.000500160000001415,0.030509760000015262,0.030509760000015262
Trondheim/video,0.004145439999994949,0.009021039999993263,0.00717479999999604,0.0123692799999926,0.0123692799999926,0.005261519999997688,0.0023915999999957194,0.009180479999992386,0.010774879999992493
Trondheim/video/01,0.0035651199999975347,0.008574559999997788,0.007340479999998095,0.01145407999999648,0.01145407999999648,0.003784160000002146,0.0005276799999975879,0.008711679999997557,0.010082879999997019
Trondheim/video/02,0.004897919999997669,0.009910559999998014,0.008673279999998229,0.012790079999996706,0.012790079999996706,0.006432960000001486,0.0006589599999973217,0.01004447999999769,0.011418879999997245
Trondheim/video/03,0.006134399999998763,0.0111555999999986,0.009909759999999324,0.014035119999997292,0.014035119999997292,0.009180400000001754,0.0008641599999990035,0.011280959999998785,0.01266391999999783
Trondheim/video/04,,0.035919279999996334,,0.039156639999994525,0.039156639999994525,0.0050872799999961416,0.0006166399999969485,0.03761503999999505,0.03761503999999505
Trondheim/video/05,,0.03407392000000442,,0.03714496000000622,0.03714496000000622,0.004825920000001815,0.0005849599999976363,0.035682560000005026,0.035682560000005026
Trondheim/video/06,,0.03355199999998959,,0.03657599999998595,0.03657599999998595,0.004751999999992762,0.000575999999995247,0.03513599999998718,0.03513599999998718
Trondheim/video/07,,0.029283440000003935,,0.03192272000000429,0.03192272000000429,0.004147440000000557,0.0005027200000000676,0.03066592000000412,0.03066592000000412
Trondheim/video/08,,0.03442808000000852,,0.03753104000001173,0.03753104000001173,0.004876080000006056,0.0005910400000033178,0.03605344000001054,0.03605344000001054
Trondheim/video/09,,0.03521096000000057,,0.038384480000001275,0.038384480000001275,0.0049869600000036485,0.0006044800000069017,0.036873280000001785,0.036873280000001785
Trondheim/video/10,,0.030961039999994,,0.03375151999999204,0.03375151999999204,0.004385039999995399,0.0005315199999955666,0.032422719999992466,0.032422719999992466
