,C0,C2,C3,C4,C5,C6,C9,C10,C12,C14,C16,C18,C19,C21,C22,C27
Trondheim/audio,0.003192960000006906,0.05584688000000426,0.007287920000006665,0.00867048000001347,0.005986800000009396,0.007450240000011377,0.005720720000006452,0.05717728000000477,0.05717728000000477,0.00622032000001127,0.032328720000009525,0.008647600000010414,0.032328720000009525,0.005853760000007924,0.003326000000008378,0.007450240000011377
Trondheim/audio/01,0.00301056000000699,0.07938231999999701,0.0072069600000048695,0.009520320000007132,0.0005359999999967613,0.009554480000005583,0.005341760000000306,0.08063671999999755,0.08063671999999755,0.008224080000005074,0.05586416000000227,0.009332640000003778,0.05586416000000227,0.005467200000001782,0.0006268799999986641,0.009554480000005583
Trondheim/audio/02,0.0045464800000054595,0.10643455999999674,0.010015599999999125,0.012328560000007371,0.0006641599999959169,0.010755520000000018,0.007284160000004647,0.10781135999999591,0.10781135999999591,0.011032320000005313,0.08304440000000213,0.012140880000004017,0.08304440000000213,0.007421840000006341,0.0007748799999980349,0.010755520000000018
Trondheim/audio/03,0.00586872000000227,0.06432703999999845,0.004563839999999431,0.008428240000007747,0.0008253600000003303,0.005105199999995591,0.0014268800000074577,0.06574623999999929,0.06574623999999929,0.0071959200000009105,0.04080888000000371,0.01110456000000326,0.04080888000000371,0.001284960000006663,0.0009231199999994999,0.005105199999995591
Trondheim/audio/04,0.0032812799999959452,0.04170991999999529,0.0041210400000011305,0.006868400000001884,0.000594559999996136,0.006868400000001884,0.0021875199999996653,0.042958719999994344,0.042958719999994344,0.0056196000000028334,0.031719039999991594,0.007742559999996956,0.031719039999991594,0.002050799999999242,0.0004995200000053046,0.006868400000001884
Trondheim/audio/05,0.0029088000000143666,0.04060200000002823,0.005454000000021608,0.0067872000000264165,0.0005699200000037763,0.0067872000000264165,0.0041208000000168,0.04181400000003066,0.04181400000003066,0.005575200000023983,0.029425520000010863,0.007635600000021725,0.029425520000010863,0.004242000000019175,0.0005334399999981088,0.0067872000000264165
Trondheim/audio/06,0.004363919999995858,0.044168159999998124,0.004363919999995858,0.007273199999993096,0.0005670399999928577,0.007273199999993096,0.0022480799999939904,0.045490559999997515,0.045490559999997515,0.005950799999993706,0.030811919999997883,0.008198879999994801,0.030811919999997883,0.002115839999994762,0.0005289599999969141,0.007273199999993096
Trondheim/audio/07,0.003054720000008615,0.04263880000002018,0.005727600000014377,0.007127680000017733,0.00048128000000247084,0.007127680000017733,0.00432752000001102,0.04391160000002259,0.04391160000002259,0.005854880000015328,0.029528960000014592,0.008018640000017285,0.029528960000014592,0.004454800000011971,0.0005737600000088605,0.007127680000017733
Trondheim/audio/08,0.0036652800000069874,0.048122719999994956,0.004811679999995988,0.00792439999997896,0.0004963199999963308,0.00792439999997896,0.002443520000014132,0.04956351999999242,0.04956351999999242,0.006483599999981493,0.035431040000005964,0.009365199999976426,0.035431040000005964,0.0025962400000167918,0.0005763199999933022,0.00792439999997896
Trondheim/audio/09,0.0029760000000038644,0.041540000000004795,0.005580000000009022,0.0069440000000113855,0.0006041599999946357,0.0069440000000113855,0.004216000000006659,0.04278000000000759,0.04278000000000759,0.005704000000008591,0.030572880000001135,0.007812000000015473,0.030572880000001135,0.004340000000006228,0.0005312000000117223,0.0069440000000113855
Trondheim/audio/10,0.0032736000000141985,0.04569400000002588,0.006138000000021293,0.007638400000026024,0.0005875200000104996,0.007638400000026024,0.004637600000016562,0.047058000000028244,0.047058000000028244,0.006274400000023661,0.03164480000001646,0.008593200000021284,0.03164480000001646,0.00477400000001893,0.0006278399999928297,0.007638400000026024
Trondheim/video,0.003448320000003946,0.05881696000000147,0.007405440000004759,0.009251360000003928,0.006465600000005622,0.009025760000003658,0.006178240000004109,0.06025376000000193,0.06025376000000193,0.00790728000000307,0.03491424000000265,0.010115840000004539,0.03491424000000265,0.006321920000004866,0.0035920000000047025,0.009025760000003658
Trondheim/video/01,0.0029068799999976136,0.08270607999999591,0.007019919999999402,0.008472479999998228,0.0005750400000010814,0.009771679999998284,0.005145759999999555,0.0839172799999961,0.0839172799999961,0.007079679999998589,0.05601135999999762,0.00933695999999884,0.05601135999999762,0.005266879999998864,0.0004908800000009705,0.009771679999998284
Trondheim/video/02,0.004738160000000491,0.11119703999999686,0.004318799999998291,0.013040160000000967,0.0007456800000014141,0.013106480000001142,0.007148960000002091,0.11267783999999637,0.11267783999999637,0.011593039999999277,0.08522231999999974,0.012369520000000023,0.08522231999999974,0.0072970400000027524,0.000721439999999518,0.013106480000001142
Trondheim/video/03,0.006092239999999194,0.06789551999999688,0.00577975999999758,0.008823519999999974,0.0008824800000013511,0.007375360000001052,0.0011647999999979675,0.0694203199999972,0.0694203199999972,0.007386719999999514,0.04102919999999699,0.011784959999999955,0.04102919999999699,0.0010402399999982492,0.0008520799999995887,0.007375360000001052
Trondheim/video/04,0.0037478399999990586,0.05060767999999882,0.004958559999998613,0.008333599999996721,0.0005446400000010954,0.008333599999996721,0.002498559999997596,0.05212287999999887,0.05212287999999887,0.006818399999996672,0.03622911999999978,0.009848799999996771,0.03622911999999978,0.0026547199999971127,0.0006060799999971778,0.008333599999996721
