,C0,C8,C9,C10,C12,C17,C19,C21,C23,C24
Trondheim/audio,0.0036524799999924085,0.042197759999996975,0.05925855999999641,0.046412159999995595,0.006462079999991488,0.006462079999991488,0.006462079999991488,0.04297471999999303,0.005057279999991948,0.005057279999991948
Trondheim/audio/01,0.003228159999991931,0.049927520000007775,0.06710192000000603,0.05499616000000529,0.007099999999994111,0.006718880000004646,0.008117440000003029,0.05081808000000265,0.0020822399999964603,0.001986559999991755
Trondheim/audio/02,0.007918720000006374,0.06257312000000681,0.07977152000000487,0.06629152000000715,0.005795119999994824,0.008425600000009581,0.004190240000003342,0.06348768000000149,0.0009332799999981489,0.0008918400000048621
Trondheim/audio/03,0.010351919999994408,0.10848712000000305,0.12335912000000349,0.10894952000000302,0.00971303999999762,0.010946799999988599,0.005651280000002146,0.10592567999999858,0.0011481599999925152,0.0011481599999925152
Trondheim/audio/04,0.0035755200000124887,0.03139839999998628,0.04547839999998615,0.03407359999998505,0.006325920000008978,0.00478719999998134,0.0030624000000045726,0.029990399999988426,0.002200320000014244,0.002200320000014244
Trondheim/audio/05,0.0019980800000070076,0.027848239999997304,0.040336239999994916,0.03227455999999762,0.004495680000005109,0.004519440000002817,0.004519440000002817,0.026599439999998253,0.0007492800000079569,0.0007492800000079569
Trondheim/audio/06,0.00202623999998508,0.028240719999992336,0.04090471999999323,0.032564239999999245,0.004559039999982417,0.00457327999999535,0.00457327999999535,0.026974319999993668,0.0007598399999864114,0.0007598399999864114
Trondheim/audio/07,0.003473599999992416,0.028187199999990753,0.040827199999988295,0.030588799999989646,0.006145599999996421,0.004297599999993906,0.004297599999993906,0.02692319999999171,0.002137599999990414,0.002137599999990414
Trondheim/audio/08,0.002209279999995317,0.03079183999999202,0.0445998399999894,0.033415359999992233,0.004970879999994793,0.004694719999996266,0.004694719999996266,0.029411039999992283,0.0008284799999955794,0.0008284799999955794
Trondheim/audio/09,0.0032136000000093645,0.032290400000007935,0.04677040000000687,0.031270800000001486,0.003433759999992958,0.00492320000001456,0.0030289600000088512,0.03084240000000449,0.001977600000010682,0.001977600000010682
Trondheim/audio/10,0.003413279999989527,0.02799095999999679,0.04054295999999624,0.030375840000004928,0.006038879999991309,0.0042676799999981085,0.0042676799999981085,0.026735759999994002,0.002100479999988636,0.002100479999988636
Trondheim/video,0.003608800000002077,0.045393600000002365,0.06237360000000258,0.04955760000000353,0.006384800000002855,0.006384800000002855,0.006384800000002855,0.04206320000000119,0.004996800000002466,0.004996800000002466
Trondheim/video/01,0.004887359999999674,0.05258959999999924,0.06972159999999938,0.056753600000000404,0.005679600000002338,0.003829600000001321,0.010305600000002357,0.04941119999999799,0.0007416000000013412,0.0007416000000013412
Trondheim/video/02,0.009989920000002428,0.06505615999999925,0.08217855999999912,0.06922016000000042,0.006926160000002568,0.008030079999999273,0.004553760000000295,0.06186815999999773,0.0008709599999985329,0.0008709599999985329
Trondheim/video/03,0.012216079999999963,0.07860439999999791,0.09562839999999895,0.08276839999999908,0.00828000000000273,0.011680639999998021,0.006157599999999874,0.10121399999999703,0.001054560000001814,0.001054560000001814
Trondheim/video/04,0.0019200000000054729,0.02676000000000478,0.038760000000005235,0.03039776000000316,0.004320000000006985,0.004212160000003351,0.004212160000003351,0.025560000000004024,0.0007200000000047169,0.0007200000000047169
Trondheim/video/05,0.0035609599999943953,0.02998903999999669,0.04343703999999704,0.03254415999999338,0.006300159999995003,0.004572319999994079,0.004572319999994079,0.028644239999998433,0.0021913599999940914,0.0021913599999940914
Trondheim/video/06,0.003569280000000674,0.031416240000002205,0.04550424000000319,0.03409296000000239,0.006314879999997913,0.004789920000000336,0.0027227200000012886,0.030007440000002106,0.0021964800000020546,0.0021964800000020546
Trondheim/video/07,0.003498559999997042,0.029935520000002214,0.04335952000000276,0.032486079999998196,0.006189759999998046,0.0045641600000010385,0.0045641600000010385,0.02859312000000358,0.00215295999999654,0.00215295999999654
Trondheim/video/08,0.0019878400000088448,0.02770552000000137,0.040129520000000696,0.030606399999999923,0.004472640000006578,0.004263440000002561,0.004263440000002561,0.026463120000002505,0.0007454400000099781,0.0007454400000099781
Trondheim/video/09,0.00194432000000333,0.027098960000003558,0.03925096000000394,0.030073920000003085,0.004374720000004828,0.004166640000004662,0.004166640000004662,0.02588376000000281,0.000729120000002581,0.000729120000002581
Trondheim/video/10,0.0034195200000013415,0.027883920000000728,0.04038792000000058,0.030259680000000344,0.006049920000002373,0.00425136000000137,0.00425136000000137,0.026633520000000743,0.0021043200000008255,0.0021043200000008255
