,C0,C2,C4,C6,C7,C8,C12,C13,C20
Trondheim/audio,0.006232319999995184,0.010698719999997053,0.008198719999999327,0.008469839999996509,0.0048040799999959916,0.008469839999996509,0.004933919999995595,0.010764319999999827,0.006232319999995184
Trondheim/audio/01,0.006668560000001378,0.011484000000002936,0.008844000000003405,0.009108000000004779,0.0034320000000036543,0.009108000000004779,0.006204000000003873,0.01016400000000317,0.005482720000003383
Trondheim/audio/02,0.009319200000010852,0.01340240000001458,0.01072720000001226,0.011008800000013252,0.004963200000005941,0.011008800000013252,0.007911200000009444,0.012135200000013668,0.006917120000004218
Trondheim/audio/03,0.011180799999994662,0.015507599999992294,0.011665199999999487,0.012971199999991967,0.006572799999997159,0.012971199999991967,0.009688799999995723,0.013635600000011294,0.008434319999999218
Trondheim/audio/04,0.005011279999997953,0.009074479999988228,0.006365679999994711,0.006636559999996905,0.003521440000000098,0.006636559999996905,0.0036568800000011947,0.007720079999991469,0.005011279999997953
Trondheim/audio/05,0.005851919999990685,0.01059671999999523,0.0074335199999922,0.0077498399999882395,0.0041121599999911496,0.0077498399999882395,0.0042703199999891694,0.009015119999993715,0.005851919999990685
Trondheim/audio/06,0.00578520000001248,0.008613520000018582,0.006042320000013035,0.00629944000001359,0.003342560000007211,0.00629944000001359,0.003471120000007488,0.0073279200000158085,0.004756720000010262
Trondheim/audio/07,0.005662480000005132,,0.007192880000005175,0.007498960000006605,0.003979040000004375,0.007498960000006605,0.0041320800000050895,0.008723280000005218,0.005662480000005132
Trondheim/audio/08,0.004916560000026493,0.008902960000035876,0.0062453600000296206,0.006511120000034509,0.003454880000020921,0.006511120000034509,0.0035877600000233656,0.007574160000032748,0.004916560000026493
Trondheim/audio/09,0.005486399999995228,0.01060703999999646,0.008168639999993843,0.008412479999989841,0.0031699199999906114,0.008412479999989841,0.005730239999991227,0.009387839999995151,0.004511039999989919
Trondheim/audio/10,0.005554800000020066,0.010739280000031215,0.008270480000028613,0.008517360000034557,0.003209440000020436,0.008517360000034557,0.0058016800000260105,0.009504880000029914,0.004567280000024709
Trondheim/video,0.007230719999995472,0.013164879999992607,0.00915375999999668,0.00960567999999462,0.0055736799999959175,0.00960567999999462,0.005724319999995231,0.011668399999997803,0.007230719999995472
Trondheim/video/01,0.005517360000000693,0.010187600000003627,0.007440400000001901,0.00785248000000216,0.003571360000002244,0.00785248000000216,0.00370872000000233,0.008927040000003217,0.005642800000003945
Trondheim/video/02,0.0067862400000002765,0.01145648000000321,0.008709280000001485,0.009092799999999457,0.004830720000001065,0.009092799999999457,0.004958560000000389,0.0101959200000028,0.006892640000002004
Trondheim/video/03,0.008002160000000202,0.012672400000003137,0.009195280000000139,0.01029168000000169,0.0060409600000017605,0.01029168000000169,0.006163120000001854,0.011411840000002726,0.008097200000003468
Trondheim/video/04,0.005848959999999792,0.010591359999997607,0.007429759999999064,0.007745919999999629,0.004110080000000238,0.007745919999999629,0.00426816000000052,0.009010559999998335,0.005848959999999792
Trondheim/video/05,0.005748320000009244,0.010409120000012706,0.007301920000010398,0.00761264000001205,0.004039360000007264,0.00761264000001205,0.00419472000000809,0.008855520000011552,0.005748320000009244
Trondheim/video/06,0.006919199999995129,0.013377119999990583,0.010301919999992748,0.010609439999992532,0.003997759999997186,0.010609439999992532,0.007226719999994913,0.011839519999991666,0.005689119999995995
Trondheim/video/07,0.006523200000003726,0.009567360000005465,0.006813120000003892,0.007103040000004057,0.003768960000002153,0.007103040000004057,0.003913920000002236,0.00826272000000472,0.005363520000003064
Trondheim/video/08,0.0063936000000062165,0.012360960000012966,0.009519360000009414,0.009803520000009058,0.0036940800000024865,0.009803520000009058,0.006677760000005861,0.01094016000001119,0.005256960000004085
Trondheim/video/09,0.006947999999994181,0.01019039999999194,0.007256799999993291,0.007565599999992401,0.004014399999995533,0.007565599999992401,0.0041687999999950875,0.008800799999992392,0.005712799999994189
Trondheim/video/10,0.006310800000001393,0.012200880000001746,0.009396080000001916,0.00967656000000261,0.00364624000000191,0.00967656000000261,0.006591280000002087,0.010798480000001831,0.005188880000002172
