,C0,C3,C4,C5,C6,C10,C14,C18,C19,C20,C22,C23,C24,C26,C27,C28
Trondheim/audio,0.011936799999979542,0.013631759999977788,0.009160799999982316,0.010548799999980929,0.010548799999980929,0.010548799999980929,0.009438399999979197,0.007772799999983704,0.008050399999980584,0.013631759999977788,0.009299599999980757,0.009299599999980757,0.015256559999979658,0.00893327999998661,0.011531519999977036,0.04822319999998825
Trondheim/audio/01,0.009670079999995806,0.011034879999989755,0.00536047999999667,0.008441279999992446,0.008373279999997152,0.008373279999997152,0.007144479999993791,0.003371680000000765,0.00522167999999823,0.008691519999995734,0.005490159999997246,0.005490159999997246,0.009988319999994388,0.004409119999998268,0.007913439999999383,0.06646528000000629
Trondheim/audio/02,0.011178799999989053,0.014093599999984718,0.006757599999993147,0.00992959999998888,0.00979079999999044,0.00979079999999044,0.008541599999990268,0.004887359999990792,0.006618799999994707,0.010179839999992168,0.006896399999991587,0.006896399999991587,0.011567839999990781,0.007203359999991221,0.009337919999989452,0.09423440000000483
Trondheim/audio/03,0.0129338399999952,0.011816479999996687,0.008275839999996037,0.0115662399999934,0.01142743999999496,0.01142743999999496,0.010059839999993159,0.0065595200000032605,0.008137039999997597,0.011816479999996687,0.008426479999997127,0.008426479999997127,0.013322879999996928,0.01018039999999587,0.010891680000000292,0.04763920000000965
Trondheim/audio/04,,0.03851064000001969,0.005705280000029234,0.013629280000046151,0.008874880000036,0.008874880000036,0.012044480000042768,0.00412048000002585,0.005546800000026053,0.008874880000036,0.005863760000032414,0.005863760000032414,0.010459680000039384,0.005388320000022873,0.007765520000042159,0.03692584000001631
Trondheim/audio/05,0.009899999999987585,0.036449999999994986,0.005399999999987415,0.0394499999999951,0.008399999999987529,0.008399999999987529,0.011399999999987642,0.003899999999987358,0.005249999999989541,0.008399999999987529,0.005549999999985289,0.005549999999985289,0.009899999999987585,0.005099999999991667,0.007349999999981094,0.03494999999999493
Trondheim/audio/06,,0.03252312000000046,0.0048182399999845416,0.035199920000003715,0.0499223200000074,0.0499223200000074,0.03653832000000534,0.0034798399999829144,0.0046843999999879316,0.007495039999987796,0.0049520799999811516,0.0049520799999811516,0.008833439999989423,0.0045505599999913215,0.006558159999975999,0.031184719999998833
Trondheim/audio/07,,0.037752480000001754,0.005592960000008418,0.013360960000014188,0.008700160000010726,0.008700160000010726,0.011807360000013034,0.004039360000007264,0.005437600000007592,0.008700160000010726,0.005748320000009244,0.005748320000009244,0.01025376000001188,0.005282240000006766,0.00761264000001205,0.0361988800000006
Trondheim/audio/08,,0.03211487999998752,0.00475775999998973,0.03475807999998182,0.04929567999997886,0.04929567999997886,0.036079679999978964,0.003436159999992583,0.0046255999999900155,0.007400959999984025,0.004889919999989445,0.004889919999989445,0.008722559999981172,0.004493439999990301,0.006475839999986022,0.030793279999990375
Trondheim/audio/09,0.010127039999971998,0.03728591999998088,0.005523839999980851,0.040354719999974975,0.00859263999997495,0.00859263999997495,0.011661439999969048,0.0039894399999838015,0.005370399999982567,0.00859263999997495,0.005677279999979135,0.005677279999979135,0.010127039999971998,0.005216959999984283,0.0075185599999727515,0.03575151999998383
Trondheim/audio/10,,0.03629448000001645,0.005376960000020858,0.008214800000025946,0.00836416000002771,0.00836416000002771,0.00672120000002252,0.003883360000017433,0.005227600000019095,0.00836416000002771,0.005526320000022622,0.005526320000022622,0.009857760000031135,0.005078240000017331,0.007318640000029575,0.034800880000013024
Trondheim/video,0.012858720000011203,0.014245680000007255,0.00986832000000959,0.011363520000010396,0.011363520000010396,0.011363520000010396,0.010167360000011172,0.008373120000008782,0.008672160000010365,0.014245680000007255,0.01001784000001038,0.01001784000001038,0.015740880000008062,0.009569280000008007,0.01228528000000928,0.050970080000006135
Trondheim/video/01,0.009553200000002704,0.01085703999999943,0.005408399999998537,0.008258639999999318,0.008155599999998486,0.008155599999998486,0.006959439999999262,0.003377919999994816,0.005258879999997745,0.008498879999995879,0.005538319999997654,0.005538319999997654,0.009798079999995934,0.004417279999996637,0.007719359999992292,0.06964135999999677
Trondheim/video/02,0.010891120000003696,0.012300559999998129,0.006746319999999528,0.009631759999999545,0.009493519999999478,0.009493519999999478,0.008297360000000253,0.0047616000000001435,0.006596799999998737,0.009871999999996106,0.006879760000000346,0.006879760000000346,0.011206399999995398,0.0070931199999986205,0.009067839999998384,0.09633287999999851
Trondheim/video/03,0.012134880000001402,0.011033359999993664,0.007990079999997235,0.010875519999997252,0.010737279999997185,0.010737279999997185,0.00954111999999796,0.005997119999996414,0.007840559999996444,0.011115759999993813,0.008115279999996616,0.008115279999996616,0.012450159999993105,0.009573039999994037,0.010286879999991783,0.05078759999999782
Trondheim/video/04,,0.03351456000000397,0.004965120000003154,0.03627296000000513,0.05144416000000618,0.05144416000000618,0.03765216000000571,0.0035859200000025737,0.004827200000002918,0.007723520000004314,0.005103040000003389,0.005103040000003389,0.009102720000004894,0.004689280000002682,0.0067580800000044405,0.03213536000000339
Trondheim/video/05,,0.029276639999999077,0.0043372799999978895,0.03168623999999909,0.04493903999999915,0.04493903999999915,0.032891039999999094,0.0031324799999978836,0.004216799999998244,0.006746879999997901,0.004457759999997535,0.004457759999997535,0.007951679999997907,0.004096319999998599,0.005903519999996831,0.02807183999999907
Trondheim/video/06,,0.03396168000000088,0.005031360000000262,0.03675688000000221,0.05213048000000242,0.05213048000000242,0.03815448000000288,0.0036337599999995973,0.004891600000000551,0.007826560000001592,0.0051711199999999735,0.0051711199999999735,0.009224160000002257,0.00475184000000084,0.006848240000000061,0.03256408000000022
Trondheim/video/07,,0.03401999999999461,0.0050399999999903855,0.03681999999999519,0.052219999999994826,0.052219999999994826,0.03821999999999548,0.0036399999999900956,0.004899999999992133,0.007839999999990965,0.005179999999988638,0.005179999999988638,0.009239999999991255,0.00475999999999388,0.006859999999985433,0.03261999999999432
Trondheim/video/08,,0.03878279999999634,0.005745599999997353,0.013725599999993676,0.008937599999995882,0.008937599999995882,0.012129599999994412,0.004149599999998088,0.005585999999997426,0.008937599999995882,0.005905199999997279,0.005905199999997279,0.010533599999995147,0.0054263999999975,0.007820399999996397,0.03718679999999708
Trondheim/video/09,,0.0335534399999986,0.004970879999994793,0.03631503999999808,0.051503839999998746,0.051503839999998746,0.037695839999997816,0.003590079999995055,0.0048327999999955296,0.007732479999994268,0.005108959999994056,0.005108959999994056,0.009113279999994006,0.004694719999996266,0.00676591999999232,0.032172639999998864
Trondheim/video/10,0.010116479999993544,0.0372470399999969,0.005518079999994541,0.040312639999996236,0.008583679999993876,0.008583679999993876,0.011649279999993212,0.003985279999994873,0.0053647999999952845,0.008583679999993876,0.005671359999993797,0.005671359999993797,0.010116479999993544,0.005211519999996028,0.007510719999991977,0.03571423999999723
