,C0,C3,C5,C6,C12,C14,C17,C19,C20,C21,C24,C27,C29
Trondheim/audio,0.009936960000018757,0.006775200000014081,0.01745216000002614,0.008431360000017207,0.017151040000022988,,0.020162240000026088,0.005269600000012531,0.012483680000016761,0.046920320000008786,,0.012483680000016761,0.015494880000019862
Trondheim/audio/01,,0.0005971199999947885,,,,,,0.0005398400000018455,,,,,
Trondheim/audio/02,0.016425040000004998,0.0007287999999938677,0.015270880000002762,0.015142640000004093,0.015014400000005423,0.0804275999999895,0.017579200000007233,0.0006680800000005149,0.011038960000004039,0.09196919999998698,0.0829923999999913,0.011038960000004039,0.013603760000005849
Trondheim/audio/03,0.018209679999991124,0.0008681599999924572,0.01699359999999217,0.01685847999999268,0.016723359999993193,0.09401527999998649,0.019425759999990078,0.0008036799999970867,0.012534639999998376,0.10617607999998668,0.09671767999998337,0.012534639999998376,0.015237039999995261
Trondheim/audio/04,,0.0005123200000127781,,,,,,0.0006038399999965804,,,,,
Trondheim/audio/05,,0.0006124800000009145,,,,,,0.0006307200000037483,,,,,
Trondheim/audio/06,,0.0019342399999970894,,,,,,0.0005526399999951082,,,,,
Trondheim/audio/07,,0.000606720000007499,,,,,,0.0006140799999911906,,,,,
Trondheim/audio/08,,0.0018412799999865115,,,,,,0.0005260799999859955,,,,,
Trondheim/audio/09,,0.0019969599999996035,,,,,,0.0005705599999998867,,,,,
Trondheim/audio/10,,0.0005942399999980807,,,,,,0.0006352000000049429,,,,,
Trondheim/video,0.00926640000000134,0.006318000000000268,0.016120000000004353,0.007862400000000491,0.015839200000005604,,0.018647200000007302,0.004913999999999419,0.011486800000003683,0.04672079999999923,,0.011486800000003683,0.014294800000005381
Trondheim/video/01,,0.0004950399999970045,,,,,,0.0006220799999994142,,,,,
Trondheim/video/02,,0.0007410399999994155,,,,,,0.0007458399999986653,,,,,
Trondheim/video/03,,0.0008900799999995712,,,,,,0.0008784799999990156,,,,,
Trondheim/video/04,,0.0017404799999969356,,,,,,0.0004972799999976019,,,,,
Trondheim/video/05,,0.0017393600000055187,,,,,,0.0004969600000066521,,,,,
Trondheim/video/06,,0.0019286400000062542,,,,,,0.0005510400000048321,,,,,
Trondheim/video/07,,0.001982399999995721,,,,,,0.0005663999999967473,,,,,
Trondheim/video/08,,0.0005126399999966225,,,,,,0.0006204799999949273,,,,,
Trondheim/video/09,,0.0005731199999985392,,,,,,0.0005708799999979419,,,,,
Trondheim/video/10,,0.000567680000003179,,,,,,0.0006035199999985252,,,,,
