,hits
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
30,22.0
