,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
Trondheim/audio,0.003245280000015782,0.13703831999996652,0.005973840000002895,0.006483600000002809,0.0004998400000033598,0.03508656000003185,0.007876000000010208,0.000320160000001124,0.0033988000000064744,0.0003123999999985472,0.0003145599999996307,0.012848480000016593,0.003073840000013206,0.0005813600000266206,0.015779360000010456,0.0002769599999936645,0.0031705599999867218,0.00027104000001543227,0.009823279999991996,0.008034800000004338,0.002664080000016611,0.002923920000000635,0.00028935999999646356,0.0005496000000277945,0.05531095999997149,0.006038079999996171,0.05118023999999366,0.0002555199999960678,0.003448879999993437,0.00028959999998789954
Trondheim/audio/01,0.0036174400000135165,0.015194240000042214,0.006095200000004297,0.009453119999975002,0.00024935999999797787,0.0660846400000068,0.009644000000022857,0.00027007999999995036,0.0035878400000086685,0.0003203200000001516,0.00026999999999333113,0.011911040000015305,0.0028608799999858547,0.00025016000000732674,0.017630800000020486,0.0031907199999920977,0.002807439999997996,0.05134872000000712,0.00030848000001526543,0.008447199999963573,0.0031618399999899793,0.00031615999999701216,0.0002869599999826278,0.0005038399999932608,0.055583519999999,0.006305999999980827,0.027757280000002993,0.00028191999999194195,0.003368960000003085,0.00029759999998191233
Trondheim/audio/02,0.0556887999999347,0.12159784000000684,0.03962679999998642,0.11758336000004022,0.0002726400000057083,0.13808583999998092,0.003355999999996584,0.003666639999984511,0.03637055999999461,0.03637055999999461,0.0002946399999927962,0.03892463999995499,0.0420369599999475,0.00029936000001384855,0.005568479999979559,0.0002583999999927755,0.04042143999995318,0.0002555199999818569,0.000260399999987726,0.006136959999977876,0.002866960000005747,0.0002855200000055902,0.00028903999999840835,0.0006062399999962054,0.0003245599999956994,0.005902799999986996,0.00032551999998986503,0.00025272000000597927,0.0002964800000171408,0.00278183999999726
Trondheim/audio/03,0.023741200000074514,0.006690240000011727,0.0002763999999970679,0.03853040000000618,0.0002575999999976375,0.01617720000000844,0.00878984000000571,0.000324480000003291,0.006662560000016526,0.0003793600000747688,0.00042920000014134985,0.013048959999977683,0.0031012000000174567,0.00028688000000443026,0.008166400000021667,0.0027094400000322594,0.003104719999996064,0.05215903999997806,0.003246479999987173,0.008923839999994243,0.003394560000003821,0.0002630400000072086,0.0002899200000001656,0.0037500800000174195,0.05779703999998276,0.0027750399999888486,0.07761688000000788,0.00026496000000975073,0.00031744000000344386,0.00030055999999945016
Trondheim/audio/04,0.007201760000000945,0.016208639999973684,0.04810207999998539,0.009441120000083458,0.0002777600000030134,0.03660096000001545,0.009171039999998243,0.00027312000000279113,0.0002612800000036941,0.0003880000000719974,0.00037416000016321505,0.012536160000024665,0.012786719999979823,0.00026768000000743086,0.005530559999982643,0.11195919999997272,0.0030465600000013637,0.0002771199999926921,0.0061635199999727774,0.007578880000011168,0.0034671999999886793,0.00028047999998648265,0.0003070399999955953,0.005751680000003034,0.06285943999972687,0.005140799999963974,0.05029824000001781,0.0003144000000077085,0.00024080000000026303,0.0002611200000046665
Trondheim/audio/05,0.00982015999997543,0.13436191999998925,0.006394079999992641,0.07737599999993705,0.0005718399999921076,0.03524927999998795,0.07113599999992459,0.0003087999999991098,0.004588319999996315,0.0003751200000863264,0.00038088000015079615,0.00981088000003183,0.0033668799999873045,0.0037497599999767317,0.06645599999993124,0.00029087999999433123,0.000248319999997193,0.00026944000001094537,0.0034935999999845535,0.009543039999982739,0.003414399999996931,0.003076480000004267,0.00030544000000531923,0.0005430400000250302,0.06341215999970018,0.005177759999980935,0.05457552000001442,0.00024063999998702457,0.005863199999993185,0.00028720000000248547
Trondheim/audio/06,0.012136960000020736,0.025166399999974942,0.00031615999999701216,0.008174080000017625,0.0005468800000016927,0.012995360000033429,0.005621279999985518,0.0002491200000065419,0.005416320000023234,0.0003044800000111536,0.00030896000001234825,0.007787199999995664,0.003395039999986693,0.0006297599999811609,0.030430799999969338,0.002668160000013131,0.0003030400000056943,0.05824175999998715,0.0002928000000110842,0.008709760000016331,0.0034496000000103777,0.002727999999990516,0.00026736000000937565,0.005318880000032777,0.058402559999990444,0.005281920000015816,0.027827519999988226,0.0002732799999876079,0.0002544000000170854,0.0003067200000259618
Trondheim/audio/07,0.0038750399999827323,0.006677440000004253,0.05008784000006017,0.0050702400000091075,0.00024208000000669472,0.026775679999929025,0.008842240000035417,0.0002745600000082504,0.033183039999983066,0.0003059199999881912,0.00025392000000579174,0.010974879999963605,0.0030518399999834855,0.0004928000000177235,0.007861599999984037,0.0026857599999914328,0.0028670399999839447,0.049526400000019066,0.00026159999998753847,0.008932959999981449,0.00024783999998589934,0.00031359999999835964,0.0003076799999917057,0.000507200000015473,0.05428607999999713,0.005564160000034235,0.030833280000024388,0.0002415999999811902,0.0002721600000086255,0.0002852800000141542
Trondheim/audio/08,0.013770239999985279,0.005477119999994784,0.0032278399999938756,0.009420800000043528,0.0002806399999997211,0.011184799999966799,0.02749248000000648,0.0003079999999897609,0.006283200000012812,0.0002948800000126539,0.00031215999999290034,0.012696959999942692,0.003329919999998765,0.00024111999999831824,0.008268319999984897,0.09797231999996825,0.002914560000021993,0.0002494400000045971,0.0002771199999926921,0.0061353600000018105,0.00340560000000778,0.0002767999999946369,0.00028543999999897096,0.0031756800000266594,0.0632265599999755,0.006138720000024023,0.025791359999971064,0.0003041599999846767,0.0002483200000256147,0.00030287999999245585
Trondheim/audio/09,0.0307449599999714,0.14631263999999078,0.0002601600000105009,0.0031820800000161853,0.01353983999993602,0.00031999999998788553,0.006286560000006602,0.0002479999999991378,0.0063470399999800975,0.00026479999999651227,0.002995519999984708,0.011821120000064411,0.0028142399999921963,0.00027904000000944507,0.008823840000019345,0.1228664000000208,0.0026452799999958643,0.00028943999998887193,0.02604991999999129,0.008982560000021067,0.003336960000012823,0.1448582399999907,0.0002887999999927615,0.00029360000002043307,0.0002635199999758697,0.003180320000012671,0.029073120000020936,0.00024352000002636487,0.0027262399999585796,0.0002809599999977763
