,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
Trondheim/audio,0.05178143999998497,0.0032935199999926112,0.00027928000000088105,0.01575840000004547,0.0096776000000105,0.0035332800000063003,0.052711759999994,0.0027880799999948636,0.00026216000000545137,0.0031132800000079897,0.055627919999984954,0.0002742400000101952,0.014105359999973643,0.03773671999999806,0.0002578399999890735,0.00029440000000136024,0.00906312000000753,0.000258560000006014,0.00026567999998405867,0.0002836000000030481,0.011947200000037128,0.0058459200000129385,0.003387520000018185,0.00029687999999339354,0.0003191999999927475,0.006508880000012596,0.009311040000014259,0.00026720000001034805,0.00032088000000385364,0.0030199200000140536
Trondheim/audio/01,0.027830160000057447,0.004121279999978356,0.00032367999999394215,0.0077135199999815995,0.007739039999982822,0.004840000000008615,0.07070871999999895,0.00028527999999283793,0.0003208799999967482,0.0033952800000136563,0.07087568000000743,0.0002846399999896221,0.015430000000066002,0.0029641599999905566,0.0321063199999827,0.00024816000001237626,0.0352032799999904,0.00030472000001680044,0.0030075199999970437,0.0002944799999937686,0.003578319999995472,0.0002621599999912405,0.026557439999990606,0.0002629600000005894,0.00032136000000093645,0.005416720000013697,0.005405999999993583,0.0003211199999952896,0.0002559999999931506,0.0031687200000050098
Trondheim/audio/02,0.033266400000023566,0.003207440000004169,0.0002961599999977693,0.00843184000001429,0.03957832000000394,0.003478319999992152,0.056254000000009796,0.0034996800000115513,0.0034895199999951387,0.01477487999998317,0.05901783999999566,0.0003128000000032216,0.07354423999993287,0.002842400000005796,0.00032679999998208586,0.00027000000000043656,0.0030952800000108027,0.00026287999999397016,0.006155200000009131,0.008669280000020763,0.0031606400000043777,0.027070399999985284,0.03266327999997998,0.000317199999997797,0.00025568000000930624,0.006528719999991495,0.006096159999998463,0.0003204799999991792,0.00027735999999833894,0.006165759999987586
Trondheim/audio/03,0.013448240000009548,0.011745600000011791,0.00029792000000838925,0.007543839999996749,0.010973759999991728,0.0008978399999932662,0.07043320000000364,0.00029496000007611656,0.00027231999999344225,0.014703679999968244,0.10580087999994703,0.00030408000000647917,0.06899423999998078,0.0028778399999964677,0.002720560000014416,0.0003876000001525881,0.002986559999982319,0.0004628799999295552,0.002721120000018118,0.008378239999714765,0.003655440000002841,0.005449359999971648,0.015925759999916522,0.0003100800000055415,0.00037015999970435587,0.006018639999709308,0.0034389599999826714,0.00029903999998737163,0.00034287999970672445,0.005867360000024746
Trondheim/audio/04,0.04105727999996134,0.005437520000022289,0.0002553599999970402,0.008932959999981449,0.012866160000058358,0.0034518399999683425,0.06467344000000708,0.000261040000076207,0.0002401600000041526,0.005540480000036041,0.06562815999998861,0.0002433600000131264,0.0062117600003830375,0.0028846400000190897,0.003629599999982247,0.0004209600001416902,0.0002732799999876079,0.00036327999993091,0.003037760000012213,0.011151679999727548,0.0031891200000018216,0.00030287999999245585,0.0027895999999998367,0.00027728000000593056,0.00039255999971032907,0.006992159999683167,0.00826336000000083,0.00029535999999552587,0.00045063999969841007,0.005147519999979977
Trondheim/audio/05,0.14595584000000628,0.000334480000020676,0.0002569600000015271,0.00832287999999437,0.009587680000009868,0.004117120000017849,0.05931631999997933,0.00032912000004614583,0.0035152000000095995,0.012542719999970586,0.057106400000009216,0.00028015999998842744,0.011617760000007138,0.03443663999999558,0.00028688000000443026,0.00036480000014194047,0.0028353600000059487,0.000416559999933952,0.003076480000004267,0.008497359999722676,0.002969119999988834,0.0064646399999901405,0.029555519999973967,0.00026416000000040185,0.0003347999997060924,0.006545119999699978,0.0051105599999914375,0.00027807999998685773,0.0003540799996955002,0.003058879999969122
Trondheim/audio/06,0.08002527999995834,0.006252320000001532,0.0003129600000022492,0.00970175999998446,0.04197631999998919,0.0006179199999962748,0.06336383999999384,0.00028399999999351166,0.00024464000000534725,0.003398560000022144,0.05845008000000007,0.00027119999998603816,0.005853120000011813,0.003076480000004267,0.0002572799999995823,0.00029552000000876433,0.0027860800000212294,0.00029648000000292996,0.0034460800000033487,0.008377440000003844,0.00031199999999387273,0.002715679999994336,0.012599039999969364,0.00029824000000644446,0.00025392000000579174,0.0062126400000295234,0.006084960000009687,0.00026703999998289873,0.0003073600000220722,0.005399519999969016
Trondheim/audio/07,0.027917119999983697,0.000288960000006,0.00025055999999779033,0.009850560000003838,0.036428479999983665,0.0036870399999600068,0.05142384000001243,0.00030688000001077853,0.0063537599999961,0.003323520000009239,0.05395935999999324,0.00024959999998941385,0.011512799999962908,0.008367519999978867,0.00024672000000691696,0.0002636799999891082,0.003437279999985776,0.00026879999998641324,0.00025632000000541666,0.0065687999999966,0.0033561600000098224,0.005617920000020149,0.005738879999967139,0.00028448000000480533,0.0002614400000027217,0.006619199999988723,0.005372640000018691,0.00029327999999395615,0.005617920000020149,0.0034689600000206156
Trondheim/audio/08,0.02888944000007143,0.003715199999987817,0.0002886399999937339,0.0035193599999843173,0.007886399999989635,0.011771999999965033,0.05583343999998647,0.0002873599999873022,0.00024672000000691696,0.014320799999950395,0.03837775999994619,0.0002771199999926921,0.012372159999983978,0.002891680000004726,0.0054532799999833514,0.0002454399999862744,0.00826336000000083,0.005456640000033985,0.0029198400000041147,0.008471679999956905,0.003317600000002585,0.0002809599999977763,0.002865280000008852,0.00029391999999006657,0.00027439999999501197,0.006071520000034525,0.014467680000052496,0.00028367999999545646,0.0002433600000131264,0.005214719999969475
Trondheim/audio/09,0.06461567999996021,0.0036566399999884425,0.000309119999997165,0.0030566399999827354,0.008218720000002122,0.004027520000050799,0.07063056000001211,0.00029856000000449967,0.00030079999999088614,0.00844191999996724,0.053817920000000186,0.00029584000000681954,0.013496640000028037,0.003468959999992194,0.024724800000001323,0.000252319999987094,0.034460800000005065,0.006249599999989641,0.0027649599999790553,0.0003120000000080836,0.00031279999998901076,0.00031311999998706597,0.0034636799999816503,0.0002529600000116261,0.0002902400000266425,0.005409599999950387,0.005470079999952304,0.0002931199999807177,0.00030368000000180473,0.003271840000024895
