,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
Trondheim/audio,0.03648056000008637,0.012201119999993182,0.0002767999999946369,0.0002785599999981514,0.02761279999995736,0.0002608000000066113,0.000297440000004201,0.0029001599999958216,0.00032199999999704687,0.0005478399999958583,0.0027450400000006425,0.00032031999998594074,0.0059246399999750565,0.0003204000000067708,0.0002816000000080976,0.006586720000001378,0.008223279999995725,0.011686400000016306,0.0002808799999911571,0.011748639999950683,0.0026741600000121934,0.000282479999995644,0.012875119999961271,0.0002783999999991238,0.0002751199999977416,0.0031094400000029054,0.00029048000000386764,0.0002824000000174465,0.00026608000000294396,0.0031314399999899933
Trondheim/audio/01,0.024677200000034816,0.15342919999998372,0.0002576000000047429,0.00025079999999633174,0.03537192000006684,0.00032352000000201997,0.0002596799999921018,0.0029968000000053507,0.0003044000000045344,0.0005371999999965738,0.0035227200000065295,0.0031584000000179913,0.015108239999960915,0.00029608000001246637,0.003253999999998314,0.0065781599999894524,0.008765279999977338,0.006622320000019499,0.00027680000000884775,0.011806799999945383,0.002699759999970297,0.0003112799999911431,0.012219119999997474,0.000322880000013015,0.0003242399999976442,0.0033730399999853944,0.000270160000013675,0.00029272000000446496,0.0002594399999935604,0.0030013600000131646
Trondheim/audio/02,0.051386240000120154,0.0002532000000030621,0.003733360000005348,0.0002682400000040275,0.00025879999999034453,0.016093840000003468,0.0002673599999951648,0.0012499999999775468,0.00025631999999831123,0.00028135999999534533,0.0029676799999975856,0.00512208000000669,0.002702479999982188,0.0045818399999717485,0.0003094399999952202,0.005485519999993471,0.009157199999989984,0.005142719999994938,0.00027744000000495816,0.0003028000000000475,0.003390480000007301,0.0003243999999966718,0.018694479999965097,0.0005656000000158201,0.0003206399999982068,0.00032392000001379984,0.0002748799999920948,0.0002844799999905945,0.00029576000001441116,0.0028704799999985653
Trondheim/audio/03,0.02973847999995627,0.012509199999982457,0.023322799999967003,0.00027559999999482443,0.006793199999997057,0.016479759999995736,0.00034712000006464905,0.003185440000009976,0.0003529600000717892,0.0006074400000031233,0.0029310399999928904,0.0004340800003177492,0.04056000000039717,0.00029863999999690805,0.00042920000019819327,0.0046679200001591425,0.007654720000047632,0.013252880000024447,0.0002888800000135916,0.0026986400000055255,0.0002830399999851352,0.00027696000000787535,0.010482479999950556,0.0034966400000229214,0.0002803200000016659,0.03293415999995375,0.0003923199996904714,0.0004131199996777468,0.0002499200000016799,0.003426240000010239
Trondheim/audio/04,0.09162095999985809,0.0032471999999899026,0.0002568000000024995,0.00030415999999888754,0.008218720000002122,0.00026447999999845706,0.00039328000005411923,0.0030254400000018222,0.00033144000007467866,0.03626816000004851,0.02043792000009148,0.007692400000266275,0.0074587200003719545,0.000279519999992317,0.00045232000019268526,0.004316640000141092,0.009528159999973695,0.0051105599999914375,0.0002604800000085561,0.009533120000043027,0.002949759999978596,0.0003129600000022492,0.000262880000008181,0.006424319999979389,0.002715679999994336,0.0027719999999931133,0.0004243199997091551,0.0004303999996722041,0.00024080000000026303,0.0003099200000065139
Trondheim/audio/05,0.0353350400000636,0.0002614400000027217,0.00028464000000383294,0.00029632000000390235,0.02895983999999885,0.00031504000000381893,0.0003486400000625167,0.0016291200000750905,0.00037064000005671005,0.00031311999998706597,0.01545008000007897,0.00038696000029858624,0.0410897600003608,0.01442688000000203,0.00044936000021778,0.0066776000001453895,0.008193919999996524,0.04781312000002913,0.00031071999998744104,0.010797759999974232,0.0034252799999876515,0.00025071999999681793,0.0003083199999878161,0.0005952000000206681,0.00025776000001087596,0.0032700800000213803,0.0003503999996894436,0.00042335999970077864,0.00029440000000136024,0.0003003200000080142
Trondheim/audio/06,0.06065279999997131,0.022933760000000802,0.009597599999992212,0.000266879999998082,0.005288640000003397,0.010640320000007364,0.00030111999998894134,0.002738559999983181,0.0003129600000022492,0.0005683200000135002,0.003414399999996931,0.00027087999998798296,0.013929120000000239,0.004736159999993106,0.0002700800000070558,0.040976800000009916,0.006031199999995351,0.000309119999997165,0.0003073599999936505,0.0220190399999467,0.003451360000013892,0.00031215999999290034,0.011237279999988914,0.0008424000000388787,0.00028159999999388674,0.0026980799999876126,0.00029327999999395615,0.00029039999998303756,0.00030959999998003696,0.0026980800000160343
Trondheim/audio/07,0.05677599999992822,0.0002809599999977763,0.007504479999994373,0.0003115199999967899,0.00639071999998464,0.015999359999995022,0.00024400000000923683,0.002664640000006102,0.00025664000000347187,0.000577920000012,0.0031662399999845547,0.00031536000000187414,0.005893439999994143,0.005594400000006772,0.0002764799999965817,0.035441759999940814,0.007449919999999111,0.005389440000016066,0.00031391999999641484,0.021459039999939478,0.0003094399999952202,0.00027087999998798296,0.009984320000029356,0.0004825600000231134,0.0002686400000015965,0.0031204800000068644,0.00024608000001080654,0.0002753599999891776,0.0002471999999897889,0.0029233600000111437
Trondheim/audio/08,0.0279238399999997,0.03202304000002698,0.010199039999989168,0.0002902399999982208,0.010981440000023213,0.015375359999950433,0.0002572799999995823,0.001391200000000481,0.00024704000000497217,0.00031071999998744104,0.0032102399999871523,0.0002515200000061668,0.046967039999998406,0.0002543999999886637,0.00025984000001244567,0.0371337599999606,0.005577600000009397,0.0076483200000438956,0.00024175999999442865,0.010076160000068057,0.00030639999999948486,0.00024224000000572232,0.011768640000013875,0.0005417599999759659,0.000259360000001152,0.0031556799999634677,0.00028015999998842744,0.0003184000000260312,0.0002785600000265731,0.0029656000000386484
Trondheim/audio/09,0.019881439999970496,0.026315520000025572,0.0002916800000036801,0.00027231999999344225,0.00671328000001381,0.012378720000043586,0.0002529600000116261,0.0015104000000576434,0.00028975999998692714,0.00025568000000930624,0.0032630399999789006,0.00030223999999634543,0.006145440000011604,0.00026239999999688735,0.0003100799999913306,0.005822880000010855,0.007568959999986191,0.011998240000025362,0.0002966399999877467,0.012705120000049419,0.0033668799999873045,0.00031039999998938583,0.0113750399999617,0.0005142400000295311,0.0002607999999781896,0.003233120000004419,0.0002971200000274621,0.00031311999998706597,0.0002899200000001656,0.002655840000045373
Trondheim/audio/10,0.015679999999974825,0.011519360000022516,0.0031662399999845547,0.00027392000001214,0.03219568000000095,0.0003179199999863158,0.00025199999998903877,0.0012200000000461841,0.0002856000000122094,0.00029936000001384855,0.017402080000010756,0.005308800000022984,0.042113279999966835,0.0002803200000016659,0.0002700800000070558,0.03205184000000827,0.03310591999999701,0.011709600000045839,0.0027174399999978505,0.0031292799999960152,0.003460160000003043,0.0002479999999991378,0.0002643199999852186,0.0005439999999907741,0.0002888000000211832,0.00030079999999088614,0.00026447999999845706,0.0002902400000266425,0.0002675200000226141,0.00027904000000944507
Trondheim/video,0.022322000000007947,0.00025192000000195947,0.00832239999998663,0.0003111999999987347,0.013649999999994833,0.01057472000000459,0.00024735999999947467,0.003272400000000175,0.00024927999999846406,0.0005832799999936356,0.0032006400000028634,0.0003053599999987,0.00577215999999936,0.004624159999998767,0.00026295999999348396,0.006379279999997323,0.009919200000013007,0.009379199999983712,0.0003238400000071806,0.012597200000001862,0.005714399999988018,0.0003084800000010546,0.010202160000034155,0.0009455200000019204,0.00032319999999685933,0.006700240000029112,0.0002452799999872468,0.00026471999998989304,0.0003251999999918098,0.0032893599999823664
Trondheim/video/01,0.054825840000001236,0.00028535999999945716,0.0003242400000011969,0.0003245599999992521,0.005234319999996018,0.012253120000004003,0.0003049599999975783,0.0032610400000052664,0.00028583999999654,0.0005698399999900516,0.0035189600000080645,0.04934400000000139,0.03634319999999036,0.0029403200000004404,0.0002895200000025966,0.005309039999985998,0.040291519999982484,0.008972240000034049,0.00027599999999949887,0.013251279999963117,0.0031653599999685866,0.00028672000000540265,0.0129048800000362,0.000869920000042157,0.00031920000000695836,0.005689760000009869,0.00025703999999393545,0.00027423999999598436,0.00030608000000142965,0.003492960000002654
Trondheim/video/02,0.018898160000006214,0.00032280000000284303,0.007855840000004832,0.00027567999999789095,0.01605824000000311,0.012994320000007775,0.0003188000000022839,0.0014182400000208872,0.00024848000000332604,0.000278480000005743,0.0030179200000048922,0.0002762399999980403,0.04615056000000095,0.004622720000014624,0.0003187200000027701,0.03482879999999966,0.010561680000002127,0.008844640000035042,0.0003066400000051317,0.03926207999997189,0.006625359999986813,0.00027472000000727803,0.010448400000029778,0.003557280000023866,0.0002863200000007282,0.0027745600000201875,0.00030143999998699655,0.00026040000000193686,0.000288960000006,0.0034145600000101695
Trondheim/video/03,0.024534559999995764,0.00026791999999886684,0.0030884000000028777,0.0002975199999966094,0.005744799999995109,0.014459119999997938,0.00031431999999398386,0.0013819200000284582,0.00028375999999497026,0.00030447999999694275,0.0031999200000001338,0.006029040000001373,0.006289839999986668,0.012601680000010163,0.00027375999999890155,0.006393039999998962,0.008801279999985923,0.008694400000024416,0.0003218400000122301,0.013560319999953663,0.0031567199999926743,0.0003157599999923377,0.012838879999975461,0.0005806400000096801,0.0003074400000144806,0.005240319999984422,0.00032559999999648426,0.00032287999998459327,0.0002907199999953036,0.0030872799999883682
Trondheim/video/04,0.03374784000001796,0.0002836800000025619,0.007469759999999326,0.00026768000000032544,0.013752959999990821,0.01090271999999004,0.0003188799999946923,0.0014407999999832555,0.00029327999999395615,0.000301600000000235,0.003483039999991888,0.0002455999999995129,0.0035961600000007365,0.004691280000010067,0.0002782400000000962,0.006239519999979848,0.019461439999957975,0.009647199999960776,0.0002686400000015965,0.003264800000010837,0.003483039999991888,0.0002459199999975681,0.012319680000047128,0.0005209600000171122,0.0002505600000120012,0.00573552000000177,0.0002846399999896221,0.0002430399999866495,0.00027263999999149746,0.0027227199999799723
Trondheim/video/05,0.021116160000026696,0.00031615999999701216,0.009251839999997458,0.000266879999998082,0.013504799999964234,0.012260640000008038,0.00025392000000579174,0.0030624000000045726,0.00025135999999292835,0.0005603200000052766,0.0030870399999969322,0.0002705600000041386,0.04691327999999828,0.0030489600000151995,0.0002952000000107091,0.0061152000000106455,0.0051105599999914375,0.008362560000023223,0.00031071999998744104,0.002946239999999989,0.0033510399999840956,0.0002491200000065419,0.010705919999963953,0.0005856000000221684,0.00027488000000630564,0.006424319999979389,0.00025343999999449807,0.0002987199999893164,0.00030720000000883374,0.0026488000000028933
Trondheim/video/06,0.037849280000031627,0.00029119999999949187,0.01008672000000388,0.0003035200000027771,0.008471680000013748,0.00844687999999394,0.0002516800000051944,0.003498879999995097,0.0003095999999942478,0.0005814399999906072,0.003349279999994792,0.005782560000014314,0.006610560000012811,0.0030278399999872363,0.00030720000000883374,0.006686400000006643,0.03317968000004612,0.006434399999989182,0.00025248000000033244,0.040675680000020975,0.00027231999999344225,0.0002963199999896915,0.012214720000002899,0.0005616000000259191,0.0002977599999951508,0.003145119999999224,0.00028080000001295957,0.00026592000000391636,0.00026479999999651227,0.003168000000016491
Trondheim/video/07,0.01886976000001539,0.0002807999999987487,0.003690240000011613,0.000286239999994109,0.006680960000011282,0.014043360000030702,0.0002995199999986653,0.0012848000000076354,0.0002577599999966651,0.00024480000000437485,0.0034196800000074745,0.0057523200000275665,0.04813823999995748,0.03460703999999737,0.0003009600000041246,0.0002529600000116261,0.005318880000032777,0.010086399999977402,0.0002451199999882192,0.02045935999996118,0.003197920000019394,0.00024991999998746905,0.011112640000050078,0.0005913599999871622,0.0003134400000135429,0.005466720000015357,0.0032084800000120595,0.00026384000000234664,0.0002959999999916363,0.003333440000005794
Trondheim/video/08,0.06286335999993753,0.00029503999999747066,0.009205760000000396,0.0003935999999171713,0.005611200000004146,0.0002996799999976929,0.0002617600000007769,0.004336959999932333,0.00029247999999881813,0.0007211999999370278,0.0039015999998355255,0.00027392000001214,0.0066225599999825135,0.005018640000002961,0.0003115199999967899,0.00653184000000806,0.03303295999998568,0.006585600000022396,0.0004070400002689212,0.0003179199999863158,0.0035112000000196986,0.0003852000002808609,0.005738879999967139,0.0005465599999752158,0.0003857600002845629,0.003187359999998307,0.00028512000000091575,0.00030351999998856627,0.00035320000029059884,0.0002574400003112487
Trondheim/video/09,0.05581664000007436,0.00028335999999740125,0.005954240000008326,0.00042239999992688126,0.003495360000002279,0.011624320000024113,0.0003071999999946229,0.006627919999928622,0.0002617600000007769,0.0006563999999400494,0.0031768000000056418,0.0065251199999636356,0.0053793600000062725,0.0002585599999918031,0.00031279999998901076,0.005931199999992032,0.04305312000005301,0.008774000000101978,0.0003663200002819167,0.00029087999999433123,0.003102880000000141,0.00041664000028163173,0.01744111999994402,0.0008116799999697832,0.00038448000027813123,0.0035112000000196986,0.0003012800000021798,0.00027119999998603816,0.0003190400003063587,0.003060640000001058
Trondheim/video/10,0.020322880000009036,0.0002700800000070558,0.009118720000017788,0.00041175999993470214,0.014534720000000334,0.012168799999983548,0.0002598399999982348,0.0026558399999885296,0.00030431999999791515,0.0007038399999430567,0.00304127999999082,0.0002707200000031662,0.0028318399999989197,0.04342800000003422,0.0003137600000115981,0.002992000000006101,0.010872960000028797,0.010850240000024769,0.00040896000025725243,0.003395039999986693,0.003134559999978137,0.0003608000002799372,0.012254079999991063,0.0006316800000263356,0.0003585600002793399,0.005513759999985268,0.00025424000000384694,0.00030928000001040346,0.0003786400002923074,0.0033756799999764553
