,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
Trondheim/audio,0.008857279999986645,0.010955599999995513,0.01401791999997215,0.002746240000000455,0.006983040000001495,0.011913280000001691,0.0002831199999917544,0.006015919999995845,0.003469200000004946,0.008931120000006842,0.03888847999999001,0.038678319999974065,0.00029552000000876433,0.0593929599999683,0.037312399999990475,0.0030136799999809227,0.0003130399999946576,0.00030511999999305317,0.0003144800000001169,0.013259440000069844,0.0027355199999874458,0.015796480000005886,0.01214943999997331,0.0003109599999930879,0.00028720000000248547,0.0002533600000020897,0.028140640000017925,0.0009522399999610798,0.0003011999999955606,0.00026896000001386255
Trondheim/audio/01,0.16249607999998972,0.009821759999987023,0.0065311200000053304,0.0002841599999996447,0.0002664800000076184,0.010350879999997176,0.0002860799999950814,0.006378159999997024,0.0032425600000038912,0.009986880000006693,0.0062762400000124785,0.037937760000033904,0.0003032000000047219,0.05875776000000599,0.040634560000029296,0.003061439999996196,0.00026416000000040185,0.00029215999998655207,0.00030487999998740634,0.022923840000132145,0.030298160000000962,0.012593680000037466,0.0003143200000010893,0.0002753599999891776,0.0003064000000136957,0.0002833599999831904,0.030424640000035197,0.0009561600000154158,0.00032607999999356707,0.0003227999999921849
Trondheim/audio/02,0.010220560000028911,0.008119199999981674,0.08779560000004238,0.006200160000005894,0.0033655200000026753,0.007888559999990719,0.0002568000000024995,0.00024695999999835294,0.00344632000000189,0.009789760000010972,0.003174879999988889,0.08618344000004186,0.0003019199999982902,0.05392295999999419,0.04020591999994849,0.0027235999999959404,0.005827440000004458,0.0002903200000190509,0.0002577599999966651,0.003112319999999613,0.11397728000002871,0.01603104000001565,0.00794287999998744,0.00026767999999322,0.032330959999711695,0.00031520000000284654,0.0002466400000145086,0.0009594400000452197,0.0003157600000065486,0.00031407999999544245
Trondheim/audio/03,0.09619208000008683,0.1438512000000003,0.005174639999985686,0.0322800000000143,0.009077920000017059,0.003061840000007976,0.00040688000007804703,0.00026568000000537495,0.005450559999992777,0.007927360000024919,0.010503599999964308,0.03861007999998378,0.00037616000034290664,0.0560887199999911,0.000316639999994095,0.0028032799999948566,0.006350640000007957,0.0004029599999171296,0.00044719999971221114,0.022509280000036824,0.0003061600000080489,0.006672320000021159,0.0002752799999967692,0.007868319999687401,0.004244159999728936,0.029221200000009162,0.0002830399999851352,0.0008974399998038507,0.00025208000000986885,0.000305120000007264
Trondheim/audio/04,0.008048640000026808,0.0175094400000404,0.046062080000012884,0.0002568000000024995,0.00626335999999128,0.009185919999993075,0.0003936800000658991,0.000316639999994095,0.00324191999999357,0.007869440000007444,0.035338560000013786,0.1256016000000102,0.0003783200003510956,0.05933519999999248,0.03826943999999344,0.002845919999998614,0.005560799999983601,0.0004191199999326045,0.00042711999972766534,0.014962079999918387,0.00024464000000534725,0.01472640000008596,0.006595680000032189,0.008083599999721969,0.00037671999969290937,0.00031359999999835964,0.029898240000022724,0.0008788799997461183,0.00023999999999091415,0.0002824000000032356
Trondheim/audio/05,0.022572960000005082,0.010352160000032029,0.006000959999994393,0.04407679999998493,0.006575359999999364,0.027653439999980378,0.0003782400000673647,0.0002753599999891776,0.002668160000013131,0.009752160000033427,0.009230560000020205,0.03233119999998735,0.000352320000345685,0.06707896000011715,0.02993055999999683,0.0030923200000074758,0.0050769599999966886,0.0004267999999285621,0.00039439999973467366,0.023626239999984477,0.032239200000020674,0.0032630399999789006,0.018256639999989943,0.00032535999970662033,0.003228799999703824,0.0027966400000138947,0.026760960000018486,0.0009831199998018292,0.0002689599999996517,0.0002587199999766199
Trondheim/audio/06,0.20314208000018397,0.012837919999995506,0.0002825600000022632,0.002780799999996475,0.0002553599999970402,0.012011360000002469,0.00026159999998753847,0.007916160000007721,0.20030688000017705,0.006209280000007311,0.00031952000000501357,0.00031888000000890315,0.00024751999998784413,0.059793759999990925,0.05965680000011275,0.003076480000004267,0.00026239999999688735,0.00030176000001347347,0.00029471999999941545,0.0002503999999987627,0.03068783999998459,0.01317023999996536,0.0002856000000122094,0.0002632000000062362,0.009622400000012021,0.00031311999998706597,0.028658720000009907,0.0008587199999396944,0.0003038400000150432,0.00027632000001176493
Trondheim/audio/07,0.01604416000000697,0.029455680000012308,0.007807040000002985,0.00024512000000243006,0.0031556800000061003,0.011376959999950031,0.00026384000000234664,0.0003070399999955953,0.039452159999996184,0.013653119999958108,0.0061152000000106455,0.03064688000003457,0.00025487999999995736,0.058520799999968176,0.02751023999999802,0.003395039999986693,0.006195840000003727,0.00026496000000975073,0.0002512000000081116,0.005607840000010356,0.00030000000000995897,0.00537263999999027,0.03814863999997442,0.003338719999987916,0.00026991999999381733,0.0002891199999908167,0.031188800000052197,0.0007776000000490058,0.00031744000000344386,0.00026272000002336426
Trondheim/audio/08,0.009016319999986422,0.041990400000045724,0.0058799999999905594,0.002676960000002282,0.008468480000033196,0.007727679999987913,0.0003105600000026243,0.0002782400000000962,0.003303520000002891,0.012942879999997103,0.03143999999997504,0.002921600000007629,0.0002686400000015965,0.0590779199999929,0.03330544000002078,0.012195039999994606,0.005039999999979727,0.00030079999999088614,0.0002878399999985959,0.012876480000016954,0.0035112000000196986,0.01070495999999821,0.010804319999948575,0.03356640000001221,0.0002838400000086949,0.0002689600000280734,0.035099680000030276,0.0008025600000678423,0.00028479999997443883,0.0002459199999975681
Trondheim/audio/09,0.009477120000028094,0.16374528000001476,0.03783456000005003,0.03771520000000805,0.002976160000002892,0.01771023999992849,0.0002444799999921088,0.00030143999998699655,0.0032823999999891385,0.01282752000003029,0.0054768000000251504,0.003014400000012074,0.0002742400000101952,0.05344991999999138,0.05611632000002942,0.002784319999989293,0.005443199999973558,0.0003123200000061388,0.0002721600000086255,0.0002608000000066113,0.038313439999996035,0.01736943999998175,0.0002459199999975681,0.003050079999979971,0.00024064000001544628,0.00031039999998938583,0.0003033599999753278,0.0008952000000590488,0.00029824000000644446,0.00024896000002172514
