,C0,C1,C3,C7,C8,C13,C14,C15,C16,C21,C22,C23,C26,C28
Trondheim/audio,0.009477119999992567,0.007996319999993062,,0.009540079999993623,,0.009773279999990336,0.008292479999990832,0.008144399999991947,,0.009477119999992567,0.008292479999990832,0.006663599999992442,0.011105999999990956,0.008144399999991947
Trondheim/audio/01,0.0067340799999939804,0.004053599999991775,,0.005687839999996669,,0.005958079999995647,0.003783359999992797,0.003918479999992286,,0.004099679999995942,0.003783359999992797,0.0005503999999945108,0.008900719999996198,0.003918479999992286
Trondheim/audio/02,0.01174367999999859,0.006076080000003259,,0.008806079999999383,,0.00910960000000216,0.006076080000003259,0.0062278400000046474,,0.008708479999999241,0.006076080000003259,0.0006899199999956807,0.01225176000000161,0.0062278400000046474
Trondheim/audio/03,0.009870079999998893,0.005209679999989447,0.015296800000001554,0.010396719999999249,0.015296800000001554,0.010713519999999477,0.004946159999992261,0.005077919999990854,0.008632079999994602,0.008455760000000367,0.004946159999992261,0.0008221599999949092,0.004375199999998358,0.005077919999990854
Trondheim/audio/04,,0.0034382399999941526,,0.004760639999993543,,0.005025119999992,0.0037027199999926097,0.0038349599999918382,,,0.0037027199999926097,0.0005529599999931634,0.005950799999993706,0.0038349599999918382
Trondheim/audio/05,0.007490640000028748,0.0036818400000271367,,0.004951440000027674,,0.0052053600000334654,0.003427920000021345,0.003554880000024241,,0.004951440000027674,0.003427920000021345,0.0005715199999940523,0.006094080000025315,0.003554880000024241
Trondheim/audio/06,,0.0036982400000198368,,0.005120640000022547,,0.0054051200000273525,0.003358799999979567,0.003483199999976705,,,0.003358799999979567,0.0005465600000036375,0.006400800000022855,0.003483199999976705
Trondheim/audio/07,,0.0032409600000065097,,0.004476960000005192,,0.004724160000009192,0.0034608000000133643,0.003584400000015364,,,0.0034608000000133643,0.0005651200000045264,0.005589360000001875,0.003584400000015364
Trondheim/audio/08,,0.003580720000002202,,0.004835120000002746,,0.005085999999998592,0.00351231999998447,0.003637759999982393,,,0.00351231999998447,0.000625280000008388,0.005964080000005367,0.003637759999982393
Trondheim/audio/09,0.007864800000007222,0.0037968000000034863,,0.005152800000004731,,0.00542400000000498,0.0035256000000032373,0.0036612000000033618,,0.005152800000004731,0.0035256000000032373,0.0005356800000129169,0.007160399999996514,0.0036612000000033618
Trondheim/audio/10,,0.003768960000002153,,0.005218560000002981,,0.005508480000003146,0.0034754399999954444,0.0036041599999947493,,,0.0034754399999954444,0.0005055999999967753,0.006523200000003726,0.0036041599999947493
Trondheim/video,0.009251840000004563,0.007806240000004294,,0.009251840000004563,,0.009540960000006038,0.008095360000005769,0.007950800000005032,,0.009251840000004563,0.008095360000005769,0.006505200000004763,0.010880320000005383,0.007950800000005032
Trondheim/video/01,0.00873383999999966,0.0038615999999933592,,0.005380159999999634,,0.005637599999998244,0.0036041599999947493,0.0037328799999940543,,0.005613840000000536,0.0036041599999947493,0.0005382399999973586,0.00834952000000122,0.0037328799999940543
Trondheim/video/02,0.008960480000000715,0.0072689600000028776,,0.009615120000001198,,0.009921200000002628,0.006346080000000143,0.006483680000000547,,0.0111591200000003,0.006346080000000143,0.000746720000002199,0.011205600000003813,0.006483680000000547
Trondheim/video/03,0.010159039999999564,0.004940399999997069,0.013960320000004245,0.009678160000001768,0.013960320000004245,0.009954000000002239,0.004692079999996324,0.0048162399999966965,,0.006856159999999889,0.004692079999996324,0.0008808000000026794,0.003982639999998483,0.0048162399999966965
Trondheim/video/04,,0.003171999999995734,,0.004391999999995733,,0.004635999999994311,0.0034159999999943125,0.003537999999993602,,,0.0034159999999943125,0.0004899199999996995,0.005489999999996442,0.003537999999993602
Trondheim/video/05,0.02849280000000931,0.003771039999996617,,0.005221439999996136,,0.005511519999995329,0.0034344000000103847,0.003561600000011822,,0.005221439999996136,0.0034344000000103847,0.0005139200000030542,0.006526799999996058,0.003561600000011822
Trondheim/video/06,,0.0031324799999978836,,0.0043372799999978895,,0.00457823999999718,0.0033734399999971743,0.0034939199999968196,,,0.0033734399999971743,0.00048288000000695774,0.00542159999999825,0.0034939199999968196
Trondheim/video/07,,0.0033425600000001054,,0.004628159999999326,,0.004885279999999881,0.00359968000000066,0.0037282400000009375,,,0.00359968000000066,0.0005142400000011094,0.0057851999999982695,0.0037282400000009375
Trondheim/video/08,,0.0034964800000025775,,0.004700480000003893,,0.004941280000004156,0.0033712000000036824,0.003491600000003814,,,0.0033712000000036824,0.0006156799999956775,0.005784080000005076,0.003491600000003814
Trondheim/video/09,,0.003627040000001358,,0.005020640000001464,,0.005299359999998643,0.003627040000001358,0.0037663999999999476,,,0.003627040000001358,0.0005936000000019703,0.00627488000000298,0.0037663999999999476
Trondheim/video/10,,0.003373760000002335,,0.004671360000003233,,0.0049308800000034125,0.0036332800000025145,0.0037630400000026043,,,0.0036332800000025145,0.0005331200000000536,0.005839200000004041,0.0037630400000026043
