,C0,C2,C4,C6,C8,C9,C13,C16,C25,C29
Trondheim/audio,0.007245919999995465,0.008978639999995153,0.005513199999995777,0.008348560000001726,0.008978639999995153,0.007245919999995465,0.008821119999996796,0.010553839999996484,0.007245919999995465,0.05696296000000345
Trondheim/audio/01,0.007410399999997708,0.007504720000007126,0.000567680000003179,0.004402400000003581,0.00863960000000219,0.0008376000000041017,0.007346000000005404,0.010118800000004313,0.004848320000000683,0.06312152000000637
Trondheim/audio/02,,0.008694480000006166,0.0007755200000012508,0.00741351999999651,0.007452800000002924,0.0009959199999975965,0.008568880000005663,0.008708800000004402,0.0060712000000009425,0.07749023999999949
Trondheim/audio/03,,0.010050320000004831,0.0009345599999974752,0.008336800000005695,0.008891840000000428,0.0011164799999967556,0.009916400000005154,0.008842720000004078,0.007418720000000434,0.10313127999999949
Trondheim/audio/04,0.011253999999965458,0.0059579999999783695,0.0005295999999930245,0.004369199999985085,0.0059579999999783695,0.002118399999986309,0.005825599999980113,0.007281999999975142,0.004501599999983341,0.036012799999980416
Trondheim/audio/05,0.010852799999987894,0.005745599999990247,0.0005107199999940804,0.0042134399999937955,0.005745599999990247,0.0020428799999905323,0.005617919999991727,0.007022399999989659,0.004341119999992316,0.03472895999999537
Trondheim/audio/06,0.010934399999982247,0.0057887999999906015,0.0005145599999991646,0.004245119999993108,0.0057887999999906015,0.0020582399999966583,0.00566015999999081,0.007075199999988513,0.004373759999992899,0.034990079999985824
Trondheim/audio/07,0.01064200000000426,0.005634000000000583,0.0005007999999975254,0.004131600000000901,0.005634000000000583,0.002003199999997207,0.005508800000001202,0.006886000000001502,0.004256800000000283,0.034054400000009366
Trondheim/audio/08,0.005688479999989227,0.004953520000007927,0.0006355200000029981,0.005243040000003418,0.004953520000007927,0.002542080000004887,0.0048084800000083305,0.006403920000010999,0.003358080000005259,0.043215359999997816
Trondheim/audio/09,0.011580399999999713,0.0061308000000082075,0.0005449600000133614,0.00449592000000365,0.0061308000000082075,0.0021798400000179186,0.005994560000004867,0.007493200000006084,0.004632160000006991,0.03705727999999198
Trondheim/audio/10,0.005463360000007356,0.0051717599999889785,0.0005817599999886625,0.00479951999999173,0.0051717599999889785,0.0023270399999830715,0.0050150399999893125,0.006738959999985639,0.0034478399999926523,0.03955967999999643
Trondheim/video,0.0059615999999955704,0.00738719999999482,0.004535999999996321,0.006868799999997677,0.00738719999999482,0.0059615999999955704,0.007257599999995534,0.008683199999994784,0.0059615999999955704,0.051228799999996966
Trondheim/video/01,0.008052319999997337,0.003936640000000935,0.0004944000000008941,0.003939920000000541,0.005300319999999914,0.0009508799999977668,0.0038107200000006003,0.007757120000000839,0.0012678399999970225,0.06201048000000142
Trondheim/video/02,0.00937223999999759,0.006676799999999261,0.0006765600000004923,0.006835840000002591,0.004473360000002202,0.001085279999998079,0.006540799999999791,0.007639120000002109,0.0014022399999973345,0.07470400000000055
Trondheim/video/03,0.01068983999999773,0.00991247999999878,0.0008035199999998355,0.008432239999999425,0.005682400000003085,0.001217279999998766,0.009753039999999658,0.0038241600000006315,0.0015342399999980216,0.08782960000000095
Trondheim/video/04,0.0060580799999989665,0.004831200000003477,0.0005529600000002688,0.0045619200000022175,0.004831200000003477,0.002211840000001075,0.004685040000003582,0.006292800000004206,0.003223440000002853,0.03760128000000407
Trondheim/video/05,0.005776320000009605,0.003631040000001917,0.000621760000001359,0.004463520000008714,0.004279439999997692,0.0007876800000090611,0.003501360000001341,0.005576239999996346,0.0010502400000120815,0.03439536000000487
Trondheim/video/06,,0.004527600000002963,0.0005241599999976643,0.0043243200000020465,0.005899600000002891,0.0020966399999977625,0.004390400000001904,0.00727160000000282,0.003018400000001975,0.035642880000004595
Trondheim/video/07,0.005493600000008314,0.004764319999996047,0.0005622399999936079,0.004638479999989897,0.004764319999996047,0.0022489599999886423,0.004623519999995551,0.006172319999997455,0.003215519999994143,0.038232319999984554
Trondheim/video/08,0.006283199999998601,0.005258880000003074,0.0005811200000067629,0.004794240000002503,0.006852480000002714,0.0007271999999929335,0.005099520000001689,0.008446080000002354,0.0035059200000020496,0.03175439999998986
Trondheim/video/09,0.011626639999995803,0.004622640000000899,0.0005232000000034986,0.0043164000000075475,0.004622640000000899,0.002092800000006889,0.00448255999999958,0.00602343999999988,0.0030817600000005996,0.035577600000010534
Trondheim/video/10,0.005772479999997415,0.0033734399999971743,0.0005974400000070546,0.004928880000004909,0.0039758399999989535,0.000862560000001622,0.003252959999997529,0.005180639999998959,0.0011500800000021627,0.033321599999997176
