,C0,C1,C5,C9,C13,C14,C17,C18,C19,C20,C22
Trondheim/audio,0.00866591999999855,0.012276560000003656,0.007646399999998721,0.00910583999999659,0.008538479999998572,0.010832399999998188,0.006117119999998977,0.005862239999999019,0.008538479999998572,0.057307120000004375,0.007264079999998785
Trondheim/audio/01,0.013806000000009533,0.011221760000001524,0.009576720000005423,0.010986480000006793,0.010673200000006489,0.011221760000001524,0.0076970400000035966,0.003759360000003653,0.010673200000006489,0.013806000000009533,0.009106800000004966
Trondheim/audio/02,0.01534072000000819,0.012756480000000181,0.01110568000000356,0.01252120000000545,0.010920240000000803,0.012756480000000181,0.009228880000001993,0.00529408000000231,0.012207920000005146,0.01534072000000819,0.010641520000003624
Trondheim/audio/03,0.016572960000008408,0.013988720000000399,0.012282400000007243,0.011693360000002428,0.01215248000000102,0.013988720000000399,0.010433360000003944,0.006526320000002528,0.013440160000005363,0.016572960000008408,0.011873760000003841
Trondheim/audio/04,0.012916639999986046,0.010081279999994308,0.00866359999999844,0.010081279999994308,0.010081279999994308,0.010081279999994308,0.006773359999996842,0.0037804800000031946,0.00976623999999049,0.012916639999986046,0.00819103999999271
Trondheim/audio/05,0.012155680000006441,0.009487360000008493,0.00815320000000952,0.009487360000008493,0.009487360000008493,0.009487360000008493,0.006374320000006151,0.0035577600000067378,0.009190880000005563,0.012155680000006441,0.0077084800000051246
Trondheim/audio/06,0.012254079999991063,0.009564159999996491,0.008219199999999205,0.009564159999996491,0.009564159999996491,0.009564159999996491,0.0064259199999980865,0.003586560000002237,0.009265279999993936,0.012254079999991063,0.007770879999995373
Trondheim/audio/07,,0.008811520000023165,0.007572400000022128,0.008811520000023165,0.008811520000023165,0.008811520000023165,0.005920240000016008,0.0033043200000122397,0.008536160000019777,0.01128976000002524,0.007159360000017045
Trondheim/audio/08,0.01167023999998662,0.009108479999994756,0.007827599999998824,0.009108479999994756,0.009108479999994756,0.009108479999994756,0.006119759999997143,0.0034156800000033627,0.008823839999990923,0.01167023999998662,0.007400639999993075
Trondheim/audio/09,,0.009200640000017302,0.007906800000014869,0.009200640000017302,0.009200640000017302,0.009200640000017302,0.0061816800000116245,0.003450240000006488,0.008913120000016761,0.011788320000022168,0.007475520000014058
Trondheim/audio/10,,0.010019839999998226,0.008610799999999585,0.010019839999998226,0.010019839999998226,0.010019839999998226,0.00673207999999903,0.003757440000001111,,0.03280063999999783,0.00814111999999767
Trondheim/video,0.008644159999999346,0.011272719999999126,0.007627199999999945,0.00905816000000037,0.008517039999999199,0.010805199999998294,0.006101759999999956,0.005847519999999662,0.008517039999999199,0.040931760000001205,0.007245839999999504
Trondheim/video/01,0.011394719999994862,0.009417519999999513,0.008431280000001706,0.008305440000000885,0.008877919999996209,0.008776399999996798,0.006921200000000738,0.003020160000001937,0.008877919999996209,0.011394719999994862,0.007619519999996882
Trondheim/video/02,0.013004479999992213,0.010739279999997464,0.010064079999994036,0.00993247999999447,0.00993247999999447,0.010155759999994629,0.008484879999995698,0.004411039999997257,0.0103724799999938,0.013004479999992213,0.009056479999994593
Trondheim/video/03,0.014950000000002461,0.013107679999999178,0.012050880000009201,0.011767040000007611,0.011908960000008406,0.013107679999999178,0.01034784000000677,0.0059644000000034225,0.012111600000000777,0.014950000000002461,0.010692399999999935
Trondheim/video/04,,0.008499200000002816,0.0073040000000013094,0.008499200000002816,0.008499200000002816,0.008499200000002816,0.00571040000000167,0.0031871999999992795,,0.0255756800000011,0.006905600000003176
Trondheim/video/05,,0.008785919999994007,0.00755039999999596,0.008785919999994007,0.008785919999994007,0.008785919999994007,0.005903039999996196,0.003294719999999529,0.008511359999992862,0.011256959999990102,0.007138559999994243
Trondheim/video/06,0.011972000000014305,0.009344000000012898,0.008030000000012194,0.009344000000012898,0.009344000000012898,0.009344000000012898,0.006278000000008888,0.003504000000006613,0.009052000000011162,0.011972000000014305,0.007592000000009591
Trondheim/video/07,0.012103199999998537,0.009446399999994526,0.00811799999999252,0.009446399999994526,0.009446399999994526,0.009446399999994526,0.006346799999995767,0.0035423999999935063,0.009151199999998028,0.012103199999998537,0.007675199999997773
Trondheim/video/08,,0.007879680000002054,0.008002800000003418,0.007879680000002054,0.009110880000001487,0.007879680000002054,0.006525360000001257,0.002954880000004323,,0.026347680000007756,
Trondheim/video/09,,0.007879680000002054,0.008002800000003418,0.007879680000002054,0.009110880000001487,0.007879680000002054,0.006525360000001257,0.002954880000004323,,0.026347680000007756,
Trondheim/video/10,,0.008299519999994232,0.007132399999996153,0.008299519999994232,0.008299519999994232,0.008299519999994232,0.005576239999996346,0.003112319999999613,0.00804015999999308,0.010633759999990389,0.006743359999994425
