,C0,C3,C5,C7,C8,C9,C17,C19,C21,C22,C26,C27
Trondheim/audio,0.004329920000010645,0.005412400000004425,0.005412400000004425,0.004175280000008996,0.004329920000010645,0.005721680000007723,,0.007422720000008098,0.005876320000009372,,0.005412400000004425,0.005721680000007723
Trondheim/audio/01,0.0042184799999951395,0.005002400000005736,0.005002400000005736,0.003749759999998048,0.0042184799999951395,0.004348480000000876,,0.009074639999997913,0.00751223999999695,,0.005238320000007235,0.00625039999999899
Trondheim/audio/02,0.00581888000000319,0.006629759999995599,0.006629759999995599,0.005347120000003258,0.00581888000000319,0.005959920000002228,,0.010684160000000276,0.00910655999999932,,0.006750640000007024,0.007829520000001366
Trondheim/audio/03,0.007328880000002869,0.008019439999991107,0.008019439999991107,0.00686752000000368,0.007328880000002869,0.007364160000001618,,0.010420319999997929,0.010626959999999741,,0.008080080000006262,0.009349920000001788
Trondheim/audio/04,0.004815359999980728,0.0032007200000023772,0.0032007200000023772,0.0032102399999871523,0.004815359999980728,0.004559920000005491,,0.007490559999979496,0.006152959999980112,,0.0032894400000031965,0.004547839999986536
Trondheim/audio/05,0.004599359999993169,0.0029349600000116993,0.0029349600000116993,0.003066239999995446,0.004599359999993169,0.004172560000014869,,0.007154559999996479,0.005876959999994824,,0.0027984000000103038,0.004343839999997101
Trondheim/audio/06,0.003950639999999339,0.0033168800000140664,0.0033168800000140664,0.0035116800000025705,0.003950639999999339,0.004530480000013881,,0.008193920000010735,0.006730720000007295,,0.003447760000014455,0.00497488000000601
Trondheim/audio/07,0.004674240000007046,0.00300272000001911,0.00300272000001911,0.0031161600000046974,0.004674240000007046,0.0042603200000215224,,0.007271040000013329,0.005972640000010188,,0.003345760000001974,0.004414560000007839
Trondheim/audio/08,0.004726079999990418,0.0029807200000036005,0.0029807200000036005,0.003150719999993612,0.004726079999990418,0.0041895200000041655,,0.0073516799999922,0.006038879999991309,,0.003365119999998001,0.004463519999994503
Trondheim/audio/09,0.005336640000010107,0.0037111200000126132,0.0037111200000126132,0.0035577600000067378,0.005336640000010107,0.005244720000014524,,0.008301440000010984,0.0068190400000105456,,0.003435280000012142,0.005040160000007177
Trondheim/audio/10,0.005376960000020858,0.0036152000000200246,0.0036152000000200246,0.0035846400000139056,0.005376960000020858,0.0050392000000201165,,0.00836416000002771,0.006870560000024284,,0.0034288800000155106,0.005078240000017331
Trondheim/video,0.004430719999994892,0.005538399999997168,0.005538399999997168,0.004272479999995582,0.004430719999994892,0.005854879999995788,,0.007689679999995036,0.006013119999995098,,0.005538399999997168,0.005854879999995788
Trondheim/video/01,0.005663840000002196,0.004173199999998545,0.004173199999998545,0.0033830399999992267,0.005663840000002196,0.00694672000000196,,0.010952560000005107,0.008831360000002064,,0.004369999999999763,0.005681120000001982
Trondheim/video/02,0.006938080000004732,0.005382320000000718,0.005382320000000718,0.00466856000000071,0.006938080000004732,0.008234880000005163,0.011029199999999406,0.009531680000005593,0.008234880000005163,0.00800999999999874,0.005688719999998426,0.006966640000003466
Trondheim/video/03,0.008197440000003553,0.00664744000000006,0.00664744000000006,0.0059310400000001096,0.008197440000003553,0.009497360000004562,0.012584159999995848,0.009336480000003533,0.009497360000004562,0.009550559999997432,0.007144079999997999,0.008229120000002865
Trondheim/video/04,0.004498560000003593,0.004123680000001073,0.004123680000001073,0.0029990400000023953,0.004498560000003593,0.005373280000000591,,0.0069977600000026285,0.005748160000003111,,0.0033017599999993763,0.004248640000001913
Trondheim/video/05,0.0048355200000074205,0.003156960000001874,0.003156960000001874,0.003223680000004947,0.0048355200000074205,0.004491360000002942,,0.007521920000009175,0.006178720000008298,,0.00329296000000312,0.004566880000005824
Trondheim/video/06,0.003989520000008184,0.0035485600000022544,0.0035485600000022544,0.003546240000005696,0.003989520000008184,0.004970160000002721,,0.008274560000010922,0.006796960000009733,,0.003493200000004748,0.005023840000006885
Trondheim/video/07,0.004849919999994512,0.0030777600000000405,0.0030777600000000405,0.0032332799999963413,0.004849919999994512,0.004332160000000584,,0.007544319999997384,0.006197119999995948,,0.0034161600000004455,0.0045804799999977774
Trondheim/video/08,0.004832640000003607,0.0030311199999992766,0.0030311199999992766,0.003221760000002405,0.004832640000003607,0.00425272000000021,,0.0075174400000008745,0.006175040000002241,,0.002922399999995662,0.0045641600000010385
Trondheim/video/09,0.004078079999992212,0.0035212799999975175,0.0035212799999975175,0.0036249599999962356,0.004078079999992212,0.004852479999996717,,0.008458239999995953,0.0069478399999951534,,0.0033279999999997756,0.005135359999997036
Trondheim/video/10,0.00442080000000189,0.004052400000002621,0.004052400000002621,0.00294720000000126,0.00442080000000189,0.005280400000003738,,0.006876800000004124,0.005648800000003007,,0.003359840000001668,0.004175200000002377
