,C0,C1,C4,C8,C10,C13,C15,C16,C18,C20,C23,C25,C26,C28
Trondheim/audio,0.006340000000001567,0.039768399999999815,0.00836879999999951,0.006340000000001567,0.009266000000000219,0.00836879999999951,0.004691600000001017,0.004691600000001017,0.0060864000000009355,0.04103639999999942,,0.007100799999999907,,0.009632800000005659
Trondheim/audio/01,0.007223600000003216,0.046189199999997044,0.010682160000001772,0.007223600000003216,0.00853760000000392,0.009344000000012898,0.0031737599999956956,0.0031737599999956956,0.004118400000002964,0.047465199999997765,,0.009216800000004355,,0.00870280000000534
Trondheim/audio/02,0.01147856000000047,0.05847247999999894,0.013227119999999815,0.01147856000000047,0.012913680000000483,0.011285999999998353,0.0057919999999960226,0.0057919999999960226,0.009694159999998675,0.059701279999998746,,0.010504320000002565,,0.013051040000000569
Trondheim/audio/03,0.008812240000001026,0.10044991999999908,0.010536160000000905,0.008812240000001026,0.010222720000001573,0.008595039999999443,0.004468879999997455,0.004468879999997455,0.00702783999999923,0.10193311999999821,0.011729439999999869,0.012097920000002205,0.010162239999999656,0.01040936000000059
Trondheim/audio/04,0.00814320000001345,,0.006765120000011393,0.00814320000001345,0.009270720000017718,0.006765120000011393,0.0031315200000108234,0.0031315200000108234,0.006765120000011393,,,0.005512320000008231,,0.009646560000014404
Trondheim/audio/05,0.010333760000023062,,0.009012000000019782,0.010333760000023062,0.011415200000023162,0.009012000000019782,0.002883840000009741,0.002883840000009741,0.009012000000019782,,,0.007810400000018092,,0.011775680000027933
Trondheim/audio/06,0.010670879999977956,,0.00930599999998094,0.010670879999977956,0.011787599999976806,0.00930599999998094,0.0029779199999921957,0.0029779199999921957,0.00930599999998094,,,0.008065199999983008,,0.012159839999974054
Trondheim/audio/07,0.010348000000007573,0.030310160000006192,0.00859680000000651,0.010348000000007573,0.011780800000011027,0.00859680000000651,0.003409920000009947,0.003409920000009947,0.00859680000000651,0.031669360000009306,,0.007004800000004252,,0.012258400000007441
Trondheim/audio/08,0.008065199999983008,,0.006700319999985993,0.008065199999983008,0.009181919999981858,0.006700319999985993,0.0033446399999945697,0.0033446399999945697,0.006700319999985993,,,0.005459519999988061,,0.009554159999979106
Trondheim/audio/09,0.010388799999972775,,0.009059999999976753,0.010388799999972775,0.011475999999973396,0.009059999999976753,0.002899199999987445,0.002899199999987445,0.009059999999976753,,,0.007851999999978432,,0.011838399999966498
Trondheim/audio/10,0.008954399999993257,,0.007439039999994179,0.008954399999993257,0.010194239999989918,0.007439039999994179,0.0033312000000051967,0.0033312000000051967,0.007439039999994179,,,0.00606143999999631,,0.010607519999993542
Trondheim/video,0.006368000000001928,0.03995168000000149,0.008405759999998708,0.006368000000001928,0.009307840000001733,0.008405759999998708,0.004712320000001213,0.004712320000001213,0.006113280000000998,0.04122528000000081,,0.007132159999999388,,0.009659680000003945
Trondheim/video/01,0.005741920000000178,0.04640855999999971,0.010510559999996616,0.005741920000000178,0.007196640000000087,0.008911520000001616,0.003219839999999863,0.003219839999999863,0.004038559999999691,0.04769095999999884,,0.008946880000001656,,0.007893440000003693
Trondheim/video/02,0.007126239999999839,0.05844072000000011,0.008661840000000254,0.007126239999999839,0.008586799999999783,0.0068188799999990835,0.0044127199999994815,0.0044127199999994815,0.005422879999999353,0.05964471999999965,,0.010057839999999985,,0.00927192000000332
Trondheim/video/03,0.010083519999996682,0.09700488000000185,0.011766079999995682,0.010083519999996682,0.011530719999997885,0.00990975999999577,0.006200239999996526,0.006200239999996526,0.008380159999996195,0.09833048000000133,,0.011784079999999975,,0.012242559999998903
Trondheim/video/04,0.007095040000002939,,0.006838560000000271,0.007095040000002939,0.008483200000002356,0.006838560000000271,0.003701760000001997,0.003701760000001997,0.005398400000002468,,,0.005572159999999826,,0.008637440000002883
Trondheim/video/05,0.007080319999992923,0.02786608000000257,0.007685280000000461,0.007080319999992923,0.008465599999993856,0.010004799999993708,0.003694079999995381,0.003694079999995381,0.005387199999994152,0.029115680000003863,,0.0062620799999990595,,0.008619519999992775
Trondheim/video/06,0.009328800000005799,,0.0077500800000045444,0.009328800000005799,0.010620480000003596,0.0077500800000045444,0.0033446399999945697,0.0033446399999945697,0.0077500800000045444,,,0.006314880000005019,,0.011051040000008783
Trondheim/video/07,0.009209200000000806,,0.007650720000000888,0.009209200000000806,0.010484320000003322,0.007650720000000888,0.003073919999998509,0.003073919999998509,0.007650720000000888,,,0.006233919999999671,,0.010909359999999424
Trondheim/video/08,0.009474399999984229,,0.007871039999987062,0.009474399999984229,0.010786239999983849,0.007871039999987062,0.003459840000004988,0.003459840000004988,0.007871039999987062,,,0.006413439999988668,,0.01122351999998017
Trondheim/video/09,0.008834800000006027,,0.0073396800000047335,0.008834800000006027,0.010058080000003855,0.0073396800000047335,0.003404160000002321,0.003404160000002321,0.0073396800000047335,,,0.005980480000005173,,0.010465840000009052
Trondheim/video/10,0.010622719999993535,,0.00926399999999461,0.010622719999993535,0.011734399999994594,0.00926399999999461,0.002964479999995717,0.002964479999995717,0.00926399999999461,,,0.008028799999994618,,0.012104959999991394
