,C0,C1,C4,C5,C11,C13,C14,C20
Trondheim/audio,0.002154879999984871,0.001693119999988113,0.006156799999988749,0.01248671999999118,0.00524591999997881,0.0052203199999922845,0.009729119999992264,0.0020009599999859518
Trondheim/audio/01,0.00877311999999364,0.0009747199999878831,0.005649999999999267,0.00783704000000185,0.00767655999999306,0.004713520000002802,0.01011335999999119,0.008894959999992125
Trondheim/audio/02,0.010659680000003391,0.0013192799999970362,0.007174640000002341,0.012286160000005708,0.009312560000001469,0.006238160000005877,0.012306160000004951,0.01080936000000321
Trondheim/audio/03,0.00761448000000442,0.00146655999999723,0.00412944000000337,0.01375656000000447,0.006238880000005054,0.010678160000004766,0.00926096000000598,0.007757040000004878
Trondheim/audio/04,0.008707199999982151,0.0011609599999928832,0.005369439999988401,0.007691359999988379,0.007401119999983052,0.003627999999991971,0.010303519999979471,0.008852319999981262
Trondheim/audio/05,0.0074495999999868445,0.000993279999988772,0.004593919999990703,0.006580479999996669,0.006332159999985265,0.0031039999999933343,0.008815359999985617,0.007573759999985441
Trondheim/audio/06,0.009182400000007362,0.0012243200000057186,0.005662480000005132,0.008111120000002359,0.0078050400000080344,0.00382600000000366,0.01086584000000812,0.009335440000008077
Trondheim/audio/07,0.0077712000000218495,0.0010361600000123872,0.004792240000014658,0.006864560000011011,0.006605520000022125,0.003238000000010288,0.009195920000024671,0.007900720000023398
Trondheim/audio/08,0.009052800000013406,0.0012070399999970505,0.005582560000007675,0.007996640000015987,0.0076948800000096185,0.0037720000000049936,0.010712480000016456,0.009203680000013037
Trondheim/audio/09,0.008673600000008719,0.0011564800000201103,0.005348720000007745,0.007661679999991122,0.007372560000014516,0.0036140000000060013,0.010263760000007949,0.008818160000011233
Trondheim/audio/10,0.008913600000006738,0.0011884799999961615,0.005496720000003563,0.007873680000010097,0.007576560000003951,0.0037140000000022155,0.010547760000008566,0.009062160000006259
Trondheim/video,0.00187823999999992,0.0014757599999999371,0.005394799999999478,0.007955120000000093,0.004809919999999579,0.004814559999999801,0.007820960000000099,0.0017440799999999257
Trondheim/video/01,0.008281440000001083,0.001061120000002802,0.00521552000000014,0.007804240000000462,0.007087680000001484,0.00466368000000017,0.009740480000001384,0.008414080000001434
Trondheim/video/02,0.011622559999997506,0.001335199999996206,0.007091919999998808,0.012169919999999834,0.010269679999996839,0.0061845599999994505,0.013276079999997137,0.011772879999996988
Trondheim/video/03,0.009415999999998093,0.0014638399999959972,0.0048766399999990995,0.013434639999999831,0.007984639999998322,0.010238879999999284,0.011165439999997417,0.00957503999999787
Trondheim/video/04,0.008956800000001763,0.0011942400000037878,0.0055233600000015315,0.007911839999998449,0.007613280000002831,0.003732000000001179,0.010598880000001643,0.009106080000002237
Trondheim/video/05,0.008894400000016844,0.0011859200000117198,0.005484880000011572,0.00785672000000659,0.0075602400000178704,0.0037060000000082027,0.010525040000018748,0.00904264000001831
Trondheim/video/06,0.008980800000006894,0.0011974399999985508,0.0055381600000039555,0.007933040000008162,0.007633680000004972,0.0037420000000025766,0.010627280000008454,0.009130480000006713
Trondheim/video/07,0.00941760000001679,0.001255680000014081,0.005807520000011834,0.00831888000000447,0.008004960000018713,0.003924000000008476,0.011144160000018388,0.00957456000001855
Trondheim/video/08,0.007742400000001481,0.001032320000007303,0.004774480000001802,0.006839119999995091,0.006581040000003924,0.0032260000000015054,0.009161840000000865,0.007871440000002394
Trondheim/video/09,0.009513599999984024,0.0012684799999931329,0.005866719999989556,0.008403679999990032,0.008086559999984644,0.003963999999992751,0.011257759999981687,0.009672159999983165
Trondheim/video/10,0.009551999999981575,0.001273599999990438,0.00589039999998775,0.008437599999989942,0.008119199999981674,0.003979999999991435,0.011303199999979086,0.00971119999998038
