,C0,C1,C6,C14,C15,C16,C22,C23
Trondheim/audio,0.054323519999989855,0.0337927999999863,0.028819519999991883,0.029967199999990868,0.03136991999998884,0.031114879999989853,0.031242399999989345,0.054323519999989855
Trondheim/audio/01,,0.011737600000000015,0.0005811200000067629,0.007924639999995264,0.009447200000000322,0.004297279999999404,0.009210239999994485,
Trondheim/audio/02,,0.01309040000001005,0.0007392000000017163,0.009227839999997656,0.010768000000005884,0.005750479999999669,0.010529439999999113,
Trondheim/audio/03,,0.005483360000013704,0.0008676800000024798,0.007012720000002304,0.008683040000011744,0.006974480000000227,0.00859512000000251,
Trondheim/audio/04,,0.009176000000017837,0.0005657600000006369,0.005456000000009453,0.006820000000011817,0.006696000000012248,0.007936000000015042,
Trondheim/audio/05,,0.007477119999990123,0.0005007999999975254,0.005874879999993254,0.007343599999991568,0.007210079999993013,0.006141919999990364,
Trondheim/audio/06,,0.007481599999998423,0.0005062399999928857,0.005878400000000283,0.007348000000000354,0.007214400000002286,0.006145599999996421,
Trondheim/audio/07,,0.010188320000025897,0.0005439999999907741,0.0060579200000177025,0.007572400000022128,0.007434720000020434,0.007434720000020434,
Trondheim/audio/08,,0.010336320000000399,0.0005612799999994422,0.006145919999994476,0.007682399999993095,0.00754271999999645,0.00754271999999645,
Trondheim/audio/09,,0.009916000000004033,0.000557439999994358,0.005896000000007007,0.0073700000000087584,0.007236000000006015,0.007236000000006015,
Trondheim/audio/10,,0.011591360000011264,0.0005891200000007757,0.006892160000006697,0.008615200000008372,0.00845856000000822,0.00845856000000822,
Trondheim/video,0.05183567999999994,0.03224519999999842,0.02749967999999825,0.0285947999999987,0.029933279999998064,0.029689919999999148,0.029811599999998606,0.05183567999999994
Trondheim/video/01,,0.010555519999998708,0.0005308799999994562,0.007992399999997346,0.01080023999999824,0.003944880000000595,0.008952239999999279,
Trondheim/video/02,,0.01095079999999804,0.0006962399999999036,0.009519039999997148,0.012326879999998042,0.005470400000000097,0.01047887999999908,
Trondheim/video/03,,0.006321039999999556,0.0008258399999991894,0.007380399999997067,0.010188239999997961,0.006879200000000196,0.008965999999997365,
Trondheim/video/04,,0.008238719999992483,0.0005155200000004356,0.0064732799999944746,0.008091599999993093,0.007944479999993703,0.0067675199999932545,
Trondheim/video/05,,0.007468159999991286,0.0004844799999972338,0.005867839999993407,0.007334799999991759,0.007201439999992232,0.006134559999992462,
Trondheim/video/06,,0.011105919999994995,0.0006012799999979279,0.006603519999998753,0.00825439999999844,0.0081043199999975,0.0081043199999975,
Trondheim/video/07,,0.008915199999986356,0.000567680000003179,0.007004799999990041,0.008755999999987552,0.008596799999988747,0.007323199999987651,
Trondheim/video/08,,0.011615040000005905,0.0006345599999946216,0.006906240000006392,0.00863280000000799,0.00847584000000623,0.00847584000000623,
Trondheim/video/09,,0.009637760000003937,0.000527039999994372,0.005730560000003493,0.007163200000004366,0.007032960000003641,0.007032960000003641,
Trondheim/video/10,,0.010170559999995277,0.0006140800000054014,0.0060473599999966154,0.007559199999995769,0.007421759999996169,0.007421759999996169,
