,C0,C1,C4,C7,C13,C19,C23,C24,C29
Trondheim/audio,0.003465280000000348,0.005864320000000589,0.0022657600000002276,0.003465280000000348,0.004798080000000482,0.0065238399999998364,0.006633759999999711,0.007723359999999957,0.004664800000000469
Trondheim/audio/01,0.0031615999999985434,0.0033983999999946946,0.0004921599999931914,0.0031615999999985434,0.0053323199999972815,0.005830399999997127,0.007272799999995527,0.008362399999995773,0.005598879999997308
Trondheim/audio/02,0.006518399999993818,0.005011280000001506,0.0006529600000035884,0.006518399999993818,0.008242799999994332,0.010072159999992891,0.009563599999992789,0.011519279999991028,0.006468560000001844
Trondheim/audio/03,0.005249279999993917,0.00667664000000201,0.000785200000002817,0.005249279999993917,0.0069478399999951534,0.00880303999999299,0.0088883199999934,0.010224319999991849,0.0070065599999971084
Trondheim/audio/04,0.003413279999989527,0.0029913600000099905,0.00048799999999005195,0.003413279999989527,0.004726079999990418,0.0061701599999892665,0.006038879999991309,0.0074829599999901575,0.0045947999999924605
Trondheim/audio/05,0.0033300800000262143,0.005763600000030067,0.0005289599999969141,0.0033300800000262143,0.004610880000029738,0.007812880000052758,0.005891680000033261,0.009093680000056281,0.004482800000026543
Trondheim/audio/06,0.003411199999987957,0.005903999999986809,0.0005865599999879123,0.003411199999987957,0.004723199999986605,0.008003199999976118,0.006035199999985252,0.009315199999974766,0.004591999999988161
Trondheim/audio/07,0.0034694399999892767,0.0032582399999938616,0.0004911999999990257,0.0034694399999892767,0.004803839999986792,0.006271679999983348,0.006138239999984307,0.007606079999980864,0.004670399999987751
Trondheim/audio/08,0.0033175999999883743,0.005741999999983705,0.0005212799999867457,0.0033175999999883743,0.004593599999985543,0.005997199999981717,0.005869599999982711,0.0072731999999788854,0.004465999999986536
Trondheim/audio/09,0.0038126399999782734,0.00323711999999432,0.0005955199999903016,0.0038126399999782734,0.005279039999976476,0.008945039999957771,0.006745439999974678,0.010411439999955974,0.005132399999979498
Trondheim/audio/10,0.0033571199999755663,0.003150719999993612,0.000503680000008444,0.0033571199999755663,0.004648319999972728,0.006068639999966763,0.005939519999969889,0.007359839999963924,0.004519199999975854
Trondheim/video,0.003409120000004151,0.005769280000002652,0.0022290400000049004,0.003409120000004151,0.004720320000004108,0.006666400000005623,0.006849840000004548,0.00914856000000519,0.004589200000003402
Trondheim/video/01,0.003648319999999927,0.003135360000001697,0.0005385600000025192,0.003648319999999927,0.005477199999999627,0.007286880000000551,0.007427200000000411,0.008549760000001072,0.005739440000001039
Trondheim/video/02,0.004988159999999908,0.0047214400000044066,0.0006659200000029841,0.004988159999999908,0.006822319999999493,0.008626720000000532,0.008772320000000278,0.009894880000000938,0.007084560000000906
Trondheim/video/03,0.006227199999999655,0.0062304000000033,0.0007940800000021397,0.006227199999999655,0.008070639999999685,0.009865760000000279,0.00932824000000032,0.01114320000000113,0.008332880000001097
Trondheim/video/04,0.003552639999995222,0.003027840000001447,0.0005936000000019703,0.003552639999995222,0.004919039999995434,0.008335039999991523,0.006285439999995646,0.009701439999991734,0.004782399999996301
Trondheim/video/05,0.003502719999993076,0.003242879999994841,0.0005891200000007757,0.003502719999993076,0.004849919999994512,0.00821791999998922,0.006197119999995948,0.009565119999990657,0.004715199999996145
Trondheim/video/06,0.003248960000007628,0.005623200000009376,0.0004863999999997759,0.003248960000007628,0.004498560000008922,0.005873120000011056,0.005748160000010216,0.00712272000001235,0.004373600000008082
Trondheim/video/07,0.0038355199999955403,0.003160319999999217,0.000615039999999567,0.0038355199999955403,0.005310719999997104,0.00899871999999391,0.006785919999998669,0.010473919999995474,0.005163199999998369
Trondheim/video/08,0.003142880000005732,0.005439600000006095,0.0006079999999997199,0.003142880000005732,0.004351680000006297,0.004835200000009365,0.005560480000006862,0.00604400000000993,0.00423080000000553
Trondheim/video/09,0.0034215999999958058,0.005921999999994654,0.0006009599999998727,0.0034215999999958058,0.0047375999999950125,0.008027599999991253,0.006053599999994219,0.00934359999999046,0.004605999999995447
Trondheim/video/10,0.0035235200000016675,0.003116159999997592,0.0005401599999999007,0.0035235200000016675,0.004878720000000669,0.008266720000001726,0.006233919999999671,0.009621920000000728,0.0047432000000000585
