,C0,C2,C3,C13,C14,C16,C17,C24,C25,C27
Trondheim/audio,0.007599360000000388,0.010504239999999498,0.004116320000001394,0.00878031999999962,0.010345919999998898,0.00862199999999902,0.007282719999999188,0.010187599999998298,0.007124399999998587,0.010029279999997698
Trondheim/audio/01,,0.007876959999997268,0.0005990399999973306,0.006135919999994854,0.009040799999993965,0.005986159999995522,0.004655439999996958,0.008891039999994632,0.0005017600000059019,0.0087412799999953
Trondheim/audio/02,,0.009449359999997853,0.0007760000000018863,0.00772191999999805,0.010694799999996008,0.007565359999997412,0.006227839999997542,0.010538239999995369,0.000700800000000612,0.01038167999999473
Trondheim/audio/03,,0.012825519999999813,0.0009052800000013406,0.011791279999997073,0.011905759999994103,0.011661999999997619,0.007493359999998006,0.011776479999994649,0.0009000000000050079,0.011647199999995195
Trondheim/audio/04,,0.004373600000008082,0.0004998400000033598,0.003373920000008468,0.006123040000012736,0.003248960000007628,0.003248960000007628,0.005998080000011896,0.003124000000006788,0.005873120000011056
Trondheim/audio/05,,0.004541600000003143,0.0005190400000003592,0.0035035200000024247,0.0063582400000044,0.003373760000002335,0.003373760000002335,0.006228480000004311,0.003244000000002245,0.006098720000004221
Trondheim/audio/06,,0.005264000000003932,0.000601600000010194,0.004060800000011966,0.007369600000011189,0.0039104000000094175,0.0039104000000094175,0.007219200000008641,0.0004979199999866069,0.007068800000006092
Trondheim/audio/07,,0.004519199999975854,0.0005164799999874958,0.0034862399999724403,0.006326879999960511,0.0033571199999755663,0.0033571199999755663,0.006197759999963637,0.0032279999999786924,0.006068639999966763
Trondheim/audio/08,,0.004370800000003783,0.0004995200000053046,0.0033717600000073844,0.006119120000008138,0.0032468800000060583,0.0032468800000060583,0.005994240000006812,0.003122000000004732,0.005869360000005486
Trondheim/audio/09,,0.0055524000000133356,0.0006345600000088325,0.004283280000016987,0.007773360000022933,0.004124640000014779,0.004124640000014779,0.007614720000020725,0.0005635199999858287,0.007456080000018517
Trondheim/audio/10,,0.004513599999988571,0.0005158399999913854,0.003481919999984484,0.006319039999979736,0.0033529599999866377,0.0033529599999866377,0.00619007999998189,0.0032239999999887914,0.006061119999984044
Trondheim/video,0.0066969599999922025,0.009409519999994842,0.003627519999994888,0.007948319999993458,0.009163519999994207,0.007808799999994065,0.0064179199999934156,0.009023999999994814,0.006278399999994022,0.00888447999999542
Trondheim/video/01,,0.007219440000000077,0.0006121600000028593,0.005891760000002577,0.008598960000004041,0.005738720000001862,0.0044965600000033135,0.008445920000003326,0.0005625599999987685,0.008292880000002611
Trondheim/video/02,,0.008403120000000541,0.0007336800000032895,0.007012400000002472,0.009719600000003936,0.006890880000002042,0.005680240000003778,0.009598080000003506,0.0006866399999996275,0.009476560000003076
Trondheim/video/03,,0.012488240000003259,0.0008828800000024728,0.011135760000001937,0.01129464000000091,0.011145440000001727,0.007199920000003246,0.011145440000001727,0.0008232799999987606,0.010996240000002544
Trondheim/video/04,,0.00493920000000081,0.0005644800000013106,0.003810240000001741,0.006914880000001844,0.0036691200000014135,0.0036691200000014135,0.006773760000001516,0.0005715200000011578,0.006632640000001189
Trondheim/video/05,,0.004499599999999049,0.0005142400000011094,0.003471120000000383,0.006299439999999379,0.0033425600000001054,0.0033425600000001054,0.0061708799999991015,0.0004902400000048601,0.006042319999998824
Trondheim/video/06,,0.004572399999993593,0.0005225599999931774,0.0035272799999894744,0.006401359999987477,0.00339663999999118,0.00339663999999118,0.006270719999989183,0.0006223999999974694,0.006140079999990888
Trondheim/video/07,,0.0048608000000101015,0.0005555200000060267,0.003749760000012259,0.006805120000016984,0.003610880000010752,0.003610880000010752,0.0066662400000154776,0.0005286399999988589,0.006527360000013971
Trondheim/video/08,,0.00475159999999164,0.0005430399999966085,0.003665519999991318,0.006652239999986875,0.003529759999992166,0.003529759999992166,0.006516479999987723,0.0006003200000037623,0.006380719999988571
Trondheim/video/09,,0.005084800000005885,0.0005811200000067629,0.003922560000010122,0.007118720000011791,0.0037772800000084317,0.0037772800000084317,0.0069734400000101004,0.0006332800000024008,0.00682816000000841
Trondheim/video/10,,0.004676000000003455,0.0005344000000064852,0.0036072000000082483,0.00654640000000839,0.003473600000006627,0.003473600000006627,0.006412800000006769,0.0005407999999960111,0.006279200000005147
