,C0,C3,C7,C10,C15,C17,C21,C23,C26,C29
Trondheim/audio,0.0038214399999887405,0.005934719999995508,0.0023201599999893574,0.007660159999989702,0.005934719999995508,0.007665359999993626,0.007528879999995297,0.006071199999993837,0.005798239999997179,0.006071199999993837
Trondheim/audio/01,0.005399039999996802,0.004894880000005486,0.0007766399999908913,0.00662031999999968,0.004894880000005486,0.006490880000001198,0.006354400000002869,0.005024320000003968,0.004765440000007004,0.005024320000003968
Trondheim/audio/02,0.006717199999997092,0.00621520000000686,0.0009190399999958743,0.007940640000001054,0.00621520000000686,0.007809040000001488,0.007672560000003159,0.006346800000006425,0.006083600000007294,0.006346800000006425
Trondheim/audio/03,0.009722159999999036,0.010553920000010208,0.001157200000008629,0.012047520000010081,0.010553920000010208,0.011898160000008318,0.012047520000010081,0.010703280000011972,0.010404560000008445,0.010703280000011972
Trondheim/audio/04,0.006645759999997836,0.0039270399999935535,0.0009062399999919535,0.0054374399999943535,0.0039270399999935535,0.0052863999999956945,0.0054374399999943535,0.004078079999992212,0.0037759999999948946,0.004078079999992212
Trondheim/audio/05,0.006747840000002725,0.003987359999996443,0.0009201599999926202,0.005520959999998354,0.003987359999996443,0.005367599999999584,0.005520959999998354,0.004140719999995213,0.0038339999999976726,0.004140719999995213
Trondheim/audio/06,0.007029439999996612,0.004153760000008333,0.0009585600000150407,0.005751360000004979,0.004153760000008333,0.005591600000002472,0.005751360000004979,0.00431352000001084,0.003994000000005826,0.00431352000001084
Trondheim/audio/07,,0.0034611200000114195,0.0007987200000059147,0.004792320000014172,0.0034611200000114195,0.004659200000013186,0.004792320000014172,0.0035942400000124053,0.0033280000000104337,0.0035942400000124053
Trondheim/audio/08,0.0062198399999999765,0.00367536000000257,0.0008481600000038725,0.005088960000001919,0.00367536000000257,0.004947600000001273,0.005088960000001919,0.0038167200000032153,0.0035340000000019245,0.0038167200000032153
Trondheim/audio/09,0.006124800000009145,0.00361920000000282,0.0008351999999973714,0.0050112000000055446,0.00361920000000282,0.004872000000005983,0.0050112000000055446,0.003758400000002382,0.0034800000000032583,0.003758400000002382
Trondheim/audio/10,0.006617599999998447,0.0039104000000094175,0.000902400000015291,0.005414400000006481,0.0039104000000094175,0.005264000000003932,0.005414400000006481,0.004060800000011966,0.003760000000006869,0.004060800000011966
Trondheim/video,0.004137280000005461,0.006355840000001223,0.002511920000005219,0.008088720000003491,0.006355840000001223,0.007940960000002661,0.009043600000001817,0.006503600000002052,0.006208080000000393,0.006503600000002052
Trondheim/video/01,0.005564399999999026,0.005146799999995011,0.0007992000000029975,0.006879679999997279,0.005146799999995011,0.0067464799999967795,0.007849119999995935,0.0052799999999955105,0.005013599999994511,0.0052799999999955105
Trondheim/video/02,0.006849759999997929,0.006427919999993037,0.0009281600000026202,0.008160799999995305,0.006427919999993037,0.008031839999995682,0.009134479999994838,0.00655687999999266,0.006298959999993414,0.00655687999999266
Trondheim/video/03,0.008096239999998645,0.010210479999994249,0.001053200000002974,0.011460879999994233,0.010210479999994249,0.01133583999999388,0.011460879999994233,0.010335519999994602,0.010085439999993895,0.010335519999994602
Trondheim/video/04,,0.0034195200000013415,0.0007891200000003096,0.0047347200000018574,0.0034195200000013415,0.004603200000001806,0.0047347200000018574,0.003551040000001393,0.00328800000000129,0.003551040000001393
Trondheim/video/05,,0.0031574400000025094,0.0007286400000054982,0.004371840000001015,0.0031574400000025094,0.0042504000000000985,0.004371840000001015,0.0032788800000034257,0.003036000000001593,0.0032788800000034257
Trondheim/video/06,,0.003748160000007772,0.0008649600000083524,0.005189760000007482,0.003748160000007772,0.00504560000000609,0.005189760000007482,0.003892320000009164,0.00360400000000638,0.003892320000009164
Trondheim/video/07,0.006649280000004865,0.003929120000009334,0.0009067200000103526,0.005440320000008825,0.003929120000009334,0.005289200000007099,0.005440320000008825,0.0040802400000110595,0.0037780000000076086,0.0040802400000110595
Trondheim/video/08,0.007001279999997223,0.004137119999995775,0.0009547199999957456,0.00572831999999579,0.004137119999995775,0.005569199999996499,0.00572831999999579,0.004296239999995066,0.003977999999996484,0.004296239999995066
Trondheim/video/09,0.006603519999998753,0.0039020800000031386,0.0009004800000056434,0.005402880000001886,0.0039020800000031386,0.005252800000000946,0.005402880000001886,0.004052160000004079,0.003752000000002198,0.004052160000004079
Trondheim/video/10,0.006515519999993558,0.0038500799999923174,0.000888479999993308,0.005330879999991822,0.0038500799999923174,0.0051827999999929375,0.005330879999991822,0.003998159999991202,0.0037019999999934328,0.003998159999991202
