,C0,C2,C7,C11,C12,C18,C20,C26
Trondheim/audio,0.0032831999999984873,0.007297599999997573,0.005819999999996384,0.08653760000000332,0.006111039999993295,0.0019151999999991176,0.008764799999998019,0.010070399999996482
Trondheim/audio/01,0.003855119999997214,0.006839679999998793,0.005354639999996635,0.045605840000003894,0.005382079999989742,0.0005769600000036235,0.00829943999999827,0.009605039999996734
Trondheim/audio/02,0.005477839999997514,0.00799599999999856,0.006534799999997176,0.05762200000000206,0.004421439999994448,0.000697360000003755,0.009479599999998811,0.010785199999997275
Trondheim/audio/03,0.006777360000000954,0.00935168000000175,0.01041224000000085,0.07093864000000494,0.006036879999992806,0.000830400000005227,0.01082264000000066,0.01320608000000334
Trondheim/audio/04,0.002875840000001517,0.004993920000025298,0.0034680000000193445,0.0323217600000163,0.006242400000026294,0.0005548800000099163,0.006381120000028773,0.006381120000028773
Trondheim/audio/05,0.003252480000000446,0.005169600000002106,0.0035900000000026466,0.03345880000000534,0.00646199999999908,0.0005744000000049709,0.006605600000000322,0.006605600000000322
Trondheim/audio/06,0.00341792000000396,0.005376960000020858,0.0037340000000156692,0.034800880000013024,0.00672120000002252,0.0005974400000070546,0.006870560000024284,0.006870560000024284
Trondheim/audio/07,0.002956800000006865,0.00504576000000867,0.003504000000006613,0.03265728000000223,0.006307200000009061,0.0005606400000033318,0.006447360000009894,0.006447360000009894
Trondheim/audio/08,0.0031961600000016688,0.0054604800000035425,0.0037920000000042364,0.03534144000000339,0.006825599999999099,0.000606720000007499,0.006977280000000974,0.006977280000000974
Trondheim/audio/09,0.008439600000016867,0.004674240000007046,0.003246000000004301,0.03025272000001422,0.005842800000010584,0.0005193599999984144,0.005972640000010188,0.005972640000010188
Trondheim/audio/10,0.00875160000001074,0.004847040000001357,0.003365999999999758,0.03137112000000286,0.006058800000005249,0.0005385599999954138,0.006193440000004102,0.006193440000004102
Trondheim/video,0.003770880000004695,0.00832608000000512,0.006624640000003623,0.051395840000004966,0.006913280000006239,0.002199680000003923,0.010072800000006765,0.01151248000000571
Trondheim/video/01,0.004286799999999147,0.007728319999998234,0.0060243199999980845,0.06516672000000057,0.005839680000001124,0.0006387199999977611,0.009472480000001227,0.01091216000000017
Trondheim/video/02,0.005706399999999334,0.009073600000000681,0.007390559999999269,0.07901776000000105,0.004409039999998754,0.0007774399999984638,0.010838720000002411,0.012278400000001355
Trondheim/video/03,0.00726103999999772,0.01070368000000066,0.011977200000000465,0.0949340000000003,0.005938399999998012,0.0009363999999987271,0.012448560000002828,0.015315360000002443
Trondheim/video/04,0.00904799999999284,0.005011199999994886,0.003479999999996153,0.0324335999999974,0.006263999999994496,0.0005567999999982476,0.006403199999994058,0.006403199999994058
Trondheim/video/05,0.007857200000007225,0.004351680000006297,0.003022000000004965,0.028165040000001085,0.005439600000006095,0.00048352000000306816,0.005560480000006862,0.005560480000006862
Trondheim/video/06,0.007976799999994455,0.004417919999998077,0.0030679999999989604,0.028593759999996138,0.005522399999996708,0.0004908800000009705,0.00564511999999695,0.00564511999999695
Trondheim/video/07,0.008918000000004866,0.004939200000006139,0.003430000000005151,0.03196760000000154,0.006174000000005009,0.0005488000000042348,0.0063112000000060675,0.0063112000000060675
Trondheim/video/08,0.003514719999998306,0.005693760000013981,0.003954000000010893,0.036851280000011144,0.0071172000000139235,0.0006326400000062904,0.007275360000015496,0.007275360000015496
Trondheim/video/09,0.00901160000000445,0.004991040000000169,0.003465999999999525,0.03230312000000524,0.006238800000001987,0.0005545599999976503,0.0063774400000014,0.0063774400000014
Trondheim/video/10,0.008902399999996646,0.004930559999994699,0.0034239999999954307,0.03191167999999678,0.0061631999999960385,0.0005478399999958583,0.006300159999995003,0.006300159999995003
