,C0,C1,C3,C6,C9,C11,C18,C21,C24
Trondheim/audio,0.007028799999993396,0.008403999999995193,0.005500799999992978,0.007181599999992017,0.008403999999995193,0.00938959999999156,0.006875999999994775,0.008403999999995193,0.005500799999992978
Trondheim/audio/01,0.005508400000003633,0.00815960000000615,0.0035880000000005907,0.005646400000003382,0.00815960000000615,0.007765200000001471,0.005192160000003554,0.00688976000000352,0.0035880000000005907
Trondheim/audio/02,0.006729120000002808,0.009380320000005327,0.0047942399999989505,0.006852640000001742,0.009380320000005327,0.008985920000000647,0.006483840000001351,0.008181440000001317,0.0047942399999989505
Trondheim/audio/03,0.008009200000003602,0.009132400000005703,0.006078399999999817,0.008136800000002609,0.009132400000005703,0.00941280000000333,0.00863040000000126,0.007354400000000538,0.006078399999999817
Trondheim/audio/04,,0.0057384000000055835,0.0033155200000010154,0.004718240000002538,0.0057384000000055835,0.005865920000005076,0.004463200000003553,0.0057384000000055835,0.0033155200000010154
Trondheim/audio/05,0.005687999999985038,0.007109999999983074,0.00410799999998801,0.005845999999984031,0.007109999999983074,0.007267999999982067,0.005529999999986046,0.007109999999983074,0.00410799999998801
Trondheim/audio/06,,0.005695200000005229,0.0032905599999963897,0.004682719999998142,0.005695200000005229,0.005821760000003451,0.004429600000001699,0.005695200000005229,0.0032905599999963897
Trondheim/audio/07,,0.005857199999979912,0.0033841599999817618,0.004815919999977325,0.005857199999979912,0.005987359999977571,0.004555599999982007,0.005857199999979912,0.0033841599999817618
Trondheim/audio/08,,0.006026400000003207,0.003481920000012906,0.0049550400000129,0.006026400000003207,0.006160320000006436,0.004687200000006442,0.006026400000003207,0.003481920000012906
Trondheim/audio/09,,0.005479199999982143,0.003165759999987472,0.004505119999983265,0.005479199999982143,0.005600959999981114,0.004261599999985322,0.005479199999982143,0.003165759999987472
Trondheim/audio/10,,0.005580000000009022,0.0032240000000030022,0.0045880000000053656,0.005580000000009022,0.005704000000008591,0.004340000000006228,0.005580000000009022,0.0032240000000030022
Trondheim/video,0.00596528000000518,0.007132400000005035,0.004668480000004749,0.006094960000005756,0.007132400000005035,0.008344880000006327,0.005835600000004604,0.007132400000005035,0.004668480000004749
Trondheim/video/01,0.005415840000001282,0.0077869600000006756,0.0036171200000012504,0.00555496000000133,0.0077869600000006756,0.007584240000001685,0.005418960000000084,0.007251440000000997,0.0036171200000012504
Trondheim/video/02,0.006736640000001515,0.005749040000001315,0.004931520000001299,0.006869360000001379,0.005749040000001315,0.008905040000001918,0.00799816000000142,0.0045086399999991755,0.004931520000001299
Trondheim/video/03,0.007928320000001321,0.009386640000000668,0.006110880000001373,0.008048720000001452,0.009386640000000668,0.009252720000000991,0.009189840000001226,0.005806800000000223,0.006110880000001373
Trondheim/video/04,0.004717439999994966,0.005896799999995039,0.003407039999995476,0.004848479999994382,0.005896799999995039,0.006027839999994455,0.00458639999999555,0.005896799999995039,0.003407039999995476
Trondheim/video/05,,0.005813999999997321,0.0033591999999984523,0.0047803999999977975,0.005813999999997321,0.005943199999997262,0.004521999999997917,0.005813999999997321,0.0033591999999984523
Trondheim/video/06,,0.0055511999999957595,0.00320735999999755,0.004564319999996513,0.0055511999999957595,0.005674559999995665,0.004317599999996702,0.0055511999999957595,0.00320735999999755
Trondheim/video/07,0.00519552000000445,0.006494400000004674,0.003752320000003806,0.00533984000000487,0.006494400000004674,0.006638720000005094,0.00505120000000403,0.006494400000004674,0.003752320000003806
Trondheim/video/08,0.005454719999995916,0.006818399999996672,0.003939519999995866,0.005606239999995211,0.006818399999996672,0.006969919999995966,0.005303199999996622,0.006818399999996672,0.003939519999995866
Trondheim/video/09,0.005587199999990133,0.006983999999992108,0.0040351999999899135,0.005742399999988379,0.006983999999992108,0.007139199999990353,0.005431999999991888,0.006983999999992108,0.0040351999999899135
Trondheim/video/10,,0.005615999999992738,0.0032447999999902777,0.004617599999988897,0.005615999999992738,0.0057407999999909975,0.004367999999992378,0.005615999999992738,0.0032447999999902777
