,C0,C2,C3,C4,C6,C7,C8,C9,C16,C17,C19,C20,C21,C24,C27
Trondheim/audio,0.015696479999988355,0.05616751999998826,0.01155023999998761,0.011105999999990956,0.012734879999989346,,0.012586799999990461,0.01184639999998538,,0.011402159999988726,,0.011254079999989841,0.012734879999989346,0.011402159999988726,0.010957919999992072
Trondheim/audio/01,,0.05687088000000173,0.0067774400000004675,0.004560479999998535,0.011230799999999874,0.07076608000000206,0.00793576000000229,0.0075675199999984955,0.008830719999998848,0.007441199999998815,0.07202928000000242,0.003536959999998146,0.008704399999999168,0.007441199999998815,0.004617439999996975
Trondheim/audio/02,,0.07298224000000175,0.008598400000000339,0.006226159999997094,0.013848559999996013,0.0897990400000026,0.006992960000005155,0.009415040000000374,0.010943839999999483,0.009262159999998687,0.09132784000000171,0.005464160000006046,0.010790959999997796,0.007681120000007979,0.006220559999995601
Trondheim/audio/03,,0.11797768000000275,0.01008583999999857,0.007769839999994588,0.015335999999994243,0.13438088000000192,0.008480400000003385,0.010902479999998604,0.012431279999997713,0.010749599999996917,0.13587208000000217,0.006944080000000241,0.012278399999996026,0.009153519999998139,0.0078028799999998455
Trondheim/audio/04,,0.04021247999999389,0.006965199999982019,0.0037343999999990274,0.01063775999998029,0.056967679999992527,0.0058666400000007,0.006965199999982019,0.008231599999980688,0.006838559999984284,0.058490879999993695,0.004343439999999532,0.008104959999982952,0.0062053599999742914,0.003039359999988278
Trondheim/audio/05,,0.04002240000002644,0.006982800000017164,0.0035577600000067378,0.038809600000028865,0.05669840000003035,0.005856800000024975,0.006982800000017164,0.008252400000017701,0.006855840000014268,0.05821440000003264,0.004340800000022682,0.03577760000002428,0.006221040000028211,0.0030470400000126574
Trondheim/audio/06,,0.03907200000001865,0.006599999999998829,0.0038207999999997355,0.010079999999987876,0.055352000000020496,0.005627840000016704,0.006599999999998829,0.007799999999996032,0.0064799999999962665,0.05683200000002131,0.00414784000001589,0.00767999999999347,0.0064799999999962665,0.0028800000000046566
Trondheim/audio/07,,0.03788928000003011,0.007441440000022226,0.0035654400000026953,0.011869920000030731,0.053676480000035554,0.006149760000020876,0.007707840000023225,0.009143040000026303,0.007564320000021496,0.05511168000003863,0.004714560000017798,0.008999520000024575,0.007564320000021496,0.0035942399999981944
Trondheim/audio/08,,0.04204991999998242,0.00795079999999615,0.003350399999987985,0.012143039999983785,0.0595707199999822,0.0064030399999950305,0.00795079999999615,0.009396399999992866,0.007806239999993636,0.0611635199999796,0.004810239999997634,0.009251839999990352,0.007083440000009489,0.0034694400000034875
Trondheim/audio/09,,0.03277823999999896,0.006561520000005316,0.003394560000003821,0.01052008000000626,0.046435840000000894,0.00643736000000672,0.006919440000004329,0.008161040000004505,0.006795280000005732,0.04767744000000107,0.004202480000003561,0.008036880000005908,0.006795280000005732,0.0032966399999878604
Trondheim/audio/10,,0.03594624000000124,0.006604400000007615,0.003755519999998569,0.01008672000000388,0.05092384000000294,0.005357200000005946,0.006604400000007615,0.007805200000007062,0.006484320000005539,0.05228544000000568,0.003995600000003208,0.007685120000004986,0.005883920000016474,0.0028819200000071987
Trondheim/video,0.016663199999996436,0.05899279999999685,0.012261599999998651,0.011789999999997747,0.013519199999997511,,0.01336199999999721,0.012575999999999254,,0.01210439999999835,,0.011947199999998048,0.013519199999997511,0.01210439999999835,0.011632799999997445
Trondheim/video/01,,0.05890896000000012,0.00668895999999819,0.00471783999999964,0.010937199999997205,0.07296256000000056,0.009603839999996922,0.0072321599999973785,0.008509759999997257,0.007104399999997568,0.07424016000000044,0.0035772799999982396,0.008381999999997447,0.007104399999997568,0.004960960000000014
Trondheim/video/02,,0.07215655999999804,0.008042159999996912,0.005968160000000111,0.012398399999995036,0.08660615999999699,0.006258479999994293,0.008588959999995538,0.00990255999999512,0.00845759999999629,0.08791975999999657,0.004944879999994711,0.009771199999995872,0.00845759999999629,0.006446880000000377
Trondheim/video/03,,0.08536591999999743,0.009367519999996077,0.0073708799999998575,0.013740559999993351,0.09987711999999682,0.007591679999993772,0.009914879999994852,0.011234079999994151,0.009782959999995455,0.10119631999999612,0.006272479999994474,0.011102159999994754,0.009782959999995455,0.007961760000002371
Trondheim/video/04,,0.03641088000000536,0.0071163200000032845,0.0037728000000001316,0.035307520000005255,0.051582080000006414,0.006978400000003049,0.007902400000006082,0.009339200000006542,0.007758720000005326,0.052961280000006994,0.00449584000000236,0.032549120000004095,0.006288800000003647,0.003448320000003946
Trondheim/video/05,,0.04145855999999526,0.006767199999995199,0.0029529599999946754,0.04020223999999928,0.058732959999993284,0.005659839999992755,0.007608959999998888,0.009179359999997416,0.007451919999997614,0.06030335999999181,0.004429439999992013,0.03706144000000222,0.006028959999987649,0.0037440000000046325
Trondheim/video/06,,0.038079359999997564,0.007340400000000358,0.0037824000000057367,0.01215648000001579,0.05394575999999773,0.006042240000002863,0.007959600000013722,0.009406800000014925,0.007814880000012181,0.055388159999996134,0.004599840000004463,0.009262080000013384,0.006474960000005581,0.0034732800000085717
Trondheim/video/07,,0.035270399999994595,0.007136000000002696,0.0034464000000085093,0.01114159999999842,0.04996639999999175,0.007002400000001074,0.007267200000004692,0.008603200000003142,0.007133600000003071,0.0513023999999902,0.004597600000007418,0.00846960000000152,0.0063344000000107314,0.0036288000000084253
Trondheim/video/08,,0.03467904000000033,0.006866080000001773,0.0032544000000029882,0.010834720000001852,0.04912863999999928,0.006734720000000749,0.0070252800000041304,0.008338880000003712,0.0068939200000031065,0.05044223999999886,0.0043702400000036334,0.008207520000002688,0.0068939200000031065,0.003402240000006884
Trondheim/video/09,,0.04076159999999618,0.006797999999985649,0.002966399999991154,0.03952639999999619,0.057745599999996955,0.005685599999985413,0.0075335999999914804,0.009077599999990582,0.0073791999999919256,0.05928959999999606,0.004449599999986731,0.036438399999997984,0.006056399999980755,0.0036499200000008614
Trondheim/video/10,,0.040634879999991824,0.006842000000002457,0.002985600000002364,0.03940351999998981,0.057566079999990194,0.005722400000003347,0.007534559999996304,0.009073759999996156,0.007380639999997385,0.059105279999990046,0.004478400000003546,0.03632511999999011,0.006095600000005419,0.003340799999996591
