,C0,C1,C3,C4,C5,C8,C9,C14,C16,C17,C19,C23,C25,C29
Trondheim/audio,0.001467200000000446,0.011590880000003523,0.07500704000000269,0.008803200000002676,0.013058080000003969,0.07500704000000269,0.0720726400000018,0.0011737600000003567,0.0010270400000003121,0.0011737600000003567,0.010123680000003077,0.07500704000000269,0.009976960000003032,0.001467200000000446
Trondheim/audio/01,0.0038221600000021283,0.011745040000004536,0.0855060000000023,0.008905360000007079,0.013212240000004982,0.0855060000000023,0.08309160000000304,0.004063600000005607,0.00048288000000695774,0.004063600000005607,0.01027784000000409,0.0855060000000023,0.010131120000004046,0.0038221600000021283
Trondheim/audio/02,0.006459199999998333,0.01317488000000111,0.10002703999999696,0.010375679999999221,0.014642080000001556,0.10002703999999696,0.09720783999999938,0.00674111999999738,0.0006845599999998342,0.00674111999999738,0.011707680000000664,0.10002703999999696,0.01156096000000062,0.006459199999998333
Trondheim/audio/03,0.007946239999998994,0.014742560000001959,0.1377489600000068,0.011930559999999701,0.016222560000002773,0.1377489600000068,0.13478896000000518,0.008242239999997736,0.0008536799999987466,0.008242239999997736,0.013262560000001145,0.1377489600000068,0.013114560000001774,0.007946239999998994
Trondheim/audio/04,0.003319679999989944,0.010944000000009169,,0.008208000000003324,0.012384000000011497,,0.05356800000001982,0.0007199999999940587,0.000575999999995247,0.0007199999999940587,0.00950400000000684,,0.009360000000008029,0.003319679999989944
Trondheim/audio/05,0.003246000000004301,0.009867840000019612,,0.007400880000012933,0.011166240000022754,,,0.003505680000003508,0.0005193599999984144,0.003505680000003508,0.00856944000001647,,0.008439600000016867,0.003246000000004301
Trondheim/audio/06,0.0034839999999931592,0.010591359999992278,,0.007943519999990656,0.011984959999992384,,,0.0037627199999903382,0.000557439999994358,0.0037627199999903382,0.009197759999992172,,0.009058399999993583,0.0034839999999931592
Trondheim/audio/07,0.0029011199999899873,0.011096000000016204,,0.00832200000001393,0.012556000000017775,,0.054312000000017235,0.0007300000000043383,0.0005840000000034706,0.0007300000000043383,0.009636000000014633,,0.009490000000013765,0.0029011199999899873
Trondheim/audio/08,0.003085440000006656,0.011776959999998837,,0.00883272000000801,0.01332655999999588,,0.05764511999998234,0.0007748000000162847,0.0006198400000130277,0.0007748000000162847,0.010227360000001795,,0.010072399999998538,0.003085440000006656
Trondheim/audio/09,0.0030300000000167415,0.009211200000031283,,0.0069084000000287915,0.010423200000033717,,,0.0032724000000214915,0.00048480000000949985,0.0032724000000214915,0.00799920000002885,,0.007878000000026475,0.0030300000000167415
Trondheim/audio/10,0.003290879999994445,0.011363520000010396,,0.008522640000009574,0.012858720000011203,,0.055621440000010125,0.0007476000000039562,0.000598080000003165,0.0007476000000039562,0.00986832000000959,,0.009718800000008798,0.003290879999994445
Trondheim/video,0.0013328000000001339,0.010781760000000418,0.0675369599999982,0.008249440000000163,0.012114560000000552,0.0675369599999982,0.06487135999999794,0.001066240000000107,0.0009329600000000937,0.001066240000000107,0.009448960000000284,0.0675369599999982,0.00931568000000027,0.0013328000000001339
Trondheim/video/01,0.0035105600000004955,0.01136592000000114,0.08062895999999853,0.008724160000001646,0.012756320000001153,0.08062895999999853,0.0778481599999985,0.000722720000002397,0.0005561600000021372,0.0008423200000002851,0.009975520000001126,0.08062895999999853,0.009836480000000591,0.0035105600000004955
Trondheim/video/02,0.005837039999999405,0.013763840000004635,0.0967438400000038,0.010860640000004196,0.015291840000005053,0.0967438400000038,0.09368784000000296,0.0010492000000024149,0.0007502400000021225,0.0011204000000013536,0.012235840000004217,0.0967438400000038,0.01208304000000382,0.005837039999999405
Trondheim/video/03,0.0070380799999991694,0.015818719999995068,0.1451541599999988,0.012780239999996112,0.017417919999994425,0.1451541599999988,0.1419557600000001,0.0012162400000015339,0.0009315199999999635,0.0012803200000011117,0.014219519999995711,0.1451541599999988,0.014059599999995953,0.0070380799999991694
Trondheim/video/04,0.002995519999998919,0.010871039999997834,,0.008153279999996599,0.01230143999999811,,0.053210879999998184,0.0007151999999965852,0.0005721599999972682,0.0007151999999965852,0.009440639999997558,,0.00929759999999824,0.002995519999998919
Trondheim/video/05,0.0029280000000042605,0.01099872000001767,,0.008249040000016805,0.012445920000018873,,0.05383584000001562,0.000723600000007707,0.0005788800000061656,0.000723600000007707,0.009551520000016467,,0.009406800000014925,0.0029280000000042605
Trondheim/video/06,0.0029606399999977384,0.010542719999993011,,0.007907039999992094,0.011929919999992933,,0.05160383999999496,0.0006935999999946318,0.0005548799999957055,0.0006935999999946318,0.00915551999999309,,0.009016799999994163,0.0029606399999977384
Trondheim/video/07,0.0028371200000023578,0.011077759999981396,0.057137919999988185,0.008308319999983382,0.01253535999997979,0.057137919999988185,0.0542227199999914,0.0007287999999938677,0.0005830399999950941,0.0007287999999938677,0.009620159999983002,0.057137919999988185,0.009474399999984229,0.0028371200000023578
Trondheim/video/08,0.002661119999999073,0.010889279999997115,0.0561657599999954,0.008166959999996948,0.012322079999997015,0.0561657599999954,0.0533001599999956,0.002903039999999635,0.0005731199999985392,0.002903039999999635,0.009456479999997214,0.0561657599999954,0.009313199999997579,0.002661119999999073
Trondheim/video/09,0.0027209600000048795,0.011521599999984034,,0.00864119999998536,0.013037599999982774,,0.05639519999999365,0.0007579999999940412,0.000606399999995233,0.0007579999999940412,0.010005599999985293,,0.009853999999986485,0.0027209600000048795
Trondheim/video/10,0.003020159999998384,0.010196160000010224,,0.007647120000012109,0.011537760000010167,,0.049907520000001426,0.0006708000000088532,0.0005366400000070826,0.0006708000000088532,0.008854560000010281,,0.00872040000000851,0.003020159999998384
