,C0,C4,C5,C10,C13,C15,C16,C17,C18,C22,C25,C27,C28,C29
Trondheim/audio,0.0036537599999917347,0.048495679999994934,0.005328399999989131,0.005328399999989131,0.04697327999999601,0.0022835999999912815,0.007173039999983644,0.011191119999985233,0.007041279999985051,0.005328399999989131,0.0056328799999860735,0.009619919999984461,0.007041279999985051,0.005176159999990659
Trondheim/audio/01,0.0031622399999946538,0.057792640000005946,0.005624079999996923,0.005644559999996801,0.056475040000005805,0.0004899200000068049,0.00763479999999106,0.010140079999992224,0.007503039999992467,0.005624079999996923,0.005908079999993987,0.008822479999992083,0.007503039999992467,0.00549231999999833
Trondheim/audio/02,0.004566319999998569,0.0713860000000075,0.00698679999999996,0.00700351999999782,0.0700308000000085,0.0006936799999976984,0.00899375999999208,0.013107839999992876,0.008861999999993486,0.00698679999999996,0.007274559999999042,0.01164463999999299,0.008861999999993486,0.006851279999999349
Trondheim/audio/03,0.006169919999994278,0.11199888000001579,0.00847159999999647,0.00847751999999602,0.1104396800000167,0.0008305599999971491,0.009934799999996358,0.011763439999992187,0.008398319999997739,0.00847159999999647,0.008770159999993865,0.0103002399999923,0.008398319999997739,0.008325279999997548
Trondheim/audio/04,0.0034118400000124893,0.03454488000000566,0.004975600000015845,0.004691280000010067,0.033123280000005195,0.0006099199999880511,0.006397200000016312,0.009240400000017246,0.006397200000016312,0.004975600000015845,0.004975600000015845,0.007818800000016779,0.006397200000016312,0.004833440000012956
Trondheim/audio/05,0.002968320000007907,0.030054240000012555,0.004328800000010347,0.004081440000007319,0.02881744000001163,0.000614719999987301,0.005565600000011273,0.008039200000013125,0.005565600000011273,0.004328800000010347,0.004328800000010347,0.006802400000012199,0.005565600000011273,0.004205120000008833
Trondheim/audio/06,0.0032582399999938616,0.03495744000002077,0.00475159999999164,0.00475159999999164,0.03357024000001729,0.0005548800000099163,0.006109199999990267,0.00882439999998752,0.006109199999990267,0.00475159999999164,0.0050231199999899445,0.007466799999988893,0.006109199999990267,0.004615839999992488
Trondheim/audio/07,0.004337200000001928,0.031227839999999674,0.0057003200000025345,0.0057003200000025345,0.029988639999999123,0.0004956800000002204,0.0069395200000030854,0.009417920000004187,0.0069395200000030854,0.0057003200000025345,0.005948160000002645,0.008178720000003636,0.0069395200000030854,0.005576400000002479
Trondheim/audio/08,0.0030508800000035308,0.03326399999999552,0.004449200000003373,0.004449200000003373,0.031943999999995754,0.0005280000000027485,0.005720400000001291,0.008262799999997128,0.005720400000001291,0.004449200000003373,0.00470344000000722,0.0069915999999992096,0.005720400000001291,0.004322080000001449
Trondheim/audio/09,0.0035520000000133223,0.035964000000014096,0.00518000000001706,0.004884000000011213,0.03448400000001328,0.0006259200000044984,0.006660000000017874,0.009620000000019502,0.006660000000017874,0.00518000000001706,0.00518000000001706,0.008140000000018688,0.006660000000017874,0.005032000000014136
Trondheim/audio/10,0.003646079999995777,0.03542111999998099,0.0053171999999932495,0.0053171999999932495,0.03401551999998276,0.0005622399999936079,0.006836399999990306,0.009874799999984418,0.006836399999990306,0.0053171999999932495,0.005621039999994082,0.008355599999987362,0.006836399999990306,0.005165279999992833
Trondheim/video,0.003797759999997652,0.0487676799999992,0.005538399999997168,0.005538399999997168,0.047185279999999,0.002373599999996756,0.007226239999994277,0.012969119999997503,0.008597679999995833,0.005538399999997168,0.005854879999995788,0.011386719999997297,0.008597679999995833,0.005380159999997858
Trondheim/video/01,0.0028934399999975824,0.05661144000000107,0.005568480000000875,0.004114160000000311,0.055405840000000595,0.0006006400000018175,0.00750599999999757,0.010339280000000173,0.007385439999998411,0.005568480000000875,0.004355279999998629,0.008756879999999967,0.007385439999998411,0.005447920000001716
Trondheim/video/02,0.004757759999998612,0.07184648000000138,0.007117760000001638,0.008544400000001673,0.07035448000000066,0.0007674400000006187,0.00902663999999831,0.01189008000000058,0.00890607999999915,0.007117760000001638,0.00884280000000004,0.010398079999999865,0.00890607999999915,0.006968560000002455
Trondheim/video/03,0.006167919999999327,0.11503664000000313,0.008520480000003161,0.009954560000002388,0.11361904000000322,0.0009135200000010002,0.009938080000003069,0.013300240000001295,0.010316239999999866,0.008520480000003161,0.01023808000000237,0.01180824000000058,0.010316239999999866,0.00837872000000317
Trondheim/video/04,0.00431200000000409,0.031046400000002805,0.005667200000004868,0.005667200000004868,0.029814400000002905,0.0004928000000035127,0.006899200000004768,0.009363200000004568,0.006899200000004768,0.005667200000004868,0.005913600000006625,0.008131200000004668,0.006899200000004768,0.00554400000000399
Trondheim/video/05,0.003041280000005031,0.030792960000002978,0.004435200000006745,0.004181760000005141,0.029525760000002066,0.0006396800000061376,0.005702400000007657,0.008236800000009481,0.005702400000007657,0.004435200000006745,0.004435200000006745,0.006969600000008569,0.005702400000007657,0.004308480000005943
Trondheim/video/06,0.0029913599999957796,0.03447359999999833,0.004362399999994437,0.004362399999994437,0.03310559999999896,0.0005471999999997479,0.005608799999993863,0.008101599999992715,0.005608799999993863,0.004362399999994437,0.0046116799999929015,0.006855199999993289,0.005608799999993863,0.004237759999995205
Trondheim/video/07,0.003728640000005612,0.03907007999999479,0.005437600000007592,0.005437600000007592,0.0375196799999955,0.0006201599999968721,0.006991200000008746,0.010098400000011054,0.006991200000008746,0.005437600000007592,0.005748320000009244,0.0085448000000099,0.006991200000008746,0.005282240000006766
Trondheim/video/08,0.003477119999999445,0.038122560000005024,0.005070799999998599,0.005070799999998599,0.0366097600000046,0.0006051200000030121,0.006519599999997183,0.009417199999994352,0.006519599999997183,0.005070799999998599,0.005360559999999737,0.007968399999995768,0.006519599999997183,0.00492591999999803
Trondheim/video/09,0.0037305600000010486,0.03602991999999716,0.005440400000001233,0.005440400000001233,0.03460671999999576,0.000569279999993455,0.006994800000001078,0.010103600000000768,0.006994800000001078,0.005440400000001233,0.005751280000001913,0.008549200000000923,0.006994800000001078,0.005284960000000893
Trondheim/video/10,0.0034847999999954027,0.03378744000000111,0.00508199999999448,0.00508199999999448,0.03245464000000098,0.0005331200000000536,0.006533999999994933,0.009437999999995839,0.006533999999994933,0.00508199999999448,0.005372399999991728,0.007985999999995386,0.006533999999994933,0.004936799999995856
