,C0,C5,C6,C12,C13,C16,C17,C18,C21,C24,C25
Trondheim/audio,0.013066240000000562,0.0069785600000003,0.009948160000000428,0.009948160000000428,0.006830080000000294,,0.010542080000000453,0.01024512000000044,0.009799680000000421,0.008760320000000377,0.0069785600000003
Trondheim/audio/01,,0.0005147199999981922,0.006775600000004545,0.0053892000000033136,0.0005334399999981088,,0.005953600000001558,0.0056763200000027325,0.006682320000003017,0.0038819199999977627,0.0005024000000020123
Trondheim/audio/02,,0.0007720799999972883,0.007026560000003457,0.006832800000005079,0.0006654399999987959,,0.007412800000004438,0.00712512000000487,0.008125920000004783,0.0053844800000035775,0.0006526399999948751
Trondheim/audio/03,,0.001041679999996603,0.009716320000006107,0.008274720000006397,0.0008605600000066715,,0.00885568000001058,0.008567360000007795,0.0095678400000061,0.006827040000008111,0.0008269600000048172
Trondheim/audio/04,,0.0006019200000082492,0.006765120000011393,0.005512320000008231,0.0005011199999955807,0.009270720000017718,0.0070156800000091835,0.006765120000011393,0.005512320000008231,0.005512320000008231,0.0006019200000082492
Trondheim/audio/05,,0.000577920000012,0.00794640000002289,0.0065016000000213126,0.0005993599999953858,0.010836000000026047,0.00823536000002889,0.00794640000002289,0.0065016000000213126,0.0065016000000213126,0.000577920000012
Trondheim/audio/06,,0.0006297600000095827,0.0065102399999901195,0.005304639999991423,0.00048223999999663647,0.008921439999987513,0.006751359999988438,0.0065102399999901195,0.005304639999991423,0.005304639999991423,0.0006297600000095827
Trondheim/audio/07,,0.0005849599999976363,0.007024320000006412,0.005723520000003646,0.00052031999999258,0.009625920000011945,0.007284480000002702,0.007024320000006412,0.005723520000003646,0.005723520000003646,0.0005849599999976363
Trondheim/audio/08,,0.0005798400000003312,0.00767664000001389,0.006255040000013423,0.0005686400000115555,0.010519840000014824,0.007960960000019668,0.00767664000001389,0.006255040000013423,0.006255040000013423,0.0005798400000003312
Trondheim/audio/09,,0.0005548800000099163,0.00663551999999612,0.005406719999996312,0.000491519999997081,0.009093119999995736,0.0068812799999946606,0.00663551999999612,0.005406719999996312,0.005406719999996312,0.0005548800000099163
Trondheim/audio/10,,0.000530239999989135,0.00664847999998841,0.005417279999988978,0.0004924799999912466,0.009110879999987276,0.006894719999984034,0.00664847999998841,0.005417279999988978,0.005417279999988978,0.000530239999989135
Trondheim/video,0.013488639999991392,0.007204159999993465,0.0102697599999928,0.0102697599999928,0.0070508799999942084,,0.010882879999989825,0.010576319999991313,0.010116479999993544,0.009043519999991645,0.007204159999993465
Trondheim/video/01,,0.0005081599999989805,0.006885840000000698,0.005720399999999515,0.0005936000000019703,,0.0074761599999977335,0.007184799999999214,0.006732560000001442,0.003974799999999945,0.000504319999997449
Trondheim/video/02,,0.0007622399999984708,0.00848752000000097,0.006984479999999849,0.0007538400000015599,,0.008687679999997755,0.008431359999999444,0.007996640000001776,0.005203840000000071,0.0006380799999998743
Trondheim/video/03,,0.0010346399999985323,0.008359360000001814,0.008475520000001069,0.0009199199999976315,,0.010235840000003549,0.009941440000002189,0.009487680000002996,0.00673296000000434,0.0008316799999992242
Trondheim/video/04,,0.0005593599999969001,0.006670080000002798,0.005434880000002806,0.0004940800000028389,0.009140480000002782,0.006917120000004218,0.006670080000002798,0.005434880000002806,0.005434880000002806,0.0005593599999969001
Trondheim/video/05,,0.0005443200000030401,0.006523199999996621,0.005315199999998299,0.00048320000000501295,0.008939199999993264,0.006764799999999127,0.006523199999996621,0.005315199999998299,0.005315199999998299,0.0005443200000030401
Trondheim/video/06,,0.0004982399999988729,0.006850800000002266,0.005605200000001531,0.0005871999999982336,0.009217440000004018,0.007099920000001703,0.006850800000002266,0.005605200000001531,0.005605200000001531,0.0004982399999988729
Trondheim/video/07,,0.0005551999999937607,0.007633999999985264,0.006245999999986651,0.0006124800000009145,0.010271199999984049,0.007911599999982144,0.007633999999985264,0.006245999999986651,0.006245999999986651,0.0005551999999937607
Trondheim/video/08,,0.0004841599999991786,0.006657200000006469,0.00544680000000497,0.000628480000003151,0.008956960000009673,0.006899280000006058,0.006657200000006469,0.005204720000005381,0.00544680000000497,0.0004841599999991786
Trondheim/video/09,,0.000575999999995247,0.007919999999987937,0.006479999999989161,0.000615039999999567,0.010655999999986676,0.00820799999998556,0.007919999999987937,0.006479999999989161,0.006479999999989161,0.000575999999995247
Trondheim/video/10,,0.000591360000001373,0.007775999999989125,0.006335999999990349,0.000575999999995247,0.010655999999986676,0.008063999999986748,0.007775999999989125,0.006335999999990349,0.006335999999990349,0.000591360000001373
