,C0,C2,C6,C8,C9,C10,C17,C19,C22,C25
Trondheim/audio,0.010417600000003802,0.00919200000000231,0.008732400000003082,0.009038800000002567,0.010417600000003802,0.04999160000000202,0.04999160000000202,0.010111200000004317,0.048459600000001046,0.00857920000000334
Trondheim/audio/01,,0.006417200000012002,0.004145840000017387,0.006274240000010423,,,,0.007703840000012008,0.05401296000000144,0.006131280000008843
Trondheim/audio/02,,0.007712640000008264,0.005430960000012419,0.007580000000007914,,,,0.009019920000010728,0.06726663999999971,0.0074473600000075635
Trondheim/audio/03,,0.009286560000003163,0.007128559999998174,0.009134880000004841,,,,0.010642960000009083,0.08245367999999687,0.00898320000000652
Trondheim/audio/04,,0.005651200000002632,0.004097120000004395,0.0055099200000015,,,,0.006498879999995211,0.03009263999999945,0.0050860799999981054
Trondheim/audio/05,,0.005865599999964388,0.004252559999969208,0.00571895999996741,,,,0.006745439999974678,0.03123431999999582,0.005279039999976476
Trondheim/audio/06,,,0.004025200000015161,0.005413200000013774,,,,0.006384800000006408,0.029564400000005264,0.004996800000007795
Trondheim/audio/07,,0.005939200000000255,0.004305920000000185,0.005790720000000249,,,,0.006830080000000294,0.03162624000000136,0.00534528000000023
Trondheim/audio/08,,0.006147199999958275,0.0044567199999647755,0.00599351999996145,,,,0.007069279999967648,0.03273383999999169,0.005532479999970974
Trondheim/audio/09,,0.0063488000000262446,0.004602880000021514,0.006190080000024523,,,,0.007301120000022365,0.0338073600000115,0.005713920000019357
Trondheim/audio/10,,0.005635199999964868,0.004085519999968312,0.005494319999968411,,,,0.0064804799999791385,0.030007439999991448,0.00507167999997904
Trondheim/video,0.009199039999998604,0.008116799999999813,0.007710959999998934,0.00798151999999952,0.009199039999998604,0.044856240000001435,0.044856240000001435,0.008928479999998018,0.04350344000000206,0.007575679999998641
Trondheim/video/01,,,0.0038674399999969467,0.006279839999999481,,,,0.007613440000000082,0.04912656000000304,0.006146479999999954
Trondheim/video/02,,,0.0055962399999973655,0.007795839999999998,,,,0.009266240000000536,0.06399776000000301,0.007647280000000478
Trondheim/video/03,,,0.007362639999996645,0.009411039999999815,,,,0.010978639999999373,0.11073656000000298,0.009251680000000206
Trondheim/video/04,,0.0050848000000005555,0.0036864800000007136,0.004957680000000408,,,,0.005847519999999662,0.027076560000001137,0.004576319999999967
Trondheim/video/05,,,0.004612160000000642,0.0062025600000019665,,,,0.007315840000003959,0.033875519999998716,0.005725440000002635
Trondheim/video/06,,,0.004440479999999525,0.005971679999998258,,,,0.007043519999996306,0.03261456000000251,0.0055123199999975725
Trondheim/video/07,,0.005430399999987401,0.003937039999989622,0.005294639999988249,,,,0.006244959999989419,0.028916879999997036,0.004887359999990792
Trondheim/video/08,,0.00553600000001353,0.004013600000011053,0.005397600000012659,,,,0.006366400000011652,0.029479200000000816,0.0049824000000100455
Trondheim/video/09,,0.005052799999997859,0.003663279999997826,0.004926479999998179,,,,0.005810719999999492,0.026906159999999346,0.004547519999999139
Trondheim/video/10,,,0.003876720000011602,0.005213520000012295,,,,0.006149280000009583,0.028473840000003747,0.00481248000000889
