,C0,C1,C11,C13,C17,C18,C19,C24,C27,C29
Trondheim/audio,0.010035199999990141,0.017616799999991883,0.019341599999989967,0.011289599999990685,0.006899199999992334,0.011446399999989865,0.009878399999990961,0.017616799999991883,0.019184799999990787,0.011289599999990685
Trondheim/audio/01,0.01236904000000294,0.01236904000000294,0.01411408000000236,0.010493840000002308,0.0006345599999946216,0.0053790400000046645,0.00680495999999664,0.01236904000000294,0.012759679999994944,0.00812592000000123
Trondheim/audio/02,0.01064008000000527,0.01064008000000527,0.01238512000000469,0.008764880000004638,0.0007797599999932459,0.006593360000003656,0.004308960000003026,0.01064008000000527,0.010896240000004553,0.008587360000003486
Trondheim/audio/03,0.011939360000006616,0.011939360000006616,0.013684400000006036,0.010064160000005984,0.0009099199999944574,0.008175120000004199,0.00560992000000482,0.011939360000006616,0.012198880000006795,0.009905120000006207
Trondheim/audio/04,0.009820799999999963,0.009979199999996524,0.011721599999994226,,0.0006335999999862452,0.011404800000001103,0.007286399999983928,0.009979199999996524,0.010295999999989647,0.008553599999991945
Trondheim/audio/05,0.009404159999988337,0.009555839999990212,0.011224319999989518,,0.000606720000007499,0.010920959999985769,0.006977280000000974,0.009555839999990212,0.009859199999993962,0.008190719999994656
Trondheim/audio/06,,0.009077039999979775,0.010661919999975566,,0.0005763199999933022,,0.006627679999979819,0.009077039999979775,0.009365199999976426,0.007780319999980634
Trondheim/audio/07,,0.00914759999999859,0.010744799999997667,,0.0005807999999944968,,0.006679199999993557,0.00914759999999859,0.009437999999995839,0.007840799999996761
Trondheim/audio/08,,0.009182880000018656,0.010786240000022929,,0.000583040000009305,,0.006704960000021742,0.009182880000018656,0.009474400000023309,0.007871040000019036
Trondheim/audio/09,,0.008613359999984027,0.010117279999981577,,0.0005468800000016927,,0.006289119999991044,0.008613359999984027,0.008886799999984873,0.007382879999987324
Trondheim/audio/10,,0.007630560000009723,0.008962880000012774,,0.00048448000001144464,,0.005571520000017927,0.007630560000009723,0.007872800000015445,0.006540480000012394
Trondheim/video,0.008739839999996946,0.015297119999997832,0.016799279999997196,0.009832319999997452,0.006008639999997456,0.009968879999997071,0.008603279999997326,0.015297119999997832,0.016662719999997577,0.009832319999997452
Trondheim/video/01,0.010818480000001074,0.010818480000001074,0.012321520000000419,0.009300080000000932,0.000546559999996532,0.0050425600000014725,0.005874799999997293,0.010818480000001074,0.01109175999999934,0.009300080000000932
Trondheim/video/02,0.009467040000002314,0.009467040000002314,0.010970080000001659,0.007948640000002172,0.0007670399999977207,0.006298800000001492,0.00431808000000089,0.009467040000002314,0.009717920000001712,0.007948640000002172
Trondheim/video/03,0.010677440000002036,0.010677440000002036,0.012180480000001381,0.009159040000001895,0.0008906399999979442,0.007635680000001699,0.005524480000000054,0.010677440000002036,0.010920320000000316,0.009159040000001895
Trondheim/video/04,,0.0083915999999995,0.009856799999999666,,0.0005328000000019983,,0.006127200000001665,0.0083915999999995,0.008658000000000499,0.007192800000000332
Trondheim/video/05,,0.008562960000002562,0.010058080000003855,,0.0005436800000069297,,0.006252320000008638,0.008562960000002562,0.008834800000006027,0.0073396800000047335
Trondheim/video/06,,0.008391600000010158,0.0098568000000121,,0.0005328000000019983,,0.00612720000000877,0.008391600000010158,0.008658000000011157,0.007192800000009214
Trondheim/video/07,,0.007811999999994157,0.009175999999992968,,0.0004959999999982756,,0.00570399999999438,0.007811999999994157,0.008059999999993295,0.006695999999994484
Trondheim/video/08,0.008625440000002982,0.00876456000000303,0.010294880000003559,,0.0005564800000001924,0.010016640000003463,0.006399520000002212,0.00876456000000303,0.009042800000003126,0.007512480000002597
Trondheim/video/09,0.006340319999992516,0.009046800000014343,0.010626400000017355,,0.0005744000000049709,0.007849919999991073,0.006605600000014533,0.009046800000014343,0.009334000000016829,0.007754400000013817
Trondheim/video/10,0.008417119999990064,0.008552879999989216,0.010046239999986994,,0.0005430399999966085,0.00977471999998869,0.006244959999989419,0.008552879999989216,0.00882439999998752,0.007331039999989741
