,C0,C6,C7,C12,C13,C17,C18,C21,C25,C27,C28,C29
Trondheim/audio,0.005648800000003007,0.00589440000000252,0.005403200000003494,0.0030700000000010164,0.009993120000007849,0.007537120000005615,0.03988999999999976,0.0042980000000021334,0.005771600000002763,0.008765120000006732,0.00909632000000471,0.0055260000000032505
Trondheim/audio/01,0.007156479999999021,0.00588944000000069,0.0044510399999992956,0.0005177599999939275,0.010393600000000447,0.007696000000002812,0.04909207999999765,0.0032371200000014255,0.005754559999999742,0.00904480000000163,0.007696000000002812,0.005496879999999038
Trondheim/audio/02,0.008948159999999206,0.007511759999999867,0.0075904799999975126,0.0006782400000027167,0.012394640000000123,0.009276240000001934,0.06470511999999928,0.00506984000000088,0.007355839999998892,0.010835440000001029,0.009276240000001934,0.0070771199999981604
Trondheim/audio/03,0.010482719999998835,0.009041839999998302,0.009125039999997142,0.0008573600000048032,0.013929199999999753,0.010810800000001564,0.11103087999999772,0.00660440000000051,0.008888159999997924,0.012370000000000658,0.010810800000001564,0.00861167999999779
Trondheim/audio/04,0.006399359999988974,0.005381279999980393,0.00479951999999173,0.0005987199999992754,0.009017279999994798,0.006108479999994643,0.03126959999998746,0.003199679999994487,0.005235839999983227,0.0075628799999947205,0.006253919999991808,0.004654079999994565
Trondheim/audio/05,0.006783040000016172,0.005703920000016183,0.005087280000012129,0.000542400000000498,0.009557920000020204,0.006474720000014145,0.03314440000001184,0.003391520000008086,0.005549760000015169,0.008016320000017174,0.006628880000015158,0.004933120000011115
Trondheim/audio/06,0.006452159999980722,0.005425679999973454,0.004839119999985542,0.0005987199999992754,0.009091679999983171,0.006158879999986766,0.031527599999989775,0.003226079999990361,0.005279039999976476,0.0076252799999849685,0.006305519999983744,0.004692479999988564
Trondheim/audio/07,0.005522880000000896,0.004644239999990418,0.004142160000000672,0.0005689600000096107,0.007782240000011598,0.005271840000006023,0.026986799999988875,0.002761440000000448,0.004518719999992982,0.00652704000000881,0.005397360000003459,0.004016640000003235
Trondheim/audio/08,0.006768960000016477,0.005692080000024191,0.005076720000012358,0.000517120000012028,0.009538080000012883,0.006461280000010561,0.03307560000001075,0.0033844800000082387,0.005538240000021233,0.007999680000011722,0.006615120000013519,0.0049228800000094
Trondheim/audio/09,0.005635520000026872,0.004738960000032932,0.004226640000020154,0.0005334399999981088,0.00794096000002753,0.005379360000020483,0.027537200000018913,0.002817760000013436,0.004610880000029738,0.006660160000024007,0.005507440000023678,0.00409856000001696
Trondheim/audio/10,0.006272639999991725,0.005274719999995625,0.004704479999993794,0.0005744000000049709,0.008838719999985756,0.005987519999990809,0.030650400000006073,0.0031363199999958624,0.005132159999995167,0.007413119999988282,0.006130079999991267,0.004561919999993336
Trondheim/video,0.006752799999993897,0.007046399999993014,0.00645919999999478,0.0036699999999960653,0.013122479999989167,0.008911039999990322,0.04697799999999752,0.005137999999995202,0.006899599999993455,0.01165447999999003,0.010267039999989791,0.006605999999994339
Trondheim/video/01,0.0077644799999951886,0.00636967999999527,0.0050872799999961416,0.0005635200000000395,0.010970799999991954,0.007887599999993,0.057263360000002095,0.003699839999995902,0.006215519999996033,0.009429199999992477,0.007887599999993,0.005914559999997238
Trondheim/video/02,0.009101919999995545,0.007669999999997401,0.006424719999996498,0.0007229600000009384,0.01230823999999231,0.009225039999993356,0.070804800000003,0.005037279999996258,0.007534399999997277,0.010766639999992833,0.009225039999993356,0.007251999999997594
Trondheim/video/03,0.010296879999994957,0.008835679999997126,0.00761967999999591,0.0008431200000007522,0.013503199999991722,0.010419999999992768,0.08288616000000282,0.00623223999999567,0.008714719999996845,0.011961599999992245,0.010419999999992768,0.008446959999997006
Trondheim/video/04,,0.005993439999997463,0.005483359999999493,0.0005100799999979699,0.009436479999999747,0.0068860799999992395,0.028691999999999496,0.004335679999998732,0.0058659199999979705,0.008161279999999493,0.007013599999998732,0.005610879999998986
Trondheim/video/05,0.00821184000001196,0.006892080000010736,0.006305520000008613,0.0005865600000021232,0.01085136000001441,0.007918560000010899,0.03299400000000574,0.004985760000007389,0.0067454400000102055,0.009384960000012654,0.00806520000001143,0.006452160000009144
Trondheim/video/06,,0.006640160000010553,0.006075040000006027,0.0005651200000045264,0.010454720000009132,0.007629120000007816,0.03178800000000592,0.0048035200000065,0.0064988800000094216,0.009041920000008474,0.007770400000008948,0.006216320000007158
Trondheim/video/07,,0.006365680000008922,0.005823920000004534,0.0005417600000043876,0.010022560000006564,0.007313760000005942,0.03047400000000522,0.00460496000000532,0.006230240000007825,0.008668160000006253,0.007449200000007039,0.005959360000005631
Trondheim/video/08,0.006536639999993099,0.005496719999992905,0.004902479999994824,0.0005967999999967333,0.009210719999991568,0.006239519999994059,0.03194039999999987,0.0032683199999965495,0.005348159999993385,0.007725119999992813,0.006388079999993579,0.004753919999995304
Trondheim/video/09,,0.005256960000004085,0.004688640000004796,0.0006057599999991226,0.008808960000010302,0.0059673600000067495,0.030547200000000885,0.003125760000003197,0.005114880000004263,0.007388160000008526,0.006109440000006572,0.004546560000004973
Trondheim/video/10,,0.005944559999996102,0.005438640000001271,0.0005059199999948305,0.00935952000000384,0.006829920000001266,0.028457999999993433,0.004300319999998692,0.005818079999997394,0.008094720000002553,0.006956399999999974,0.005565119999999979
