,C0,C3,C4,C6,C7,C10,C11,C14,C17,C20,C23,C24,C26
Trondheim/audio,0.01056959999998952,0.047392799999993684,0.009101599999990384,0.010129199999990846,0.008954799999990826,0.01086319999999219,0.011597199999989982,0.047392799999993684,0.010422799999989962,0.010275999999990404,0.008661199999991709,0.013211999999988677,0.012331199999991327
Trondheim/audio/01,0.008939840000000032,0.05294296000000287,0.007518239999999565,0.004529600000001466,0.007518239999999565,0.009936960000000994,0.008459359999999805,0.05294296000000287,0.007271039999999118,0.009081999999999368,0.0044069599999936315,0.011925200000000302,0.01271495999999317
Trondheim/audio/02,0.010125600000002066,0.06499352000000513,0.0087040000000016,0.006093360000001269,0.0087040000000016,0.011122720000003028,0.009645120000001839,0.06499352000000513,0.008392480000008362,0.010267760000001402,0.005506960000005279,0.013110960000002336,0.013900719999995204
Trondheim/audio/03,0.01174224000000379,0.07979656000000546,0.0102646400000026,0.007335359999999014,0.0102646400000026,0.006095199999993639,0.008607120000000634,0.07979656000000546,0.009978240000005911,0.011890000000004619,0.007186960000005627,0.013258720000003166,0.0045551999999950965
Trondheim/audio/04,,0.02751960000001219,0.0062016000000255644,0.005038800000029653,0.0062016000000255644,0.00710600000001449,0.006330800000029058,0.02751960000001219,0.005555600000043626,0.007622800000028462,0.0040052000000372345,,0.008398000000013894
Trondheim/audio/05,,0.0329212799999965,0.007418879999988803,0.00602783999998735,0.007418879999988803,0.008500799999993092,0.007573439999987386,0.0329212799999965,0.00664607999998168,0.009119039999987422,0.004791359999984479,,0.010046399999993127
Trondheim/audio/06,0.008528320000024792,0.031319520000010925,0.007057920000022477,0.0057345600000218155,0.007057920000022477,0.008087200000019834,0.00720496000002413,0.031319520000010925,0.006322720000028426,0.008675360000026444,0.004558240000022806,0.01146912000002942,0.009557600000022148
Trondheim/audio/07,0.01122432000001794,0.03026304000001545,0.006819840000019894,0.005541120000025046,0.006819840000019894,0.007814400000007993,0.0069619200000232695,0.03026304000001545,0.006109440000038546,0.008382720000021493,0.004404480000033573,0.01122432000001794,0.009235200000006216
Trondheim/audio/08,0.007906560000023433,0.02903616000001108,0.006543360000023313,0.005316480000026047,0.006543360000023313,0.00749760000001487,0.006679680000026167,0.02903616000001108,0.005861760000037464,0.008042880000026287,0.0042259200000316355,0.010632960000023672,0.00886080000001499
Trondheim/audio/09,0.009878160000027947,0.026633520000004296,0.00600192000001698,0.0048765600000137965,0.00600192000001698,0.006877200000019457,0.006126960000017334,0.026633520000004296,0.0053767200000152116,0.007377360000020872,0.0038762400000109665,0.009878160000027947,0.008127600000022994
Trondheim/audio/10,,0.02944511999999122,0.006635519999974804,0.005391359999975975,0.006635519999974804,0.0076031999999770505,0.006773759999973095,0.02944511999999122,0.005944319999969139,0.008156159999970214,0.004285439999975438,,0.00898559999997417
Trondheim/video,0.010304640000011744,0.04720112000000576,0.008873440000011001,0.009875280000009923,0.008730320000010394,0.01059088000000763,0.011306480000010666,0.04720112000000576,0.010161520000011137,0.01001840000001053,0.00844408000000918,0.012880800000012016,0.012022080000008373
Trondheim/video/01,0.009268640000000161,0.05361847999999547,0.00778303999999963,0.006148879999999579,0.00778303999999963,0.010056640000001948,0.008625440000001205,0.05361847999999547,0.007442399999998628,0.009417199999999681,0.004605359999995784,0.012388400000000743,0.012162000000000006
Trondheim/video/02,0.010746320000000864,0.06840175999999687,0.009260720000000333,0.007626560000000282,0.009260720000000333,0.011534320000002651,0.007410719999999316,0.06840175999999687,0.0089179200000018,0.010894880000000384,0.006080159999999779,0.013866080000001446,0.013639680000000709
Trondheim/video/03,0.011977440000000783,0.09569927999999805,0.010491840000000252,0.008857680000000201,0.010491840000000252,0.009399600000000063,0.006121759999997423,0.09569927999999805,0.010081600000001245,0.012126000000000303,0.007221359999999066,0.01323104000000086,0.007973519999998402
Trondheim/video/04,0.009543199999995977,0.025730399999996934,0.005798399999996207,0.004711199999995586,0.005798399999996207,0.006643999999997874,0.0059191999999956835,0.025730399999996934,0.005194399999993493,0.007127199999995781,0.0037447999999944415,0.009543199999995977,0.007851999999997972
Trondheim/video/05,,0.032665679999997366,0.007361279999983594,0.005981039999984006,0.007361279999983594,0.008434799999985643,0.007514639999982364,0.032665679999997366,0.006594479999979086,0.009048239999980723,0.004754159999983187,,0.009968399999984001
Trondheim/video/06,0.008695359999993713,0.03193295999999535,0.0071961599999923465,0.005846879999989341,0.0071961599999923465,0.008245599999998632,0.007346079999990707,0.03193295999999535,0.006446559999982782,0.008845279999992073,0.004647519999984695,0.011693759999996445,0.009744799999999998
Trondheim/video/07,,0.029990400000002637,0.006758400000009601,0.005491200000008689,0.006758400000009601,0.007744000000009521,0.006899200000010097,0.029990400000002637,0.0060544000000106735,0.008307200000011505,0.004364800000008273,,0.00915200000001093
Trondheim/video/08,0.007424000000007425,0.027263999999998845,0.0061440000000061445,0.0049920000000049924,0.0061440000000061445,0.007040000000007041,0.0062720000000062726,0.027263999999998845,0.0055040000000055045,0.007552000000007553,0.003968000000003968,0.009984000000009985,0.00832000000000832
Trondheim/video/09,,0.026701679999995065,0.006017279999980474,0.004889039999980582,0.006017279999980474,0.006894799999983547,0.006142639999978883,0.026701679999995065,0.005390479999974218,0.007396239999977183,0.0038861599999790997,,0.008148399999981848
Trondheim/video/10,,0.032887200000001116,0.007411199999992846,0.006021599999993299,0.007411199999992846,0.008491999999993283,0.007565599999992401,0.032887200000001116,0.0066391999999915186,0.009109599999991502,0.004786399999993307,,0.010035999999992384
