,C0,C2,C3,C5,C7,C9,C11,C12,C28
Trondheim/audio,0.005867519999995352,0.0033004799999964973,0.011137759999993335,0.004645119999995728,0.008529279999994088,0.006820319999995661,0.007187039999994482,0.05632191999999847,0.008407039999994481
Trondheim/audio/01,0.00870199999999599,0.0009384000000096648,0.009557679999996793,0.007137999999997646,0.00830648000000167,0.006681999999997856,0.0055530400000023405,0.06869560000000519,0.00815008000000006
Trondheim/audio/02,0.009887599999995444,0.0010604000000107305,0.010743279999996247,0.0083235999999971,0.009423280000000034,0.00764560000000003,0.006669840000000704,0.08086120000000463,0.009301279999998968
Trondheim/audio/03,0.011317919999992654,0.0012015200000092818,0.012173599999993456,0.00975391999999431,0.010891839999992214,0.009145119999995899,0.008138399999992885,0.11954688000000147,0.010750719999993663
Trondheim/audio/04,0.006470960000022785,0.0008260800000101653,0.006195600000019397,0.005094160000020054,0.0049564800000183595,0.004818800000016665,0.003579680000015628,0.04434839999999696,0.004818800000016665
Trondheim/audio/05,0.005944559999996102,0.0007588799999922458,0.005691599999998687,0.004679759999994815,0.004553279999996107,0.0044267999999973995,0.00328847999999482,0.04338191999999452,0.0044267999999973995
Trondheim/audio/06,0.0069672800000120105,0.0008894400000087899,0.006670800000009081,0.005484880000011572,0.005336640000010107,0.005188400000008642,0.0038542400000096677,0.04654735999999815,0.005188400000008642
Trondheim/audio/07,0.007467360000006806,0.0009532800000044972,0.007149600000005307,0.005878560000006416,0.005719680000005667,0.005560800000004917,0.004130880000005277,0.04988831999999377,0.005560800000004917
Trondheim/audio/08,0.007395920000021761,0.0009441600000172912,0.007081200000015997,0.005822320000021364,0.005664960000018482,0.0055076000000156,0.004091360000018085,0.0497665600000019,0.0055076000000156
Trondheim/audio/09,,0.0009187200000013718,0.006890400000010288,0.005665440000008459,0.005512320000008231,0.005359200000008002,0.003981120000005944,,0.005359200000008002
Trondheim/audio/10,,0.0008750400000110403,0.006562799999997537,0.005396080000004133,0.005250240000002293,0.005104400000000453,0.003791840000005209,,0.005104400000000453
Trondheim/video,0.006439679999999726,0.0036223199999998457,0.010324639999998553,0.005098079999999783,0.009203919999999144,0.010042479999999188,0.007546559999999758,0.06024327999999812,0.00906975999999915
Trondheim/video/01,0.008551119999998136,0.0008251199999946834,0.008080879999997848,0.00575271999999849,0.006966879999996678,0.005081919999998519,0.005309519999997292,0.0703763199999976,0.006829359999997564
Trondheim/video/02,0.010317919999998537,0.0010514399999976831,0.011257039999998497,0.008794719999999145,0.008534479999998013,0.009465519999999117,0.0068771199999986266,0.0856231199999975,0.008382159999998251
Trondheim/video/03,0.012772400000002904,0.0012018399999984553,0.014260160000002742,0.011268400000002288,0.012906560000002898,0.011118000000001516,0.011402560000002282,0.1239582400000021,0.012756160000002126
Trondheim/video/04,0.006925920000000474,0.0008841599999982463,0.0066312000000010585,0.005452319999999844,0.005304960000000136,0.0051576000000004285,0.0038313599999995063,0.04627103999999704,0.0051576000000004285
Trondheim/video/05,,0.00095376000000158,0.007153199999997639,0.005881519999999085,0.005722559999998822,0.005563599999998559,0.004132959999999741,,0.005563599999998559
Trondheim/video/06,0.00639200000000173,0.0008160000000074774,0.006119999999999237,0.005032000000003478,0.004896000000002232,0.004760000000000986,0.0035360000000039804,0.0434449600000022,0.004760000000000986
Trondheim/video/07,0.006433360000002608,0.0008212799999967046,0.0061596000000037066,0.005064560000000995,0.004927680000001544,0.004790800000002093,0.003558879999999931,0.04313703999999774,0.004790800000002093
Trondheim/video/08,0.0069785600000003,0.0008908800000000383,0.006681600000000287,0.005493760000000236,0.00534528000000023,0.0051968000000002235,0.003860480000000166,0.046622720000002005,0.0051968000000002235
Trondheim/video/09,,0.0007963199999991843,0.005972399999993883,,0.004777919999995106,0.004645199999995242,0.0034507199999964655,,0.004645199999995242
Trondheim/video/10,,0.0008342400000032058,0.006256799999995621,0.0051444799999984525,0.005005439999997918,0.004866399999997384,0.0036150399999996807,,0.004866399999997384
