,C0,C2,C5,C6,C9,C11,C13,C21,C29
Trondheim/audio,0.0011763200000132201,0.0010292800000115676,0.011991999999999337,0.006634080000008424,0.004925760000002555,0.0010292800000115676,0.004864960000002583,0.006335360000001344,0.0010292800000115676
Trondheim/audio/01,0.0010571200000093484,0.000923520000007727,0.008150879999988092,0.006927359999995275,0.005205599999989374,0.000923520000007727,0.0051582399999894335,0.006628639999988195,0.0008016000000097279
Trondheim/audio/02,0.0011899200000087262,0.001056320000007105,0.009478079999986733,0.008254559999993916,0.006531999999985771,0.001056320000007105,0.006485439999988074,0.007955839999986836,0.0009344000000091057
Trondheim/audio/03,0.0013126400000089689,0.0011790400000073475,0.012855519999980913,0.011484959999986444,0.010523839999983409,0.0011790400000073475,0.006595519999990529,0.009172959999986574,0.0010571200000093484
Trondheim/audio/04,0.0008870399999807432,0.0007603199999834942,0.005702399999989893,0.00456191999998623,0.0032947199999853183,0.0007603199999834942,0.004181759999994483,0.004181759999994483,0.0007603199999834942
Trondheim/audio/05,0.001018639999976756,0.0008731199999800765,0.006548399999992682,0.00523871999998704,0.003783519999984719,0.0008731199999800765,0.004656640000000323,0.004802159999997002,0.0008731199999800765
Trondheim/audio/06,0.0009469600000144851,0.0008116800000124158,0.006087600000007853,0.004870080000010546,0.0035172800000111692,0.0008116800000124158,0.004328960000002269,0.004464240000004338,0.0008116800000124158
Trondheim/audio/07,0.0009475200000110817,0.0008121600000094986,0.006091200000014396,0.004872960000014359,0.003519360000012739,0.0008121600000094986,0.004677119999996648,0.00446688000000961,0.0008121600000094986
Trondheim/audio/08,0.000893199999993044,0.0007655999999940377,0.005741999999983705,0.004593599999985543,0.0033175999999883743,0.0007655999999940377,0.0042623999999946705,0.004210799999988524,0.0007655999999940377
Trondheim/audio/09,0.0008965600000223617,0.0007684800000191672,0.005763600000030067,0.004610880000029738,0.0033300800000262143,0.0007684800000191672,0.004226640000020154,0.004226640000020154,0.0007684800000191672
Trondheim/audio/10,0.0008484000000166247,0.0007272000000142498,0.005454000000021608,0.00436320000002155,0.0031512000000191165,0.0007272000000142498,0.003999600000014425,0.003999600000014425,0.0007272000000142498
Trondheim/video,0.001086079999993217,0.0009503199999940648,0.007428159999996353,0.006349759999995541,0.004784639999996898,0.0009503199999940648,0.004590239999997081,0.006078239999997237,0.0009503199999940648
Trondheim/video/01,0.0009324000000034971,0.0007992000000029975,,0.006585440000002052,0.005161200000005195,0.0007992000000029975,0.0049693600000040306,0.0063269600000044335,0.0007992000000029975
Trondheim/video/02,0.0010532800000042641,0.0009200800000037646,,0.007781920000002884,0.006345360000006295,0.0009200800000037646,0.006165840000004863,0.007523440000005266,0.0009200800000037646
Trondheim/video/03,0.0012956800000001323,0.0012332800000027788,0.013339600000005447,0.011866560000004966,0.010512400000004973,0.0012332800000027788,0.0064136800000014205,0.009039360000004493,0.0011468800000002943
Trondheim/video/04,0.0009917600000033389,0.0008500800000028619,0.006543680000000052,0.005100480000001184,0.0036836800000017433,0.0008500800000028619,0.004533759999999276,0.004675439999999753,0.0008500800000028619
Trondheim/video/05,0.0009604000000074109,0.0008232000000063522,0.006174000000005009,0.004939200000006139,0.00356720000000621,0.0008232000000063522,0.004527600000002963,0.004527600000002963,0.0008232000000063522
Trondheim/video/06,0.0009463999999930195,0.0008111999999940167,0.006083999999997758,0.004867199999996075,0.0035151999999953887,0.0008111999999940167,0.0047104000000004476,0.004461599999999066,0.0008111999999940167
Trondheim/video/07,0.0008915200000032542,0.0007641600000027893,0.005731200000006709,0.0045849600000060775,0.0033113600000049814,0.0007641600000027893,0.004439039999997618,0.004202880000004683,0.0007641600000027893
Trondheim/video/08,0.000893199999993044,0.0007655999999940377,,0.004593599999996201,0.0033175999999954797,0.0007655999999940377,0.004083200000000176,0.004210799999999182,0.0007655999999940377
Trondheim/video/09,0.0008607199999914883,0.0007377599999927043,0.005727040000010675,0.0044265599999882,0.0031969599999897014,0.0007377599999927043,0.003934719999993064,0.004057679999991848,0.0007377599999927043
Trondheim/video/10,0.0008870400000056122,0.0007603200000048105,0.005702400000007657,0.004561920000007547,0.0032947200000066346,0.0007603200000048105,0.004085759999995275,0.004181760000005141,0.0007603200000048105
