,C0,C1,C6,C8,C13,C17,C18,C22
Trondheim/audio,0.0071060799999997926,0.008496400000002069,0.010041200000003414,0.009114319999998344,0.010041200000003414,0.008805360000000206,0.00741503999999793,0.04509375999999676
Trondheim/audio/01,0.005699119999999169,0.00705695999999989,0.008501519999999374,0.0053980000000031225,0.008501519999999374,0.008532160000001454,0.003456319999997959,0.049991679999997984
Trondheim/audio/02,0.006996879999999095,0.00841231999999792,0.007045120000000793,0.006701520000003569,0.007045120000000793,0.006126719999997476,0.004834719999998072,0.06291743999999966
Trondheim/audio/03,0.008592479999997238,0.010283919999995561,0.008971919999996913,0.009892719999999855,0.008971919999996913,0.008384719999991574,0.006816719999992671,0.07862503999999859
Trondheim/audio/04,0.005094160000020054,0.006333280000021091,0.007710080000023822,0.005369520000023442,0.007710080000023822,0.006608640000024479,0.0038550400000190166,0.029188160000003904
Trondheim/audio/05,0.004700480000025209,0.00584384000002558,0.00711424000002836,0.004954560000030028,0.00711424000002836,0.006097920000030399,0.003557120000024838,0.026932480000006365
Trondheim/audio/06,0.005878560000006416,0.007308480000006057,0.008897280000006447,0.0061963200000079155,0.008897280000006447,0.006037440000007166,0.004448640000006776,0.033682559999995476
Trondheim/audio/07,0.004978719999996883,0.006189759999998046,0.007535359999998548,0.005247839999995563,0.007535359999998548,0.006458879999996725,0.003767679999995721,0.02852671999999501
Trondheim/audio/08,0.005342800000022407,0.006642400000018256,0.00808640000001759,0.00563160000002938,0.00808640000001759,0.005487200000025894,0.004043200000026559,0.030612800000007212
Trondheim/audio/09,0.004972800000011546,0.006182400000014354,0.007526400000017475,0.00524160000001217,0.007526400000017475,0.006451200000014978,0.0037632000000087373,0.02849280000000931
Trondheim/audio/10,0.005304320000014684,0.006594560000010574,0.008028160000009166,0.005591040000020087,0.008028160000009166,0.005447680000017385,0.004014080000018794,0.030392320000004247
Trondheim/video,0.006833759999999245,0.008170800000000256,0.009656400000000787,0.008765039999998336,0.009656400000000787,0.008467919999999296,0.007130879999998285,0.046886719999999826
Trondheim/video/01,0.006119360000003127,0.007812480000003674,0.009351680000003526,0.006026480000002721,0.009351680000003526,0.005965440000002431,0.004309760000005269,0.05515320000000301
Trondheim/video/02,0.007398960000003285,0.009092080000003833,0.00807672000000359,0.007282480000002423,0.00807672000000359,0.006193120000000718,0.005542160000004515,0.06816160000000338
Trondheim/video/03,0.00867224000000455,0.010365360000005097,0.009479280000004309,0.00855304000000423,0.009479280000004309,0.007386800000000804,0.006810000000006866,0.08091888000000402
Trondheim/video/04,0.005277679999998952,0.006561439999998697,0.007987839999998414,0.0055629599999988955,0.007987839999998414,0.005420319999998924,0.003993919999999207,0.0302396800000011
Trondheim/video/05,0.0051444799999984525,0.006395839999996156,0.007786239999994393,0.005422559999999521,0.007786239999994393,0.005283519999998987,0.0038931200000007493,0.029476479999999583
Trondheim/video/06,0.005464160000006046,0.006793280000003676,0.008270080000002622,0.005759520000008678,0.008270080000002622,0.005611840000007362,0.004135040000008416,0.031308160000001806
Trondheim/video/07,0.005150399999994448,0.006403199999994058,0.00779519999999323,0.005428799999993572,0.00779519999999323,0.00528959999999401,0.0038975999999948385,0.02951039999999594
Trondheim/video/08,0.004531760000009655,0.005634080000007202,0.006858880000006451,0.004776720000013057,0.006858880000006451,0.005879040000010605,0.0034294400000121072,0.025965760000001836
Trondheim/video/09,0.00565063999999893,0.00702512000000155,0.008552320000003277,0.005956079999997144,0.008552320000003277,0.005803359999998037,0.00427615999999631,0.03237663999999896
Trondheim/video/10,0.0048543999999850485,0.006035199999985252,0.0073471999999839,0.005116799999981936,0.0073471999999839,0.00629759999998214,0.0036735999999848445,0.027814399999996908
