,C0,C3,C4,C8,C12,C15,C23,C24,C29
Trondheim/audio,0.004054400000008229,0.006226400000002741,0.006731200000004378,0.006226400000002741,0.0062968000000012125,0.0458816000000013,0.006371200000003796,0.006586400000003323,0.0027512000000093906
Trondheim/audio/01,0.00411935999999713,0.005092160000000234,0.005526559999992742,0.005092160000000234,0.005071039999990035,0.058321439999993174,0.005152479999992465,0.005374719999991839,0.0015184000000090236
Trondheim/audio/02,0.005308879999994076,0.007671999999999457,0.006740319999995137,0.007671999999999457,0.006350079999990044,0.07130767999999321,0.00640975999999327,0.006610239999993439,0.0016484800000107214
Trondheim/audio/03,0.006867839999994629,0.003954240000002329,0.011301279999983649,0.003954240000002329,0.004426319999996764,0.10009511999998821,0.009558239999986284,0.011143759999985292,0.0018571199999861676
Trondheim/audio/04,0.0029849600000062537,0.005211360000004106,0.004737599999998565,0.005211360000004106,0.005211360000004106,0.03347903999999602,0.005527200000003063,0.004579679999999087,0.0015791999999947848
Trondheim/audio/05,0.0030131199999914315,0.004427280000015799,0.0040248000000246975,0.004427280000015799,0.004427280000015799,0.028441920000005894,0.00469560000001934,0.003890640000022927,0.0013416000000177064
Trondheim/audio/06,0.0032348800000079336,0.004604159999985313,0.004185599999971146,0.004604159999985313,0.004604159999985313,0.029578239999999312,0.0048831999999805475,0.004046079999973529,0.001395199999976171
Trondheim/audio/07,0.002914559999993571,0.005192880000009836,0.004720800000029612,0.005192880000009836,0.005192880000009836,0.03336031999999989,0.0055076000000156,0.0045634400000267306,0.0015736000000288186
Trondheim/audio/08,0.003199679999994487,0.0052668000000082316,0.004788000000033321,0.0052668000000082316,0.0052668000000082316,0.03383520000000573,0.00558600000001519,0.004628400000029842,0.0015960000000347918
Trondheim/audio/09,0.0033387200000021267,0.004720319999982792,0.004291199999968853,0.004720319999982792,0.004720319999982792,0.030324479999997322,0.005006399999977873,0.004148159999971313,0.001430399999975407
Trondheim/audio/10,0.0031750399999879164,0.004728240000019923,0.004298400000038782,0.004728240000019923,0.004728240000019923,0.030375360000007845,0.005014800000026298,0.004155120000035595,0.0014328000000318752
Trondheim/video,0.003633279999998962,0.005579679999996756,0.006215359999998782,0.005579679999996756,0.005928159999999849,0.0429491199999994,0.005709439999996846,0.006085599999998692,0.00246543999999993
Trondheim/video/01,0.002796720000000974,0.006226879999998047,0.00539247999999759,0.006226879999998047,0.006274879999999428,0.05594831999999883,0.004837279999996724,0.005238079999998035,0.001543999999995549
Trondheim/video/02,0.005720320000001777,0.007552639999998334,0.006658719999997231,0.007552639999998334,0.007600639999999714,0.0693844799999983,0.006143199999996796,0.006524159999997892,0.0016785599999948886
Trondheim/video/03,0.00699808000000246,0.0036945600000013457,0.011233119999999985,0.0036945600000013457,0.0037403199999967995,0.0985588799999988,0.0093015999999988,0.011076160000000002,0.0018585599999987323
Trondheim/video/04,0.003053600000001211,0.0049183199999998095,0.004471200000001119,0.0049183199999998095,0.0049183199999998095,0.03159647999999926,0.005216400000000121,0.004322160000000963,0.0014904000000015571
Trondheim/video/05,0.002995519999998919,0.004781039999997461,0.004346400000002859,0.004781039999997461,0.004781039999997461,0.030714559999999835,0.005070799999998599,0.00420152000000229,0.00144880000000569
Trondheim/video/06,0.0028142399999993017,0.004754639999998034,0.0043223999999852936,0.004754639999998034,0.004754639999998034,0.030544959999996735,0.005042799999994685,0.004178319999986968,0.0014407999999832555
Trondheim/video/07,0.003071200000000829,0.004981679999993105,0.004528799999988564,0.004981679999993105,0.004981679999993105,0.0320035199999964,0.005283599999991395,0.004377839999989419,0.0015095999999914511
Trondheim/video/08,0.003182079999994869,0.004482719999998608,0.004075199999988399,0.004482719999998608,0.004482719999998608,0.02879808000000139,0.00475439999999594,0.003939359999989733,0.0013583999999866592
Trondheim/video/09,0.0028776000000050317,0.004210799999999182,0.003827999999991505,0.004210799999999182,0.004210799999999182,0.027051199999998943,0.0044659999999971944,0.0037003999999924986,0.0012759999999900629
Trondheim/video/10,0.0031451200000063295,0.005171759999999637,0.004701599999997086,0.005171759999999637,0.005171759999999637,0.0332246399999967,0.005485199999998969,0.00454487999999742,0.0015671999999966602
