,C0,C2,C3,C4,C6,C9,C10,C11,C14,C18,C19,C23,C24,C27,C29
Trondheim/audio,0.003147040000001766,0.003147040000001766,0.003147040000001766,0.00447848000000306,,0.007676400000001138,0.006788160000002819,0.006425040000003435,0.007676400000001138,0.006425040000003435,0.004357440000003265,,0.006425040000003435,0.007676400000001138,0.0030260000000019716
Trondheim/audio/01,0.0036150399999996807,0.0036150399999996807,0.0036150399999996807,0.005625840000000437,,0.008969600000000355,0.00799632000000372,0.007579200000002118,0.008969600000000355,0.007579200000002118,0.005442399999999736,,0.007579200000002118,0.008969600000000355,0.00048320000000501295
Trondheim/audio/02,0.006555040000002066,0.006555040000002066,0.006555040000002066,0.0085360800000025,0.012821120000005237,0.009865920000002859,0.010924000000006373,0.010013680000003689,0.009865920000002859,0.010013680000003689,0.008352640000001799,0.012821120000005237,0.010013680000003689,0.009865920000002859,0.0006529600000071412
Trondheim/audio/03,0.005064959999998564,0.005064959999998564,0.005064959999998564,0.0070459999999989975,,0.010412080000001822,0.009421440000000558,0.00899688000000154,0.010412080000001822,0.00899688000000154,0.006862559999998297,,0.00899688000000154,0.010412080000001822,0.0007943200000006811
Trondheim/audio/04,0.003542240000015795,0.003542240000015795,0.003542240000015795,0.005040880000017012,,0.007765680000012765,0.006675760000021569,0.006403280000014888,0.007765680000012765,0.006403280000014888,0.005177120000020352,,0.006403280000014888,0.007765680000012765,0.0004902400000048601
Trondheim/audio/05,0.003954079999999749,0.003954079999999749,0.003954079999999749,0.005626960000000736,,0.008668560000003822,0.0074519200000011665,0.007147760000002279,0.008668560000003822,0.007147760000002279,0.00577904000000018,,0.007147760000002279,0.008668560000003822,0.0006316799999979139
Trondheim/audio/06,0.0035942399999839836,0.0035942399999839836,0.0035942399999839836,0.005114879999979394,,0.007879679999973632,0.006773759999973095,0.006497279999976513,0.007879679999973632,0.006497279999976513,0.0052531199999776845,,0.006497279999976513,0.007879679999973632,0.0005391999999915242
Trondheim/audio/07,0.003280160000002752,0.003280160000002752,0.003280160000002752,0.004667920000002823,,0.007191120000001661,0.006181840000003547,0.005929520000002242,0.007191120000001661,0.005929520000002242,0.0047940800000034756,,0.005929520000002242,0.007191120000001661,0.0005545600000118611
Trondheim/audio/08,0.0032926399999837486,0.0032926399999837486,0.0032926399999837486,0.004685679999980152,,0.00721847999997749,0.0062053599999742914,0.005952079999978821,0.00721847999997749,0.005952079999978821,0.004812319999977888,,0.005952079999978821,0.00721847999997749,0.0005196799999964696
Trondheim/audio/09,0.0033862399999833315,0.0033862399999833315,0.0033862399999833315,0.004818879999980652,,0.007423679999980948,0.006381759999975145,0.0061212799999808,0.007423679999980948,0.0061212799999808,0.004949119999977825,,0.0061212799999808,0.007423679999980948,0.0005494399999861344
Trondheim/audio/10,0.0035547199999967916,0.0035547199999967916,0.0035547199999967916,0.005058639999994341,,0.0077930399999885935,0.006699279999992314,0.006425839999991467,0.0077930399999885935,0.006425839999991467,0.005195359999994764,,0.006425839999991467,0.0077930399999885935,0.0006223999999974694
Trondheim/video,0.0036961599999969508,0.0036961599999969508,0.0036961599999969508,0.005259919999996754,,0.009544879999998201,0.007527679999995485,0.007101199999997476,0.009544879999998201,0.007101199999997476,0.005117759999997418,,0.007101199999997476,0.009544879999998201,0.0035539999999976146
Trondheim/video/01,0.0034195200000013415,0.0034195200000013415,0.0034195200000013415,0.005432880000002527,,0.00874320000000317,0.00782256000000281,0.007428000000002655,0.00874320000000317,0.007428000000002655,0.005290720000003191,,0.007428000000002655,0.00874320000000317,0.0005113599999972962
Trondheim/video/02,0.004668480000001196,0.004668480000001196,0.004668480000001196,0.006681840000002381,,0.009997680000003228,0.009060480000002258,0.008682480000002712,0.009997680000003228,0.008682480000002712,0.006539680000003045,,0.008682480000002712,0.009997680000003228,0.0006644799999993012
Trondheim/video/03,0.006338400000002409,0.006338400000002409,0.006338400000002409,0.008179920000003449,,0.01147592000000408,0.010598240000003756,0.009638320000004086,0.01147592000000408,0.009638320000004086,0.008037760000004113,,0.009638320000004086,0.01147592000000408,0.0007941599999998772
