,C0,C1,C2,C5,C7,C13,C17,C22,C23,C25,C27
Trondheim/audio,0.0038400000000038403,0.01121360000000493,0.0040000000000048885,0.011053600000003883,0.0064552000000013265,0.012653600000003706,0.011533600000007027,0.0024000000000050647,0.0040000000000048885,0.00852800000000542,0.0038400000000038403
Trondheim/audio/01,0.004180399999999196,0.007160639999995055,0.0005207999999967683,0.007027119999996501,0.005620799999999093,0.008467119999995276,0.007427679999992165,0.0008011199999913288,0.00048735999999394153,0.007436719999997621,0.004180399999999196
Trondheim/audio/02,0.005506639999996565,0.010404959999995356,0.0009285599999948602,0.010245679999997037,0.007013039999996806,0.011845679999996861,0.010723519999991993,0.001089199999988466,0.0006760799999980804,0.009055279999998334,0.005506639999996565
Trondheim/audio/03,0.0069953599999976745,0.011898879999996836,0.0012144799999944667,0.011747839999998178,0.005788880000000773,0.013347839999998001,0.012200959999994154,0.001240239999987125,0.000849839999997215,0.01309823999999793,0.0069953599999976745
Trondheim/audio/04,0.002692800000005491,0.0069409599999872285,0.0004934400000138339,0.0069409599999872285,0.003916800000006049,0.008534559999986868,0.007259679999982893,0.0009561599999869941,0.0004934400000138339,0.005736959999985913,0.002692800000005491
Trondheim/audio/05,0.002784320000003504,0.006954319999991299,0.0005004799999994702,0.006954319999991299,0.0040499200000070346,0.008545519999991313,0.0072725599999898805,0.0009547199999957456,0.0005004799999994702,0.00572831999999579,0.002784320000003504
Trondheim/audio/06,0.00316800000000228,0.004965120000008483,0.0005516800000009425,0.004965120000008483,0.004608000000004608,0.006344320000010839,0.005240960000008954,0.0008711999999917452,0.0005516800000009425,0.005227199999993104,0.00316800000000228
Trondheim/audio/07,0.002650559999992197,0.004821120000009671,0.0005356800000129169,0.004821120000009671,0.00385535999998865,0.006160320000006436,0.0050889600000161295,0.0008529600000173332,0.0005356800000129169,0.005117760000018734,0.002650559999992197
Trondheim/audio/08,0.004270079999990628,0.005337599999982956,0.0021350399999917613,0.005337599999982956,0.005604479999988143,0.006671999999980471,0.005604479999981038,0.000800639999994246,0.0021350399999917613,0.004803839999986792,0.004270079999990628
Trondheim/audio/09,0.0033316800000022795,0.005091840000005732,0.0005657600000006369,0.005091840000005732,0.004846080000000086,0.006506240000007324,0.00537472000000605,0.0009321600000049557,0.0005657600000006369,0.005592960000008418,0.0033316800000022795
Trondheim/audio/10,0.0038707200000018815,0.004838399999975707,0.0019353599999831772,0.004838399999975707,0.00508032000000469,0.006047999999978515,0.005080319999969163,0.0007257599999803688,0.0019353599999831772,0.004354559999988794,0.0038707200000018815
Trondheim/video,0.003532800000002112,0.009342400000001305,0.003680000000002792,0.010730399999999918,0.00624559999999974,0.01226559999999921,0.009636800000002665,0.0022080000000030964,0.003680000000002792,0.008030320000001367,0.003532800000002112
Trondheim/video/01,0.002721199999999868,0.00868223999999529,0.0005207999999985446,0.0070567199999960195,0.005745119999998494,0.008591919999995312,0.008989279999994437,0.000921119999997444,0.0005142400000011094,0.007223919999997719,0.002721199999999868
Trondheim/video/02,0.00428543999999853,0.009819039999998225,0.0006447999999981135,0.009698719999997607,0.00697423999999458,0.0112339199999969,0.01005967999999946,0.0010414399999980617,0.0007668000000009556,0.00839391999999961,0.00428543999999853
Trondheim/video/03,0.008468399999999932,0.011497439999995862,0.0009230399999982097,0.011337519999996104,0.009984400000000448,0.01293671999999546,0.011817279999995378,0.00123335999999874,0.0009210400000014829,0.01278951999999478,0.008468399999999932
Trondheim/video/04,0.003939839999997474,0.004380479999996467,0.0004867199999978311,0.004380479999996467,0.005171039999996907,0.005597279999996374,0.004623839999995383,0.000738719999997528,0.0004867199999978311,0.004432319999995826,0.003939839999997474
Trondheim/video/05,0.0031415999999993005,0.006606080000000958,0.0005331200000000536,0.006606080000000958,0.0045695999999999515,0.008073280000001404,0.006899520000001047,0.0008803200000002676,0.0005331200000000536,0.005281920000001605,0.0031415999999993005
Trondheim/video/06,0.0027720000000002187,0.004628159999999326,0.0005142400000011094,0.004628159999999326,0.004031999999998703,0.005913759999998547,0.004885279999999881,0.0008548800000056644,0.0005142400000011094,0.005129280000002012,0.0027720000000002187
Trondheim/video/07,0.002916320000004191,0.0066868799999895145,0.0005283200000008037,0.0066868799999895145,0.00424192000000545,0.008191679999988821,0.006987839999986534,0.0009028799999910575,0.0005283200000008037,0.005417279999988978,0.002916320000004191
Trondheim/video/08,0.003036000000001593,0.004412160000011767,0.0004902400000048601,0.004412160000011767,0.00441600000000264,0.005637760000013259,0.004657280000014197,0.0008385599999982674,0.0004902400000048601,0.005031360000000262,0.003036000000001593
Trondheim/video/09,0.003102880000000141,0.007187279999996576,0.0006259200000044984,0.007187279999996576,0.004513280000001174,0.008784879999996775,0.0075067999999944846,0.0009585599999937244,0.0006259200000044984,0.005751359999994321,0.003102880000000141
Trondheim/video/10,0.0028300800000025106,0.004478400000003546,0.0004976000000027625,0.004478400000003546,0.004116480000003975,0.005722400000003347,0.0047272000000049275,0.0008078399999931207,0.0004976000000027625,0.004847039999990699,0.0028300800000025106
