,C0,C3,C8,C12,C14,C18,C19,C20,C24,C28,C29
Trondheim/audio,0.006800639999994473,0.011067839999988394,0.015154559999988493,0.011222399999986976,0.008809919999990257,0.008809919999990257,0.007264319999990221,0.011067839999988394,0.008655359999991674,0.00834623999999451,0.006800639999994473
Trondheim/audio/01,0.006586079999998162,0.007978399999998942,0.010682719999998369,0.00812863999999891,0.004546080000000785,0.005885280000001103,0.0009014399999998091,0.007978399999998942,0.0043815999999949895,0.004752959999997586,0.006586079999998162
Trondheim/audio/02,0.007769439999997019,0.009301279999998968,0.012005599999998395,0.009435199999998645,0.007208160000001129,0.007208160000001129,0.0010353599999994856,0.009301279999998968,0.005602079999995624,0.0060703199999956325,0.007769439999997019
Trondheim/audio/03,0.009152879999998476,0.010016960000001518,0.013343039999998751,0.010772479999999973,0.008679360000002134,0.008545600000001485,0.0011691200000001345,0.010016960000001518,0.007234720000003136,0.008545600000001485,0.009152879999998476
Trondheim/audio/04,0.0054062399999992294,0.007397039999986532,0.008151839999989363,0.007397039999986532,0.0036230399999936935,0.0057364799999888305,0.0009057599999948707,0.007397039999986532,0.0030641599999938762,0.0031768000000056418,0.0054062399999992294
Trondheim/audio/05,0.0050702400000091075,0.006554239999971401,0.0072230399999853034,0.006554239999971401,0.0032102399999871523,0.005082879999974921,0.0008025599999825772,0.006554239999971401,0.004681599999983632,0.003203200000001516,0.0050702400000091075
Trondheim/audio/06,0.005127359999988812,0.006079919999983474,0.006700319999985993,0.006079919999983474,0.0029779199999921957,0.004715039999986459,0.0007444799999944962,0.006079919999983474,0.004342799999989211,0.003115199999996321,0.005127359999988812
Trondheim/audio/07,0.005560799999983601,0.007397039999986532,0.008151839999989363,0.007397039999986532,0.0036230399999936935,0.0057364799999888305,0.0009057599999948707,0.007397039999986532,0.0031433599999957096,0.00346720000000289,0.005560799999983601
Trondheim/audio/08,0.0058531199999976025,0.007440160000015794,0.0081993600000132,0.007440160000015794,0.003644160000007446,0.0057699200000129736,0.0009110400000054142,0.007440160000015794,0.0028247999999990725,0.0028740799999980027,0.0058531199999976025
Trondheim/audio/09,0.005150880000002189,0.007055999999998619,0.0077760000000068885,0.007055999999998619,0.0034559999999999036,0.005471999999997479,0.0008639999999928705,0.007055999999998619,0.002738559999997392,0.002777280000003657,0.005150880000002189
Trondheim/audio/10,0.005883359999998561,0.00647975999999062,0.007140959999993868,0.00647975999999062,0.0031737599999956956,0.005025119999992,0.0007934399999953712,0.00647975999999062,0.004628399999994315,0.0029444799999964744,0.005883359999998561
Trondheim/video,0.006057919999996386,0.009780799999996148,0.01259791999999571,0.009918479999996066,0.007847759999995318,0.007847759999995318,0.00647095999999614,0.009780799999996148,0.007710079999995401,0.007434719999995565,0.006057919999996386
Trondheim/video/01,0.006316159999999016,0.007545999999999609,0.008826319999998944,0.007674240000000054,0.003932159999997964,0.005468959999998191,0.0007694400000026747,0.007545999999999609,0.004561200000001264,0.004827279999998879,0.006316159999999016
Trondheim/video/02,0.00750943999999798,0.009108239999999768,0.012053599999999776,0.009261920000000146,0.00703119999999835,0.00703119999999835,0.0010503200000027135,0.009108239999999768,0.006136959999999192,0.007323999999998776,0.00750943999999798
Trondheim/video/03,0.008802879999997515,0.010015599999997349,0.013468959999999086,0.01066623999999905,0.008589199999997632,0.00844655999999766,0.0011929600000026852,0.010015599999997349,0.00750960000000056,0.008739359999998086,0.008802879999997515
Trondheim/video/04,0.006353760000003206,0.0058956800000089515,0.006497280000006711,0.0058956800000089515,0.002887680000004167,0.004572160000007486,0.0007219200000037063,0.0058956800000089515,0.004211200000005633,0.0033246399999988796,0.006353760000003206
Trondheim/video/05,0.005429760000005501,0.005883919999984499,0.006484319999991328,0.005883919999984499,0.002881919999992988,0.004563039999986529,0.0007204799999911415,0.005883919999984499,0.004202799999990958,0.002661119999999073,0.005429760000005501
Trondheim/video/06,0.005053439999997522,0.006334720000001681,0.006981120000006058,0.006334720000001681,0.0031027200000011135,0.004912640000000579,0.0007756799999967257,0.006334720000001681,0.002847679999995023,0.003261280000003808,0.005053439999997522
Trondheim/video/07,0.005748960000005354,0.007463680000018513,0.008225280000011992,0.007463680000018513,0.0036556800000084877,0.005788160000015807,0.0009139200000092274,0.007463680000018513,0.0031345599999994533,0.0027948799999961693,0.005748960000005354
Trondheim/video/08,0.005268480000005127,0.006444480000002528,0.007102080000002786,0.006444480000002528,0.0031564800000012383,0.004997760000001961,0.0007891200000003096,0.006444480000002528,0.003062399999997467,0.0031451200000063295,0.005268480000005127
Trondheim/video/09,0.005288639999996292,0.006181840000003547,0.006812639999999703,0.006181840000003547,0.003027840000001447,0.0047940800000034756,0.0007569600000039145,0.006181840000003547,0.004415600000001518,0.00268224000000572,0.005288639999996292
Trondheim/video/10,0.0058463999999958105,0.007667520000012473,0.008449920000007438,0.007667520000012473,0.0037555200000056743,0.005946240000010761,0.0009388800000067477,0.007667520000012473,0.002940960000003656,0.00275615999999701,0.0058463999999958105
