,C0,C1,C2,C10,C11,C15,C22,C24,C25,C26,C27
Trondheim/audio,0.003939519999995866,0.004091039999995161,0.006246559999997459,0.006246559999997459,0.005606239999995211,0.003939519999995866,0.006060799999993094,0.00763375999999738,0.0024243199999958165,0.006398079999996753,0.010671039999994747
Trondheim/audio/01,0.003889199999999704,0.0005551999999937607,0.0050417600000010054,0.0050417600000010054,0.0044014399999987575,0.0005078399999973726,0.004748479999996391,0.006428960000000927,0.0007478399999953922,0.0051664000000002375,0.009466239999998294
Trondheim/audio/02,0.005191279999998244,0.000704559999999077,0.006443040000000622,0.006443040000000622,0.005802719999998374,0.0006321599999985494,0.006206079999994785,0.007830240000000543,0.0009569599999927902,0.006581759999999548,0.01086751999999791
Trondheim/audio/03,0.006731519999998881,0.0008279199999989828,0.011039759999999177,0.011039759999999177,0.007417839999998677,0.0007773600000007264,0.007904080000002978,0.009445360000000846,0.0012200000000035516,0.011199200000000076,0.012634159999997507
Trondheim/audio/04,0.002754400000000601,0.0005833600000073602,0.0040019200000216415,0.0040019200000216415,0.0049640800000005925,0.00048000000001025,0.0051440000000155806,0.006529280000016513,0.0009235200000148325,0.004155840000024114,0.00822240000002239
Trondheim/audio/05,,0.002124320000007174,0.003248960000007628,0.003248960000007628,0.003373920000008468,0.001999360000006334,0.003748800000010988,0.004873440000011442,0.0007497600000050397,0.003373920000008468,0.006248000000013576
Trondheim/audio/06,,0.0005107199999940804,0.0034236800000115863,0.0034236800000115863,0.0028089599999958637,0.0006156800000098883,0.003447359999988464,0.004596479999989356,0.0007900800000157915,0.0035553600000142183,0.006000959999987288
Trondheim/audio/07,,0.0021161599999786063,0.003236479999983999,0.003236479999983999,0.0033609599999806505,0.0019916799999819546,0.0037343999999706057,0.004854719999975998,0.0007468799999799103,0.0033609599999806505,0.006223999999974694
Trondheim/audio/08,0.002661119999999073,0.0006323199999940243,0.003868799999992234,0.003868799999992234,0.0034777599999955555,0.0005641600000103608,0.003667040000010502,0.004936400000005392,0.0008927999999883696,0.004017599999990296,0.006487840000005463
Trondheim/audio/09,,0.0005769599999894126,0.0034923200000065435,0.0034923200000065435,0.0031732799999986128,0.0004863999999997759,0.0031615999999985434,0.004255999999998039,0.0008059200000047895,0.0036266400000073418,0.005593599999997423
Trondheim/audio/10,,0.0005068799999889961,0.0036379200000169476,0.0036379200000169476,0.002787839999996322,0.0006326399999920795,0.0034214399999825673,0.00456191999998623,0.0008395200000137493,0.003777840000019239,0.005955839999984391
Trondheim/video,0.003664959999998274,0.0038059199999977977,0.006146080000000609,0.006146080000000609,0.005215519999998364,0.003664959999998274,0.005638399999996935,0.007482080000000835,0.002255359999997708,0.0062870400000001325,0.010090720000000886
Trondheim/video/01,0.004388720000001456,0.0005433600000017691,0.005393600000003218,0.005393600000003218,0.004463040000000973,0.0005507199999996715,0.0049198399999994535,0.006729600000003444,0.0008966399999970065,0.005543040000002719,0.009338240000003495
Trondheim/video/02,0.00595816000000049,0.000774880000003364,0.006713760000003788,0.006713760000003788,0.005783200000001543,0.0006875999999991222,0.006176640000001399,0.008049760000004014,0.0010302399999968515,0.006847360000003633,0.010658400000004065
Trondheim/video/03,0.007432959999999156,0.0009310400000028807,0.010552080000001851,0.010552080000001851,0.007030320000000145,0.0008431999999967132,0.007391439999997473,0.009296880000002616,0.0011557599999960644,0.010677600000001064,0.011905520000002667
Trondheim/video/04,0.0026980800000018235,0.0005772800000016787,0.0038396799999986797,0.0038396799999986797,0.0047625600000014146,0.0005900800000020467,0.005247519999999284,0.0065766400000004666,0.0008860799999972357,0.003987359999998219,0.008201120000000728
Trondheim/video/05,,0.0005065600000051518,0.0035484799999920824,0.0035484799999920824,0.002786079999999913,0.0005478399999958583,0.0035609599999943953,0.004793599999995735,0.0008188799999899743,0.0036849599999904115,0.006300159999995003
Trondheim/video/06,,0.0006393599999938715,0.0033841600000101835,0.0033841600000101835,0.003516479999994715,0.0005139200000030542,0.003340480000005641,0.004496800000005408,0.0007809600000072692,0.003514320000011395,0.005910080000006701
Trondheim/video/07,,0.0005587200000007897,0.0035484799999920824,0.0035484799999920824,0.003072959999997238,0.0005673600000051238,0.0036878400000048828,0.0049644000000022,0.0008188799999899743,0.0036849599999904115,0.00652464000000208
Trondheim/video/08,0.0034267200000002163,0.000621760000001359,0.003924959999991984,0.003924959999991984,0.0049209599999961995,0.00054912000000229,0.005184079999992264,0.006542719999991675,0.0009057599999948707,0.004075919999991129,0.008203279999989377
Trondheim/video/09,,0.0005260800000002064,0.0035214400000072033,0.0035214400000072033,0.002893440000001135,0.0006278400000070405,0.003551040000001393,0.0047347200000018574,0.0008126400000065814,0.0036568800000083,0.006181440000002425
Trondheim/video/10,0.003113439999999912,0.0005132800000069437,0.003739840000001493,0.003739840000001493,0.004544320000000823,0.0006127999999989697,0.005252399999999824,0.006546960000001434,0.0008630399999987048,0.0038836800000012772,0.008129200000002612
