,C0,C1,C3,C7,C10,C11,C12,C16,C20,C22,C24,C28,C29
Trondheim/audio,0.004242559999994455,0.046396959999999154,0.01443727999999922,0.04473023999999981,0.010489199999991428,0.008485119999996016,0.006666879999997377,0.046396959999999154,0.036970879999998374,0.01443727999999922,0.010012639999992246,0.012176159999999214,0.004242559999994455
Trondheim/audio/01,0.003530240000010565,0.05473696000000672,0.012096320000004823,0.05281584000000805,0.00887576000000223,0.007060480000010472,0.004488240000000587,0.05473696000000672,0.04531088000000594,0.012096320000004823,0.009574720000003367,0.010136560000002959,0.003530240000010565
Trondheim/audio/02,0.004957359999995248,0.06796712000000582,0.01354807999999963,0.06610760000000582,0.01024695999999281,0.004216720000002283,0.005957840000000658,0.06796712000000582,0.05854104000000504,0.01354807999999963,0.006658959999999325,0.011569359999992201,0.004957359999995248
Trondheim/audio/03,0.006541120000008505,0.0821688000000087,0.01675856000000664,0.10782208000001248,0.012217920000011873,0.006152080000010329,0.007274639999998556,0.0821688000000087,0.09855872000000687,0.01675856000000664,0.00827368000000206,0.013637120000012715,0.006541120000008505
Trondheim/audio/04,0.004029759999994553,,,0.03497255999999993,0.009786559999994893,0.003617280000000278,0.002745599999997239,,0.03550840000000477,,0.00512447999999921,0.011225759999994978,0.004029759999994553
Trondheim/audio/05,0.0034272000000186154,0.028396800000002997,0.010526400000017588,0.029743200000005743,0.008323200000020847,0.006854400000015914,0.005385600000010982,0.028396800000002997,0.02986560000000793,0.010526400000017588,0.008078400000016472,0.009547200000021405,0.0034272000000186154
Trondheim/audio/06,0.003595200000006571,0.02978879999999151,0.01104239999999379,0.031201199999991047,0.008731199999999717,0.007190399999998931,0.005649599999998145,0.02978879999999151,0.0313295999999923,0.01104239999999379,0.008474399999997217,0.010015199999998003,0.003595200000006571
Trondheim/audio/07,0.0037743999999833022,0.03127359999999868,0.01145799999999042,0.03275639999999669,0.00916639999998381,0.00741399999999004,0.0033017599999993763,0.03127359999999868,0.034089999999999065,0.01145799999999042,0.008761999999990167,0.010514399999983937,0.0037743999999833022
Trondheim/audio/08,0.0037071999999795935,0.030716799999993327,0.011386399999963714,0.032173199999988356,0.009003199999966682,0.007414399999973398,0.005825599999980113,0.030716799999993327,0.03230559999998661,0.011386399999963714,0.00873839999997017,0.010327199999963455,0.0037071999999795935
Trondheim/audio/09,0.0035974400000071682,0.029807359999999505,0.011049280000008821,0.0312206400000008,0.008736640000009288,0.007194880000007231,0.0029356799999931127,0.029807359999999505,0.03134912000000156,0.011049280000008821,0.008479680000007761,0.010021440000009818,0.0035974400000071682
Trondheim/audio/10,0.003812479999979246,,,0.03308687999999904,0.0092588799999902,0.0031334400000133655,0.003238400000000752,,0.03248688000000044,,0.004439040000015382,0.010620479999992938,0.003812479999979246
Trondheim/video,0.0037161599999997463,0.042868560000002276,0.012195599999998308,0.041408640000001995,0.009887519999999483,0.007432320000001269,0.005839680000001124,0.042868560000002276,0.03238368000000236,0.012195599999998308,0.008759520000001686,0.011663279999995169,0.0037161599999997463
Trondheim/video/01,0.0037161599999997463,0.052424400000003146,0.012249760000003107,0.050964480000002865,0.009024960000001414,0.003536640000000091,0.004964719999998479,0.052424400000003146,0.04193952000000323,0.012249760000003107,0.005828240000001372,0.010352160000001831,0.0037161599999997463
Trondheim/video/02,0.006796799999992942,,,0.10773440000000178,0.012694399999990225,0.0051611200000021284,0.006332479999997531,,0.08499424000000211,,0.007374000000002212,0.014168799999989545,0.006796799999992942
Trondheim/video/03,0.00512112000000009,0.06598728000000342,0.010539760000003895,0.0645561600000022,0.010545119999997965,0.006350080000002478,0.007041680000000383,0.06598728000000342,0.055502400000003504,0.010539760000003895,0.008562960000002562,0.011901119999997434,0.00512112000000009
Trondheim/video/04,0.003953599999999113,,,0.03431160000000055,0.009601599999999877,0.0031315199999966126,0.0027895999999998367,,0.033182000000000045,,0.004436319999996385,0.011013600000000068,0.003953599999999113
Trondheim/video/05,0.003557119999989311,,,0.030870719999992247,0.008638719999986222,0.006987199999990423,0.003085280000000523,,0.03174087999999742,,0.008257599999989651,0.00990911999998545,0.003557119999989311
Trondheim/video/06,0.0036332800000025145,,,0.031531680000000506,0.008823680000006107,0.0032198400000069682,0.0034460800000033487,,0.0317136799999993,,0.004561440000006911,0.010121280000007005,0.0036332800000025145
Trondheim/video/07,0.0034227199999961044,0.028359679999997667,0.010390399999995026,0.029704319999996898,0.0083123199999946,0.0067231999999961545,0.0027931199999997602,0.028359679999997667,0.030474639999997777,0.010390399999995026,0.007945599999995778,0.009534719999994223,0.0034227199999961044
Trondheim/video/08,0.0037228799999837747,,,0.032309279999989116,0.009041279999976837,0.0032928000000040925,0.0027720000000002187,,0.032374319999998846,,0.004664800000004021,0.010370879999975102,0.0037228799999837747
Trondheim/video/09,0.004197759999989614,,,0.036430559999999446,0.010194559999995079,0.0036057599999992362,0.0027508800000006772,,0.03553471999999758,,0.005108159999998918,0.011693759999996445,0.004197759999989614
Trondheim/video/10,0.003984959999989712,,,0.034583760000000296,0.009677759999995317,0.002883840000009741,0.0027737600000037332,,0.03344519999999562,,0.004085440000011431,0.011100959999996718,0.003984959999989712
