,C0,C2,C6,C9,C10,C12,C15,C20,C24,C26
Trondheim/audio,0.003830399999998235,0.012841839999996552,0.012215199999996429,0.009809439999997949,0.006798399999997429,0.012841839999996552,0.003830399999998235,0.01156503999999714,0.0022343999999989705,0.0070223999999967646
Trondheim/audio/01,0.00401888000000028,0.012036239999996923,0.011884239999996993,0.008973439999998334,0.00631559999999709,0.012036239999996923,0.00401888000000028,0.010713839999997532,0.0005775999999997339,0.0005215999999990117
Trondheim/audio/02,0.005235759999997924,0.01163519999999707,0.01148319999999714,0.008527119999996557,0.007003119999996699,0.01163519999999707,0.005235759999997924,0.010244879999994794,0.0007163199999986603,0.000647839999999178
Trondheim/audio/03,0.006868719999999939,0.009941999999998785,0.009789999999998855,0.006844319999999016,0.004203919999998362,0.009941999999998785,0.006868719999999939,0.008567279999997623,0.0009205600000044001,0.0007737599999977363
Trondheim/audio/04,0.006454719999993586,0.009541759999990518,0.009541759999990518,0.006875679999993167,0.005191839999994841,0.009541759999990518,0.006454719999993586,0.008419199999991633,0.0005612799999994422,0.0005055999999967753
Trondheim/audio/05,0.005670879999968292,0.0083830399999556,0.0083830399999556,0.00604071999995881,0.004561359999968317,0.0083830399999556,0.005670879999968292,0.007396799999952464,0.000493119999987357,0.0004953600000021652
Trondheim/audio/06,0.002956800000006865,0.010803840000008336,0.010803840000008336,0.007785120000008305,0.005878560000006416,0.010803840000008336,0.002956800000006865,0.009532800000009445,0.0006355200000029981,0.0005699200000037763
Trondheim/audio/07,0.006384800000006408,0.009438400000007618,0.009438400000007618,0.006801200000012386,0.005135600000009788,0.009438400000007618,0.006384800000006408,0.008328000000012992,0.0005552000000079715,0.0004956800000002204
Trondheim/audio/08,0.0062118400000201746,0.009182720000026734,0.009182720000026734,0.006616960000030758,0.004996480000023951,0.009182720000026734,0.0062118400000201746,0.008102400000034038,0.0005401600000141116,0.0005356800000129169
Trondheim/audio/09,0.006381120000028773,0.00943296000004068,0.00943296000004068,0.00679728000003621,0.005132640000027777,0.00943296000004068,0.006381120000028773,0.008323200000042164,0.0005548800000099163,0.0004988800000091942
Trondheim/audio/10,0.005623040000031665,0.008312320000044338,0.008312320000044338,0.005989760000041144,0.004522880000031648,0.008312320000044338,0.005623040000031665,0.007334400000047481,0.0004889600000126393,0.0006275199999947745
Trondheim/video,0.003292799999996987,0.011834399999996137,0.010152799999996631,0.007517999999995695,0.005871599999997201,0.011834399999996137,0.003292799999996987,0.009414719999993437,0.0019207999999970582,0.006036799999996845
Trondheim/video/01,0.006592879999999468,0.011254799999999676,0.011052400000000517,0.008204000000000988,0.005798800000002657,0.011254799999999676,0.006592879999999468,0.010305920000000413,0.0005376000000012482,0.0005107200000011858
Trondheim/video/02,0.004083520000000007,0.011146719999999277,0.010944320000000118,0.00808136000000026,0.006519440000001708,0.011146719999999277,0.004083520000000007,0.010175999999999519,0.0007257600000016851,0.0006364800000007165
Trondheim/video/03,0.005311600000000638,0.010195039999999267,0.01006791999999912,0.007044159999999522,0.004592640000002035,0.010195039999999267,0.005311600000000638,0.009159599999998491,0.0008468800000009935,0.0007572800000001934
Trondheim/video/04,0.0028916800000011733,0.01003136000000282,0.01003136000000282,0.007228480000003756,0.005458240000002945,0.01003136000000282,0.0028916800000011733,0.008851200000004056,0.0005900800000020467,0.000488320000002318
Trondheim/video/05,0.005869599999996922,0.008676799999996376,0.008676799999996376,0.006252399999993941,0.004721199999995207,0.008676799999996376,0.005869599999996922,0.007655999999993668,0.0005103999999960251,0.000575999999995247
Trondheim/video/06,0.0060609599999921215,0.00895967999998959,0.00895967999998959,0.0064562399999879005,0.004875119999990574,0.00895967999998959,0.0060609599999921215,0.007905599999986634,0.000527039999994372,0.0006374400000055402
Trondheim/video/07,0.0032313600000009046,0.01048832000001454,0.01048832000001454,0.007557760000011626,0.0057068800000088515,0.01048832000001454,0.0032313600000009046,0.009254400000013874,0.0006169600000021092,0.00048320000000501295
Trondheim/video/08,0.0030342399999980785,0.01050464000000062,0.01050464000000062,0.007569519999996999,0.005715759999997516,0.01050464000000062,0.0030342399999980785,0.009268799999997412,0.0006179199999962748,0.0006204799999949273
Trondheim/video/09,0.0028916799999976206,0.01006399999999985,0.01006399999999985,0.007251999999997594,0.005475999999998038,0.01006399999999985,0.0028916799999976206,0.008879999999997779,0.0005919999999974834,0.0006102400000003172
Trondheim/video/10,0.002844160000002205,0.009873599999991711,0.009873599999991711,0.00711479999998943,0.005372399999991728,0.009873599999991711,0.002844160000002205,0.008711999999988507,0.0005807999999944968,0.0004943999999937887
