,C0,C1,C2,C4,C6,C10,C11,C13,C16,C18,C20,C25,C26,C29
Trondheim/audio,0.007996000000019876,0.007996000000019876,0.004317840000013007,0.03886056000001048,0.007836080000018342,0.01235784000002127,0.007836080000018342,0.009435280000019475,0.009435280000019475,0.009435280000019475,0.008315840000022945,0.010300160000017655,0.0073563200000137385,0.0073563200000137385
Trondheim/audio/01,0.008634480000008438,0.008634480000008438,0.0004841599999991786,0.046607839999996514,0.008764960000007704,0.012076320000009133,0.008581680000013137,0.010073760000008036,0.010073760000008036,0.010073760000008036,0.009007600000018101,0.00875304000000554,0.003987840000000631,0.003987840000000631
Trondheim/audio/02,0.011682400000008641,0.011682400000008641,0.0007607200000059322,0.06263871999999893,0.011842320000010176,0.009697840000004732,0.011682400000008641,0.011842320000010176,0.011682400000008641,0.011842320000010176,0.008886560000018306,0.01200224000001171,0.0070320800000018835,0.0070320800000018835
Trondheim/audio/03,0.008916639999998921,0.008916639999998921,0.0009036800000075118,0.08336735999998979,0.010308800000000673,0.010959120000006095,0.008916639999998921,0.009076560000000455,0.008916639999998921,0.009076560000000455,0.00409496000001397,0.008665760000006628,0.008353120000002434,0.008353120000002434
Trondheim/audio/04,,,0.0004905600000029153,0.029678880000005847,,0.009075360000004196,0.0068678400000052875,0.0082168800000062,0.0082168800000062,0.0082168800000062,0.007113120000006745,0.007113120000006745,0.005273520000002918,0.005273520000002918
Trondheim/audio/05,,,0.0005475199999978031,0.033124960000009196,,0.010129120000009095,0.0076652800000047705,0.009170960000005834,0.009170960000005834,0.009170960000005834,0.007939040000003672,0.007939040000003672,0.005885840000004805,0.005885840000004805
Trondheim/audio/06,,,0.0006191999999884956,0.037461599999986106,,0.011455199999986121,0.008668799999981047,0.010371599999977832,0.010371599999977832,0.010371599999977832,0.008978399999975295,0.008978399999975295,0.003311679999995931,0.003311679999995931
Trondheim/audio/07,,,0.0005049600000006649,0.030550080000011803,,0.0093417600000123,0.007069440000009308,0.008458080000011137,0.008458080000011137,0.008458080000011137,0.007321920000009641,0.007321920000009641,0.005428320000007147,0.005428320000007147
Trondheim/audio/08,,,0.0005232000000034986,0.031653600000012716,,0.009679200000014987,0.007324800000013454,0.00876360000001597,0.00876360000001597,0.00876360000001597,0.007586400000015203,0.007586400000015203,0.005624400000009189,0.005624400000009189
Trondheim/audio/09,,,0.0005020799999897463,0.030375840000004928,,0.009288480000009258,0.0070291199999985565,0.00840983999999878,0.00840983999999878,0.00840983999999878,0.00728015999999343,0.00728015999999343,0.005397360000003459,0.005397360000003459
Trondheim/audio/10,,,0.0005744000000049709,0.034751200000002314,,0.010626399999992486,0.008041599999998539,0.009621199999997998,0.009621199999997998,0.009621199999997998,0.008328800000001024,0.008328800000001024,0.006174799999996594,0.006174799999996594
Trondheim/video,0.007123999999993913,0.007123999999993913,0.003846959999995292,0.03462264000000026,0.006981519999994745,0.011710959999996717,0.006981519999994745,0.008406319999995304,0.008406319999995304,0.008406319999995304,0.007408959999992248,0.009651519999994917,0.006554079999997242,0.006554079999997242
Trondheim/video/01,0.009172480000001926,0.009172480000001926,0.0005014400000007413,0.043294560000006754,0.009297840000002111,0.01167968000000208,0.009172480000001926,0.010551440000002188,0.010551440000002188,0.010551440000002188,0.009423200000002296,0.009548560000002482,0.00401904000000286,0.00401904000000286
Trondheim/video/02,0.010647840000000741,0.010647840000000741,0.0006690400000000096,0.056897120000005685,0.010783760000000697,0.01350871999999903,0.010647840000000741,0.010783760000000697,0.010687360000002144,0.010783760000000697,0.007836799999999755,0.010926239999999865,0.009358960000000138,0.009358960000000138
Trondheim/video/03,0.008291920000003117,0.008291920000003117,0.0008811199999989583,0.07805720000000882,0.009633920000002405,0.011152800000001406,0.008291920000003117,0.008427840000003073,0.008291920000003117,0.008427840000003073,0.004007599999996003,0.008539200000001301,0.008304000000002532,0.008304000000002532
Trondheim/video/04,,,0.0005052799999987201,0.030569440000000725,,0.00934768000000119,0.007073919999999845,0.008463439999999878,0.008463439999999878,0.008463439999999878,0.007326559999999205,0.007326559999999205,0.005431760000000452,0.005431760000000452
Trondheim/video/05,0.008288000000000295,0.008288000000000295,0.0005919999999974834,0.03581600000000407,0.008435999999999666,0.010952000000003181,0.008288000000000295,0.00991600000000048,0.00991600000000048,0.00991600000000048,0.008583999999999037,0.008583999999999037,0.003539840000001959,0.003539840000001959
Trondheim/video/06,0.008288000000000295,0.008288000000000295,0.0005919999999974834,0.03581600000000407,0.008435999999999666,0.010952000000003181,0.008288000000000295,0.00991600000000048,0.00991600000000048,0.00991600000000048,0.008583999999999037,0.008583999999999037,0.0036604000000011183,0.0036604000000011183
Trondheim/video/07,,,0.0005561600000021372,0.033647679999994295,,0.0102889599999898,0.007786239999994393,0.009315679999993165,0.009315679999993165,0.009315679999993165,0.008064319999995462,0.008064319999995462,0.0033050399999972058,0.0033050399999972058
