,C0,C5,C6,C7,C8,C11,C15,C18,C19,C21,C23,C26
Trondheim/audio,0.007134719999996264,0.009450559999997665,0.005351039999997198,0.009450559999997665,0.009747839999995733,0.009301919999998631,0.010849919999998292,0.009450559999997665,0.04743759999999497,0.005499679999996232,0.006837439999998196,0.009301919999998631
Trondheim/audio/01,0.00882360000000304,0.010371600000002701,0.0004982399999988729,0.010371600000002701,0.010681200000004054,0.010371600000002701,0.011919600000002362,0.010371600000002701,0.057424080000000544,0.004024800000003381,0.003967440000000266,0.010216800000002024
Trondheim/audio/02,0.010002000000000066,0.011516399999997873,0.000664719999999619,0.011516399999997873,0.011758799999995517,0.011301599999995915,0.013097999999999388,0.011516399999997873,0.06951047999999815,0.005169599999998553,0.005230159999999984,0.01139519999999905
Trondheim/audio/03,0.011438399999999405,0.012973199999997576,0.0008426399999947876,0.012973199999997576,0.01325639999999595,0.012982799999996075,0.014534399999998726,0.012973199999997576,0.08369087999999891,0.006626399999998256,0.006979199999992858,0.012831599999998389
Trondheim/audio/04,0.008307199999997295,0.009817599999998095,0.0005280000000027485,0.009817599999998095,0.010119679999995412,0.009817599999998095,0.011327999999998895,0.009817599999998095,0.032473599999995884,0.0039270399999935535,0.0052863999999956945,0.009666559999999436
Trondheim/audio/05,,0.008845199999989006,0.0006057600000133334,0.008845199999989006,0.009117359999983421,,0.010205999999989501,0.008845199999989006,0.02925719999998222,0.003538079999984234,0.0047627999999875215,0.008709119999991799
Trondheim/audio/06,,0.008147199999996246,0.0005907199999910517,0.008147199999996246,0.008394559999999274,,0.009383999999997172,0.008147199999996246,0.026591200000012805,0.0032156800000109342,0.004328800000010347,0.008023519999994733
Trondheim/audio/07,0.008751599999996529,0.010342799999996544,0.0005190400000003592,0.010342799999996544,0.010661039999995126,0.010342799999996544,0.011933999999996558,0.010342799999996544,0.034210799999996766,0.004137119999995775,0.005569199999996499,0.010183679999997253
Trondheim/audio/08,0.008470000000002642,0.010010000000001185,0.0005939200000000255,0.010010000000001185,0.010318000000005156,0.010010000000001185,0.011549999999999727,0.010010000000001185,0.033110000000007744,0.004004000000009,0.005390000000005557,0.009855999999999199
Trondheim/audio/09,0.00870759999997972,0.010290799999978617,0.0005625599999916631,0.010290799999978617,0.010607439999972712,0.010290799999978617,0.011873999999977514,0.010290799999978617,0.03403879999999049,0.004116319999980078,0.005541199999981927,0.01013247999998157
Trondheim/audio/10,,0.009302799999979072,0.0005772799999874678,0.009302799999979072,0.009589039999973181,,0.010733999999978039,0.009302799999979072,0.030770799999977783,0.0037211199999802602,0.005009199999982172,0.009159679999982018
Trondheim/video,0.005898239999993393,0.007962079999989768,0.004423679999995045,0.007962079999989768,0.008207839999988309,0.007839199999990498,0.009225599999989953,0.007962079999989768,0.040283199999995745,0.004546559999994315,0.005652479999994853,0.007839199999990498
Trondheim/video/01,0.007902479999993162,0.009288879999992616,0.0005593599999969001,0.009288879999992616,0.009566159999991442,0.009288879999992616,0.010675279999992071,0.009288879999992616,0.04961640000000145,0.003604639999995385,0.004213840000000246,0.009150239999993204
Trondheim/video/02,0.00985047999999722,0.011340879999997,0.0007279999999987297,0.011340879999997,0.011638959999997311,0.011340879999997,0.012682239999996625,0.011340879999997,0.06453080000000178,0.005240639999998464,0.005656319999999937,0.011191839999996844
Trondheim/video/03,0.011090079999997116,0.012557679999996907,0.0008683199999985902,0.012557679999996907,0.01281015999999724,0.012580479999996896,0.013921839999996521,0.012557679999996907,0.092036000000002,0.006457439999998371,0.007203600000000421,0.01243143999999674
Trondheim/video/04,0.006973999999999592,0.008241999999999194,0.0005660799999986921,0.008241999999999194,0.008495599999999826,0.008241999999999194,0.009509999999998797,0.008241999999999194,0.02726200000000034,0.003296800000001099,0.004438000000000386,0.008115199999998879
Trondheim/video/05,0.008764800000005124,0.010358400000004764,0.0004924800000054574,0.010358400000004764,0.010677120000007534,0.010358400000004764,0.011952000000004404,0.010358400000004764,0.034262400000006465,0.00414336000000759,0.0055776000000058445,0.010199040000003379
Trondheim/video/06,,0.008091199999991971,0.0005443200000030401,0.008091199999991971,0.00834015999999238,,0.009335999999990463,0.008091199999991971,0.026763199999997767,0.0032364799999982097,0.004356799999996497,0.007966719999991767
Trondheim/video/07,0.00719127999999003,0.00849047999998831,0.0006012799999979279,0.00849047999998831,0.008750319999986544,0.00849047999998831,0.009789679999986589,0.00849047999998831,0.027932799999994984,0.0033779199999912635,0.004547199999990426,0.008360559999989192
Trondheim/video/08,,0.008408160000001885,0.0006259200000044984,0.008408160000001885,0.008657920000004538,,0.009656960000000936,0.008408160000001885,0.02684920000000801,0.0032468800000060583,0.004370800000003783,0.008283280000000559
Trondheim/video/09,0.008267599999989272,0.009770799999987645,0.0004851199999933442,0.009770799999987645,0.010071439999986609,0.009770799999987645,0.011273999999986017,0.009770799999987645,0.03231879999999876,0.003908319999993637,0.005261199999992527,0.009620479999988163
Trondheim/video/10,0.007458000000006848,0.008814000000008093,0.0005267199999963168,0.008814000000008093,0.009085200000008342,0.008814000000008093,0.010170000000009338,0.008814000000008093,0.029153999999998348,0.0035256000000032373,0.004746000000004358,0.008678400000007969
