,C0,C1,C2,C6,C8,C10,C11,C16,C18,C19,C26,C29
Trondheim/audio,0.0005503999999945108,0.0020639999999936265,0.006068799999997765,0.004691999999998586,0.003577599999992742,0.006068799999997765,0.004691999999998586,0.04334239999999667,0.006068799999997765,0.004540799999997347,0.006206399999996393,0.006219200000000313
Trondheim/audio/01,0.0006108799999964276,0.0006166400000040539,0.00706072000000546,0.005699040000006761,0.004584640000000917,0.00706072000000546,0.005699040000006761,0.05807912000000215,0.00706072000000546,0.0055327200000050425,0.008787120000004478,0.01003912000000895
Trondheim/audio/02,0.0007347999999964827,0.0007431200000027616,0.00827112000000696,0.006880640000009208,0.005766240000003364,0.00827112000000696,0.006880640000009208,0.0704423200000015,0.00827112000000696,0.006743120000006542,0.009997520000005977,0.011249520000010449
Trondheim/audio/03,0.0009121600000021601,0.0008928000000025804,0.01117328000000839,0.011367360000011928,0.007424960000005143,0.010075040000010915,0.011367360000011928,0.09875728000000095,0.01117328000000839,0.009894080000009353,0.012956160000012318,0.012873280000011533
Trondheim/audio/04,0.0004899200000068049,0.0018372000000113076,0.004041840000013508,0.0031844800000158102,0.0031844800000158102,0.004409280000018612,0.0031844800000158102,0.026333200000010493,0.004041840000013508,0.0031844800000158102,0.004409280000018612,0.005266640000016309
Trondheim/audio/05,0.0004956800000002204,0.0018588000000008265,0.004089360000001818,0.0032219200000014325,0.0032219200000014325,0.0044611200000019835,0.0032219200000014325,0.026642799999997635,0.004089360000001818,0.0032219200000014325,0.0044611200000019835,0.005328560000002369
Trondheim/audio/06,0.0006086399999958303,0.0005241599999976643,0.005021279999986916,0.003956159999987108,0.0030139200000007804,0.005477759999983789,0.003956159999987108,0.03271439999999615,0.005021279999986916,0.003956159999987108,0.005477759999983789,0.006542879999983597
Trondheim/audio/07,0.0005603200000052766,0.0006300800000076379,0.004787199999995551,0.003642080000005876,0.003622960000001285,0.005042880000004857,0.003642080000005876,0.0301171999999994,0.004787199999995551,0.003642080000005876,0.005042880000004857,0.00602343999999988
Trondheim/audio/08,0.0005932800000039151,0.0005433599999946637,0.0048945600000109835,0.0038563200000112374,0.003124319999997738,0.00533952000001392,0.0038563200000112374,0.03188880000000438,0.0048945600000109835,0.0038563200000112374,0.00533952000001392,0.006377760000013666
Trondheim/audio/09,0.00048799999999005195,0.0018299999999911165,0.004026000000003194,0.003171999999992181,0.003171999999992181,0.004391999999995733,0.003171999999992181,0.026229999999991094,0.004026000000003194,0.003171999999992181,0.004391999999995733,0.005246000000006745
Trondheim/audio/10,0.0005833600000073602,0.0005990399999973306,0.004812719999996773,0.003791840000005209,0.003444479999998862,0.005250240000002293,0.003791840000005209,0.03135560000000481,0.004812719999996773,0.003791840000005209,0.005250240000002293,0.006271119999993857
Trondheim/video,0.00048128000000247084,0.0018048000000039366,0.005324160000004241,0.004156160000004405,0.0031283200000054023,0.005659680000004386,0.004156160000004405,0.038433280000001346,0.005324160000004241,0.003970560000004397,0.005780000000005003,0.005544960000005261
Trondheim/video/01,0.0005555199999989213,0.000541439999999227,0.006250240000001739,0.005100800000001016,0.004072960000002013,0.0065857600000018834,0.005100800000001016,0.051858559999997667,0.006250240000001739,0.004896640000001895,0.006706080000002501,0.007854240000002122
Trondheim/video/02,0.0006938399999985023,0.0006998400000011173,0.007632880000000952,0.00648288000000008,0.005455040000001077,0.007968400000001097,0.00648288000000008,0.06568999999999825,0.007632880000000952,0.006279280000001108,0.008088720000001715,0.010697680000001597
Trondheim/video/03,0.0008615200000008372,0.0008483199999993474,0.011942240000001547,0.010803200000001567,0.008284960000002783,0.009608800000002304,0.010803200000001567,0.10874576000000147,0.011942240000001547,0.009136640000003027,0.012264000000001829,0.013441440000002913
Trondheim/video/04,0.000512000000000512,0.0005942399999980807,0.004365680000001149,0.0033279999999997756,0.0034168799999996224,0.004607999999999279,0.0033279999999997756,0.027520000000000877,0.004365680000001149,0.0033279999999997756,0.004607999999999279,0.005503999999998399
Trondheim/video/05,0.000633600000000456,0.0005683199999992894,0.005227200000003762,0.004118400000002964,0.004787200000002656,0.005702400000004104,0.004118400000002964,0.034056000000003195,0.005227200000003762,0.004118400000002964,0.005702400000004104,0.006811200000004902
Trondheim/video/06,0.000506880000003207,0.000555840000004082,0.00424600000000197,0.0032947200000066346,0.003196080000002155,0.004561920000007547,0.0032947200000066346,0.027244800000001845,0.00424600000000197,0.0032947200000066346,0.004561920000007547,0.005448960000006053
Trondheim/video/07,0.00048544000000561027,0.0018204000000068277,0.004004880000003652,0.003155360000008045,0.003155360000008045,0.00436896000000786,0.003155360000008045,0.02609240000001023,0.004004880000003652,0.003155360000008045,0.00436896000000786,0.005218480000003467
Trondheim/video/08,0.0005545599999976503,0.0006159999999937327,0.004575120000001931,0.0036046399999989376,0.0035419999999923846,0.004991040000000169,0.0036046399999989376,0.0298076000000016,0.004575120000001931,0.0036046399999989376,0.004991040000000169,0.005961520000003162
Trondheim/video/09,0.0005750400000010814,0.0005315199999955666,0.004744079999998263,0.0037377599999999234,0.004510319999997847,0.005175359999999074,0.0037377599999999234,0.030908399999997727,0.004744079999998263,0.0037377599999999234,0.005175359999999074,0.006181679999997414
Trondheim/video/10,0.0005328000000019983,0.0005923199999955386,0.0044176000000000215,0.003463200000005884,0.0034058399999956634,0.004795200000007327,0.003463200000005884,0.028638000000004382,0.0044176000000000215,0.003463200000005884,0.004795200000007327,0.005727600000007271
