,C0,C2,C3,C4,C7,C11,C12,C13,C15,C16,C19,C29
Trondheim/audio,0.007671999999985246,0.008737919999987298,0.004296319999987475,0.01016607999999053,0.014583999999995712,0.010349439999988164,0.012715520000000424,0.04840543999998914,0.009658559999994765,0.009582239999996744,0.010319519999988813,0.014583999999995712
Trondheim/audio/01,,0.005765920000005309,0.000823680000003435,0.007226400000003963,,0.007379840000002247,,0.05782096000000436,,0.006612640000010828,0.0073636800000045355,
Trondheim/audio/02,,0.0074101600000098244,0.001086240000010008,0.008828880000006478,,0.008982320000004762,,0.0736578400000063,,0.009776720000012062,0.00898704000000805,
Trondheim/audio/03,,0.012108960000002611,0.0012424000000095248,0.013358240000002297,,0.013514400000001814,,0.120703840000008,,0.011336320000008726,0.013514400000001814,
Trondheim/audio/04,,0.0040327200000191965,0.0008961600000105818,0.005227600000019095,,0.005376960000020858,,0.0321124000000097,,0.005078240000017331,0.005376960000020858,
Trondheim/audio/05,,0.003849119999998152,0.0008553600000027473,0.004989599999994709,,0.005132159999995167,,0.030650400000006073,,0.0048470399999942515,0.005132159999995167,
Trondheim/audio/06,,0.0036331199999963815,0.0008073599999960379,0.004709599999998204,,0.004844159999997544,,0.02893039999999303,,0.0045750399999988645,0.004844159999997544,
Trondheim/audio/07,,0.003989519999983315,0.0008865599999836604,0.005171599999989951,,0.005319359999987228,,0.03176839999998293,,0.005023839999992674,0.005319359999987228,
Trondheim/audio/08,,0.004214159999975209,0.000936479999978701,0.005462799999982337,,0.0056188799999787875,,0.033557199999982856,,0.005306719999985887,0.0056188799999787875,
Trondheim/audio/09,,0.003611519999978441,0.0008025599999825772,0.004681599999983632,,0.004815359999980728,,0.02875839999998675,,0.004547839999986536,0.004815359999980728,
Trondheim/audio/10,,0.0042703199999891694,0.0009489599999881193,0.005535599999994645,,0.005693759999992665,,0.034004399999993495,,0.005377439999996625,0.005693759999992665,
Trondheim/video,0.007072000000000855,0.008349120000000099,0.003960320000000905,0.009626880000000781,0.012463999999999587,0.00976832000000094,0.010761919999998426,0.047565439999999626,0.009343359999999024,0.00769088000000373,0.00976832000000094,0.012463999999999587
Trondheim/video/01,,0.005992479999999745,0.0009360000000029345,0.007241119999999768,,0.008957759999999482,,0.05921967999999822,,0.006675359999999131,0.007397120000000257,
Trondheim/video/02,,0.007369440000001504,0.0010779200000037292,0.008646240000000915,,0.01036288000000063,,0.07339759999999806,,0.009655679999999833,0.00878816000000171,
Trondheim/video/03,,0.01198583999999947,0.0012430400000020825,0.013245999999998759,,0.013403519999998892,,0.1191091999999987,,0.010110159999998203,0.013403519999998892,
Trondheim/video/04,,0.00395495999999973,0.000878879999998361,0.005126800000001097,,0.005273280000000824,,0.03149319999999811,,0.00498032000000137,0.005273280000000824,
Trondheim/video/05,,0.003252959999997529,0.0007228799999978719,0.004216799999998244,,0.0043372799999978895,,0.02590319999999835,,0.004096319999998599,0.0043372799999978895,
Trondheim/video/06,,0.0037195200000113005,0.0008265600000072482,0.0048216000000103065,,0.0049593600000115146,,0.029618400000007483,,0.0046838400000090985,0.0049593600000115146,
Trondheim/video/07,,0.0033177599999945073,0.0007372799999956214,0.004300799999995775,,0.004423679999995045,,0.02641919999999942,,0.004177919999996504,0.004423679999995045,
Trondheim/video/08,,0.0041687999999950875,0.0009263999999973294,0.005403999999995079,,0.005558399999994634,,0.033196000000000225,,0.0052495999999955245,0.005558399999994634,
Trondheim/video/09,,0.004276800000003078,0.000950400000000684,0.00554400000000399,,0.005702400000004104,,0.034056000000003195,,0.005385600000003876,0.005702400000004104,
Trondheim/video/10,,0.004209840000005016,0.0009355200000058517,0.00545720000000216,,0.005613120000003136,,0.03352280000000718,,0.005301280000001185,0.005613120000003136,
