,C0,C1,C2,C3,C6,C7,C12,C15,C17,C18,C19,C23,C26
Trondheim/audio,0.00629759999998214,0.005903999999986809,,0.005641599999989921,,0.04304639999999438,0.004985599999983492,,0.006166399999983696,0.008265599999987217,0.007478399999982344,0.005641599999989921,0.04173439999999573
Trondheim/audio/01,0.004722879999995655,0.004572320000004737,,0.0011347200000102475,,0.051694080000014964,0.002899840000004872,,0.0042186400000012725,0.006686880000000173,0.005665040000000232,0.0011347200000102475,0.050433280000014236
Trondheim/audio/02,0.006969680000000977,0.0015178400000159797,,0.0015178400000159797,,0.06804344000001095,0.005146640000010194,,0.007097120000000956,0.0039057600000020898,0.00871151999999853,0.0015178400000159797,0.06649704000001222
Trondheim/audio/03,0.008183760000001428,0.005910880000005392,0.009464560000004951,0.0016504000000168162,0.010261520000003799,0.10719096000001471,0.0063607200000106445,0.008138960000003692,0.008661360000001395,0.00578463999999812,0.010200560000001246,0.0016504000000168162,0.10586536000001345
Trondheim/audio/04,,0.003037439999999947,,0.0011390399999839929,,,0.0029108800000017254,,0.0032894400000031965,0.005315520000010565,0.0047846400000040035,0.0011390399999839929,
Trondheim/audio/05,,0.002943360000003281,,0.0011037600000065595,,,0.0028207200000025523,,0.00310640000000717,0.005150880000002189,0.004518400000009137,0.0011037600000065595,
Trondheim/audio/06,0.005199680000011142,0.0029452800000058232,,0.0011044800000021837,,0.031048160000018754,0.003737280000009946,,0.0029779200000064066,0.005154240000010191,0.004331520000008027,0.0011044800000021837,0.029820960000016328
Trondheim/audio/07,0.005215280000001599,0.0030335999999948626,,0.0011375999999927444,,0.031979199999987884,0.003766480000003014,,0.002921600000007629,0.005308799999994562,0.004249600000008513,0.0011375999999927444,0.03071519999998884
Trondheim/audio/08,0.004646399999984396,0.0012671999999724903,,0.0012671999999724903,,0.03562239999997985,0.003238399999986541,,0.0031363199999958624,0.005913599999985308,0.004561919999993336,0.0012671999999724903,0.03421439999998199
Trondheim/audio/09,,0.0031315200000108234,,0.001174320000025375,,,0.003001040000008004,,0.0032049600000050305,0.00548016000000473,0.004661760000004733,0.001174320000025375,
Trondheim/audio/10,0.00441407999998944,0.0032102399999871523,,0.0012038399999738658,,0.03384127999999009,0.003076479999990056,,0.003379199999997695,0.005617919999991727,0.004915199999999231,0.0012038399999738658,0.03250367999999071
Trondheim/video,0.0060441600000018525,0.0056664000000008485,,0.005414560000000179,,0.043221439999999944,0.004784960000002059,,0.005918240000001518,0.007932959999999767,0.007177440000001312,0.005414560000000179,0.04196224000000015
Trondheim/video/01,0.005834480000000752,0.0073145600000028566,,0.001128240000001668,,0.09085351999999958,0.0038455199999987144,,0.005710960000000043,0.010845840000001772,0.0083079200000018,0.001128240000001668,0.0895999199999995
Trondheim/video/02,0.007255840000000902,0.0013922399999959367,,0.0013922399999959367,,0.050477840000000995,0.005266879999998864,,0.007008240000001109,0.00809736000000072,0.00845760000000162,0.0013922399999959367,0.04907704000000024
Trondheim/video/03,0.008814400000000333,0.0016302399999919004,,0.0016302399999919004,,0.0659111199999991,0.006825439999998295,,0.008589840000000848,0.0038515200000013294,0.010303200000000956,0.0016302399999919004,0.06440151999999877
Trondheim/video/04,0.0043243199999967175,0.0011793599999947446,,0.0011793599999947446,,0.03315311999999615,0.0030139199999972277,,0.003261280000000255,0.005503679999996791,0.004743680000000694,0.0011793599999947446,0.03184271999999666
Trondheim/video/05,0.005060959999994452,0.0030163200000004053,,0.001131120000000152,,0.03179704000000427,0.0036689599999952804,,0.002821279999999149,0.005278560000000709,0.004103680000000054,0.001131120000000152,0.030540240000004104
Trondheim/video/06,0.004670159999999868,0.0012736799999970572,,0.0012736799999970572,,0.035804559999998986,0.003254959999999585,,0.0027526399999970863,0.005943840000000478,0.0041289599999956295,0.0012736799999970572,0.0343893599999987
Trondheim/video/07,0.005473759999993888,0.003008639999990237,,0.0011282399999856807,,0.03171607999998827,0.003883359999992564,,0.003322879999998918,0.00526511999999002,0.004833279999999718,0.0011282399999856807,0.030462479999989966
Trondheim/video/08,0.004738800000009036,0.0012924000000111846,,0.0012924000000111846,,0.03633080000001243,0.0033028000000072666,,0.0028635200000053374,0.006031200000009562,0.0041651200000067945,0.0012924000000111846,0.03489480000001066
Trondheim/video/09,0.005018719999998922,0.002891519999998593,,0.0010843199999968078,,0.03184528000000242,0.0036171199999976977,,0.0031996800000015924,0.005060159999999314,0.00465408000000167,0.0010843199999968078,0.030640480000002412
Trondheim/video/10,0.004517040000003192,0.001231919999995057,,0.001231919999995057,,0.034630640000003154,0.0031482400000015787,,0.0027755200000001423,0.005748960000005354,0.0041632800000002135,0.001231919999995057,0.03326184000000154
