,C0,C4,C5,C7,C9,C10,C12,C18,C19,C21,C22,C26
Trondheim/audio,0.0067638400000049614,0.053164159999997906,0.005861440000007434,0.00859472000000494,0.0052934400000062,,0.0052934400000062,0.0067638400000049614,0.0067638400000049614,0.0067638400000049614,0.011164000000004393,0.05463455999999667
Trondheim/audio/01,0.005576479999994888,0.06176159999998987,0.005791679999997967,0.007335359999995461,0.0036483199999963745,,0.0036483199999963745,0.005576479999994888,0.005569759999993096,0.005576479999994888,0.008738559999994067,0.06316479999998847
Trondheim/audio/02,0.0068731999999940285,0.07462231999999247,0.007088399999997108,0.008632079999994602,0.004935359999993949,,0.004935359999993949,0.0068731999999940285,0.00685679999999067,0.0068731999999940285,0.010035279999993207,0.07592871999999318
Trondheim/audio/03,0.00820687999999592,0.08798639999999125,0.008422079999999,0.004542239999995701,0.006271519999998532,,0.006271519999998532,0.00820687999999592,0.008192959999995253,0.00820687999999592,0.011368959999995099,0.08931759999999045
Trondheim/audio/04,,0.03542111999998099,0.004896000000002232,0.006480000000003372,0.0036545599999868728,,0.0034559999999999036,,0.005060159999985103,0.005060159999985103,0.0079200000000057,0.03682671999997922
Trondheim/audio/05,0.005497920000010481,0.03913056000000381,0.005192480000005162,0.006872400000005996,0.003970720000012307,,0.0036652800000069874,0.005497920000010481,0.005497920000010481,0.005497920000010481,0.00839960000000417,0.04068336000000272
Trondheim/audio/06,,0.03423168000000487,0.004583199999991905,0.006065999999989913,0.00350479999998754,,0.003235199999991778,,0.004852799999987667,0.004852799999987667,0.00741399999999004,0.03559008000000574
Trondheim/audio/07,0.005091840000005732,0.03578432000001186,0.004808960000005413,0.006364800000007165,0.0036774400000041396,,0.003394560000003821,0.005091840000005732,0.005091840000005732,0.005091840000005732,0.007779200000008757,0.03719872000001345
Trondheim/audio/08,,0.03443328000000889,0.0047083199999775616,0.006231599999971138,0.0035526400000094327,,0.0033235199999808174,,0.004919040000011421,0.004919040000011421,0.007616399999967882,0.03579968000001088
Trondheim/audio/09,,0.03088511999999355,0.0044607999999897174,0.005903999999986809,0.003186560000003169,,0.00314879999999107,,0.0044121600000011085,0.0044121600000011085,0.007215999999985456,0.03211071999999149
Trondheim/audio/10,0.0053337600000062935,0.03733632000000142,0.005426400000011711,0.007182000000014455,0.003852160000008098,,0.003830400000012446,0.0053337600000062935,0.0053337600000062935,0.0053337600000062935,0.00877800000001372,0.03881791999999962
Trondheim/video,0.006134559999999567,0.04796144000000169,0.005201039999997548,0.007937359999999671,0.004800959999998966,,0.004800959999998966,0.006134559999999567,0.006134559999999567,0.006134559999999567,0.009270960000000272,0.04929504000000229
Trondheim/video/01,0.005695360000002481,0.05719344000000248,0.00574032000000102,0.0074727200000008764,0.0036171200000012504,,0.0033811200000002373,0.005695360000002481,0.0057011200000030016,0.005695360000002481,0.008881520000000975,0.05858464000000296
Trondheim/video/02,0.0069559200000011145,0.07331248000000201,0.007339200000000545,0.00907896000000008,0.0054460799999986875,,0.005187359999998975,0.0069559200000011145,0.007311200000001961,0.007287200000002159,0.010660559999999819,0.07488608000000241
Trondheim/video/03,0.009644480000002176,0.10211536000000088,0.00870959999999954,0.008093439999999674,0.0067470400000004815,,0.00655775999999797,0.009644480000002176,0.008612160000003755,0.008610880000002652,0.011983439999999845,0.10346176000000007
Trondheim/video/04,0.004391999999995733,0.03086599999999784,0.004147999999997154,0.005489999999996442,0.003171999999995734,,0.002927999999997155,0.004391999999995733,0.004391999999995733,0.004391999999995733,0.006709999999996441,0.03208599999999784
Trondheim/video/05,0.0054374399999943535,0.038082239999997824,0.005135359999997036,0.0067967999999964945,0.0039270399999935535,,0.0036249599999962356,0.0054374399999943535,0.0054374399999943535,0.0054374399999943535,0.008307199999997295,0.039593439999997315
Trondheim/video/06,0.005258880000003074,0.036812160000000205,0.005317600000001477,0.007038000000001432,0.0037980800000028125,,0.003753600000003132,0.005258880000003074,0.005258880000003074,0.005258880000003074,0.008601999999999776,0.03827296000000047
Trondheim/video/07,0.005077439999997324,0.03868703999999923,0.004795359999999249,0.00634679999999932,0.003667039999996291,0.057109439999997846,0.003384959999998216,0.005077439999997324,0.005077439999997324,0.005077439999997324,0.007757200000000353,0.04022223999999852
Trondheim/video/08,,0.030360959999999437,0.004161599999996213,0.0055079999999954055,0.0031324799999978836,,0.002937599999995655,,0.0043372799999978895,0.0043372799999978895,0.0067319999999959634,0.03156575999999944
Trondheim/video/09,0.004700159999988074,0.03303167999998635,0.004439039999990513,0.005875199999987757,0.0033945599999896103,,0.0031334399999920493,0.004700159999988074,0.004700159999988074,0.004700159999988074,0.00718079999998622,0.034337279999984816
Trondheim/video/10,0.005016959999991855,0.035118719999999826,0.004983040000002603,0.006595200000003132,0.0036233599999917487,,0.0035174400000030914,0.005016959999991855,0.005016959999991855,0.005016959999991855,0.008060800000002644,0.03651231999999993
