,C0,C2,C3,C5,C8,C9,C10,C16,C18,C19,C20,C22,C24
Trondheim/audio,0.00754271999999645,0.00698399999999566,0.005587199999997239,0.010284479999999263,0.00405071999999862,0.007123679999995858,0.008887680000000842,0.009058399999993583,0.006006239999997831,0.008761679999999217,0.005587199999997239,0.008887680000000842,0.0051681599999966465
Trondheim/audio/01,0.00840679999999594,0.005485519999997024,0.00414864000000037,0.009040400000003501,0.0005984000000012202,0.005611519999998649,0.0076508000000039544,,0.00727279999999908,0.0067455199999955084,0.00414864000000037,0.0076508000000039544,0.0005503999999945108
Trondheim/audio/02,0.010343839999997329,0.008621759999996925,0.005795519999999499,0.011944799999998423,0.0007404000000015287,0.008779999999998012,0.010362399999998217,0.004227360000001568,0.008919679999998209,0.010362399999998217,0.005795519999999499,0.010204159999997131,0.0006843999999937012
Trondheim/audio/03,0.011859359999995434,0.01013727999999503,0.007304959999995475,0.013460319999996528,0.0008876000000022088,0.010289439999993988,0.011811039999994222,0.0054886399999993785,0.010429119999994185,0.011658879999995264,0.007304959999995475,0.011719679999995236,0.0008261599999954683
Trondheim/audio/04,,,,,0.0005238399999996091,,,,,,,,0.0005785600000081104
Trondheim/audio/05,,,,,0.0005232000000034986,,,,,,,,0.0004870399999958863
Trondheim/audio/06,,,,,0.00048767999999199674,,,,,,,,0.0005827200000112498
Trondheim/audio/07,,,,,0.0005270400000085829,,,,,,,,0.0005849599999976363
Trondheim/audio/08,,,,,0.0005324800000039431,,,,,,,,0.0005683200000135002
Trondheim/audio/09,,,,,0.0006236799999896903,,,,,,,,0.0005814399999906072
Trondheim/audio/10,,,,,0.0005619199999955526,,,,,,,,0.0005852799999956915
Trondheim/video,0.007015679999987867,0.0064959999999913975,0.005196799999991342,0.009711519999994422,0.0037676799999921684,0.006625919999990515,0.008412319999994367,0.008529599999995696,0.005586559999988694,0.008284719999993584,0.005196799999991342,0.008412319999994367,0.0048070399999939895
Trondheim/video/01,0.008440560000000374,0.006844880000002718,0.004338560000004321,0.009524480000004942,0.0005939200000000255,0.0069724800000035,0.008248480000004221,,0.007292160000000436,0.008120880000003439,0.004338560000004321,0.008120880000003439,0.0005536000000034846
Trondheim/video/02,0.010077759999997937,0.008310080000001108,0.005820960000001207,0.011350880000000174,0.0007814399999972466,0.008454880000000387,0.00990288000000028,0.004283440000000027,0.008774559999997322,0.00990288000000028,0.005820960000001207,0.009758080000001002,0.0007278399999997021
Trondheim/video/03,0.011735759999998763,0.009868080000002166,0.007388960000003664,0.013118880000002164,0.0009147999999967737,0.010022880000002843,0.011570880000002504,0.005769840000001025,0.010342559999999779,0.011416080000001827,0.007388960000003664,0.011416080000001827,0.0008889600000010489
Trondheim/video/04,,,,,0.0005260800000002064,,,,,,,,0.0005561600000021372
Trondheim/video/05,,,,,0.0006115200000067489,,,,,,,,0.0006102400000003172
Trondheim/video/06,,,,,0.0005923199999955386,,,,,,,,0.0005443200000030401
Trondheim/video/07,,0.00445807999999559,0.003146879999995633,0.007211599999994434,0.0006342399999965664,0.00458919999999452,0.005900399999994477,,0.00472031999999345,0.005769279999995547,0.003146879999995633,0.005769279999995547,0.000628480000003151
Trondheim/video/08,,,,,0.0004947200000060548,,,,,,,,0.0005190400000003592
Trondheim/video/09,,0.004188800000008541,0.002956800000006865,0.006776000000012772,0.0006377600000035955,0.004312000000009419,0.005544000000011096,,0.004435200000010298,0.0054208000000102174,0.002956800000006865,0.0054208000000102174,0.0006342399999965664
Trondheim/video/10,,0.0041126399999988905,0.002903039999999635,0.006652799999997683,0.0006118400000048041,0.004233599999999171,0.005443199999998427,,0.004354559999999452,0.005322239999998146,0.002903039999999635,0.005322239999998146,0.0005939200000000255
