,C0,C1,C2,C11,C14,C17,C26
Trondheim/audio,0.011095040000014933,,,0.00932992000000965,0.005799680000009744,0.010968960000013794,0.01134720000001721
Trondheim/audio/01,,0.011355999999995703,,0.005878400000000283,0.0004857600000036655,0.009886399999995632,0.011489599999997324
Trondheim/audio/02,,0.014654240000005814,,0.008218880000004702,0.0006606400000066515,0.012927680000004216,0.013084640000005976
Trondheim/audio/03,,0.016203600000004315,,0.009768240000003203,0.0008476000000037232,0.014477040000002717,0.014634000000004477
Trondheim/audio/04,,0.013028799999993623,,0.006744319999995696,0.0005734400000108053,0.0113427199999947,0.01318207999999288
Trondheim/audio/05,,0.013504800000006867,,0.006990720000004558,0.0005484799999919687,0.011757120000005727,0.013663680000007616
Trondheim/audio/06,,0.01357280000002703,,0.007025920000018004,0.0005439999999907741,0.011816320000022529,0.013732480000030023
Trondheim/audio/07,,0.012722799999984602,,0.006585919999992029,0.0005254399999898851,0.011076319999986595,0.01287247999998442
Trondheim/audio/08,,0.013083200000039596,0.02854655999998812,0.006772480000023506,0.0004838399999869125,0.01139008000003372,0.013237120000042069
Trondheim/audio/09,,0.010247599999985368,,0.005304639999991423,0.000577920000012,0.008921439999987513,0.010368159999984528
Trondheim/audio/10,,0.012199200000033272,,0.0063148800000192296,0.0004959999999982756,0.010620480000028465,0.012342720000035001
Trondheim/video,0.011172479999999041,,,0.009395040000001131,0.005840159999998207,0.011045519999999698,0.011426399999997727
Trondheim/video/01,,0.012668399999999025,,0.006557759999999746,0.0006390400000029217,0.011028959999999088,0.011177999999999244
Trondheim/video/02,,0.014047039999999456,,0.007936400000000177,0.0007939200000031121,0.012407599999999519,0.012556639999999675
Trondheim/video/03,,0.015449040000000025,,0.009338400000000746,0.0009226400000024171,0.013809600000000088,0.013958640000000244
Trondheim/video/04,,0.012688799999997613,,0.006568319999999517,0.0005235200000015539,0.011046719999997734,0.012838079999998087
Trondheim/video/05,,0.012940399999983754,,0.006698559999989584,0.0005126399999966225,0.011265759999986358,0.013092639999982225
Trondheim/video/06,,0.012600400000010836,,0.006522560000007616,0.0005289599999969141,0.010969760000008932,0.012748640000012301
Trondheim/video/07,,0.012022400000013533,,0.0062233600000070055,0.0005407999999960111,0.010466560000011782,0.012163840000013693
Trondheim/video/08,,0.012954000000004129,,0.006705600000003642,0.0005446400000010954,0.011277600000003218,0.01310640000000518
Trondheim/video/09,,0.010621600000014553,,0.005498240000008536,0.0005632000000019843,0.009247040000012419,0.010746560000015393
Trondheim/video/10,,0.012328399999994133,,0.006381759999996461,0.0005334399999981088,0.010732959999995018,0.01247343999999373
