,C0,C2,C6,C8,C10,C11,C13,C21,C25,C29
Trondheim/audio,0.003776640000005216,0.006223680000001508,0.009903839999996222,0.002427840000006398,0.0036417600000042682,0.005819039999998665,0.005684159999997718,0.005684159999997718,0.005953919999999613,0.0077788800000000435
Trondheim/audio/01,0.004220079999999626,0.005171519999990437,0.008865119999988735,0.0010943999999994958,0.0005689599999953998,0.004761119999990626,0.004626239999989679,0.004626239999989679,0.004895999999991574,0.0067209599999920044
Trondheim/audio/02,0.005589439999997836,0.006801599999988639,0.010626239999986353,0.0013809599999987654,0.0007800000000024454,0.006335039999989078,0.006200159999988131,0.006200159999988131,0.008025119999988561,0.008294879999990457
Trondheim/audio/03,0.006965839999995893,0.010818239999991874,0.014453599999988853,0.001509439999999529,0.0009316800000007674,0.010432799999989584,0.009013119999988106,0.009013119999988106,0.004011120000001256,0.011717599999990114
Trondheim/audio/04,0.0034707199999957083,0.004484559999987425,0.008350560000003782,0.0012371199999847704,0.0004831999999908021,0.004020639999993136,0.0037113599999969438,0.0037113599999969438,0.005103120000001127,0.005567039999995416
Trondheim/audio/05,0.002983200000002739,0.004579679999999087,0.008527680000007365,0.0012633599999958278,0.0006230399999935798,0.004105920000000651,0.0037900800000016943,0.0037900800000016943,0.005211360000004106,0.0056851200000025415
Trondheim/audio/06,,0.0035496000000208028,0.00660960000001154,0.0009792000000174994,0.0005654400000025817,0.0031824000000142405,0.0029376000000098657,0.0029376000000098657,0.004039200000008236,0.0044064000000147985
Trondheim/audio/07,0.0030060800000057952,0.004612159999993537,0.008588159999987965,0.001272319999998217,0.0004998400000033598,0.004135039999994206,0.0038169599999946513,0.0038169599999946513,0.0052483199999926455,0.005725439999991977
Trondheim/audio/08,0.002988479999999072,0.004322159999972541,0.008048159999994198,0.001192319999972824,0.0005247999999937747,0.0038750399999827323,0.0035769599999895263,0.0035769599999895263,0.0049183199999944804,0.0053654399999842894
Trondheim/audio/09,,0.0037351999999941654,0.006955200000007267,0.00103039999999055,0.0006361599999991085,0.003348799999997709,0.0030912000000000717,0.0030912000000000717,0.004250400000003651,0.0046368000000001075
Trondheim/audio/10,,0.0038581600000142657,0.007184160000008433,0.0010643200000117758,0.000636799999995219,0.00345904000000985,0.003192960000006906,0.003192960000006906,0.004390320000005943,0.004789440000010359
Trondheim/video,0.0035593600000005665,0.005946720000000738,0.008135679999998757,0.0022881600000008717,0.0034322400000004194,0.005565360000000297,0.00543824000000015,0.00543824000000015,0.005692480000000444,0.0074316799999998295
Trondheim/video/01,0.004028880000001678,0.005068640000001068,0.008697440000000611,0.0010963200000020379,0.000625919999997393,0.004657520000000304,0.0045304000000001565,0.0045304000000001565,0.004784640000000451,0.00647808000000083
Trondheim/video/02,0.005523920000001681,0.0065353599999973255,0.011651519999999138,0.0012883999999946383,0.0007469599999971877,0.006103599999999432,0.005976479999999285,0.005976479999999285,0.007669919999999664,0.007924159999999958
Trondheim/video/03,0.006982880000002467,0.010549599999997383,0.014138079999996833,0.0014196799999943721,0.0008707199999964388,0.010155759999998182,0.010028639999998035,0.010028639999998035,0.004428479999999624,0.011468559999997296
Trondheim/video/04,,0.003700400000008486,0.006890400000006736,0.0010208000000062611,0.000542400000000498,0.003317600000006138,0.0030624000000045726,0.0030624000000045726,0.004210800000004511,0.004593600000006859
Trondheim/video/05,0.002995519999998919,0.004359279999992083,0.00811727999998979,0.0012025599999958558,0.0006003200000037623,0.003908319999993637,0.003607679999994673,0.003607679999994673,0.0049605599999935635,0.005411519999992009
Trondheim/video/06,,0.003507840000001039,0.006531839999997402,0.0009676800000022467,0.0005859200000060127,0.0031449600000001965,0.002903039999999635,0.002903039999999635,0.00399167999999861,0.004354559999999452
Trondheim/video/07,0.003020159999998384,0.003953279999993953,0.007361279999997805,0.0010905599999944116,0.0005334399999981088,0.0035443199999960484,0.0032716799999974455,0.0032716799999974455,0.004498559999998264,0.004907519999996168
Trondheim/video/08,0.0026558400000027405,0.004507760000002747,0.008393760000000583,0.001243520000002718,0.0006377600000035955,0.004041440000001728,0.0037305600000010486,0.0037305600000010486,0.005129520000000554,0.005595840000001573
Trondheim/video/09,0.003372159999997848,0.004194559999984193,0.007810559999988698,0.001157119999987799,0.0004857600000036655,0.0037606399999887685,0.0034713599999918188,0.0034713599999918188,0.0047731199999923035,0.005207039999987728
Trondheim/video/10,0.0027473600000007536,0.004124959999987965,0.007680959999991188,0.0011379199999907996,0.0004889599999984284,0.003698239999991415,0.003413759999993715,0.003413759999993715,0.004693919999994023,0.005120639999990573
