,C0,C1,C5,C6,C7,C9,C13,C15,C18,C19,C21,C22,C26,C28
Trondheim/audio/10,0.003336959999998612,0.004504319999995232,0.0005004799999994702,0.003378239999996424,0.0006259200000044984,0.0046294399999951,0.004187680000001137,0.006881599999992716,0.0005017599999916911,0.0005004799999994702,0.004504319999995232,0.004754559999994967,0.006881599999992716,0.004504319999995232
Trondheim/video,0.004519199999993617,0.007555279999998277,0.0025608799999954357,0.0027115199999947492,0.003916639999996363,0.006412159999998224,0.006628159999998218,,0.005423039999996604,0.0025608799999954357,0.00626151999999891,0.006562799999997537,,0.00626151999999891
Trondheim/video/01,0.00573191999999878,0.006183840000003826,0.000516159999996546,0.0042384000000001976,0.0005897599999968861,0.006291280000002786,0.005336080000002852,,0.00048191999999858126,0.000516159999996546,0.006183840000003826,0.006420320000001922,,0.006162240000003649
Trondheim/video/02,0.008380319999998775,0.008832240000003821,0.0006375999999956861,0.006720400000000737,0.0007238399999973666,0.008924480000002788,0.006542880000003137,,0.0006171200000011368,0.0006375999999956861,0.007784160000001705,0.009045920000001928,,0.008803040000003648
Trondheim/video/03,0.009844639999998961,0.010296560000004007,0.0008271199999967394,0.008230160000001874,0.0008583199999971924,0.010434240000003925,0.005402000000000129,,0.0007960000000029055,0.0010322399999935783,0.009293920000002842,0.01057840000000354,,0.010290080000004309
Trondheim/video/04,,0.004803840000002779,0.0005337600000032694,0.003602880000004305,0.0005603199999981712,0.004937280000003597,0.004403520000000327,0.007339200000000545,0.00333600000000267,0.0005337600000032694,0.004803840000002779,0.005070720000004414,0.007339200000000545,0.004803840000002779
Trondheim/video/05,,0.005065920000003388,0.0005628800000039291,0.0037994400000052053,0.000500160000001415,0.00520664000000437,0.004643760000000441,0.007739600000000735,0.0006243200000000115,0.0005628800000039291,0.005065920000003388,0.005347360000005352,0.007739600000000735,0.005065920000003388
Trondheim/video/06,,0.004619520000009203,0.0005132800000069437,0.003464640000011343,0.0005459199999933162,0.004747840000010939,0.004268559999999866,0.0070576000000066585,0.0032080000000078712,0.0005132800000069437,0.004619520000009203,0.004876160000012675,0.0070576000000066585,0.004619520000009203
Trondheim/video/07,,0.005152320000000543,0.0005724800000024288,0.0038642400000021837,0.000591360000001373,0.00529544000000115,0.0047229599999987215,0.00787159999999787,0.000491519999997081,0.0005724800000024288,0.005152320000000543,0.0054385600000017575,0.00787159999999787,0.005152320000000543
Trondheim/video/08,,0.004622400000002358,0.000513600000004999,0.003466800000005321,0.0005177599999939275,0.004750800000003608,0.004237199999998609,0.007061999999997681,0.0032100000000028217,0.000513600000004999,0.004622400000002358,0.004879200000004857,0.007061999999997681,0.004622400000002358
Trondheim/video/09,,0.004968000000001638,0.0005519999999989977,0.00372600000000034,0.0005903999999929965,0.005106000000001387,0.0045540000000023895,0.0075900000000039824,0.0005468800000016927,0.0005519999999989977,0.004968000000001638,0.005244000000001137,0.0075900000000039824,0.004968000000001638
Trondheim/video/10,,0.0047663999999905116,0.0005295999999930245,0.0035747999999884428,0.0005324800000039431,0.004898799999988768,0.004369199999995743,0.007281999999992905,0.0033099999999919305,0.0005295999999930245,0.0047663999999905116,0.005031199999987024,0.007281999999992905,0.0047663999999905116
