,C0,C1,C5,C6,C7,C9,C13,C15,C18,C19,C21,C22,C26,C28
Trondheim/audio,0.0036335999999934643,0.005211359999997001,0.002059039999995349,0.0021801599999946575,0.0031491199999962305,0.005333759999995635,0.005329279999997993,,0.00436031999999642,0.002059039999995349,0.005211359999997001,0.005454879999994944,,0.005212639999996327
Trondheim/audio/01,0.005384479999996472,0.005747840000001503,0.0004857600000036655,0.003637760000003709,0.0005046400000026097,0.005870880000003353,0.004484960000002758,,0.0004867199999978311,0.0005190400000003592,0.005747840000001503,0.00599232000000427,,0.005749440000002437
Trondheim/audio/02,0.007985919999995872,0.009774079999999685,0.0006737599999979693,0.006282879999996993,0.0006794400000060818,0.008505599999999447,0.007266399999998896,,0.0006708000000017478,0.0008989600000006703,0.0075425599999974224,0.00864367999999871,,0.008367520000000184
Trondheim/audio/03,0.009172239999998055,0.008517440000002097,0.0007941599999981008,0.007433840000000913,0.0008974400000063554,0.009656560000003367,0.008517440000002097,,0.0007958400000021015,0.001157440000000065,0.008693520000001342,0.009776960000003498,,0.009536160000003235
Trondheim/audio/04,0.0035200000000088494,0.004449200000003373,0.0005033600000103888,0.000629200000012986,0.0005628799999897183,0.004576320000005296,0.004152720000000443,0.006864479999997286,0.0005280000000027485,0.0005033600000103888,0.004449200000003373,0.00470344000000722,0.006864479999997286,0.004449200000003373
Trondheim/audio/05,0.004504319999988127,0.004636799999985897,0.0005318400000078327,0.0006648000000097909,0.0005571199999963028,0.004769279999983667,0.004387680000000671,0.007153919999986158,0.0004979199999866069,0.0005318400000078327,0.004636799999985897,0.0049017599999814365,0.007153919999986158,0.004636799999985897
Trondheim/audio/06,0.0046892800000080115,0.004827200000008247,0.0005897599999968861,0.0007371999999961076,0.000522240000009333,0.004965120000008483,0.004865519999995627,0.007447680000012724,0.0005212799999867457,0.0005897599999968861,0.004827200000008247,0.005103040000008718,0.007447680000012724,0.004827200000008247
Trondheim/audio/07,0.003486560000013128,0.004599359999993169,0.0005110399999921356,0.0034495199999895476,0.0005401600000141116,0.004727119999991203,0.004216079999999067,0.007026799999998445,0.0004911999999990257,0.0005110399999921356,0.004599359999993169,0.004854879999989237,0.007026799999998445,0.004599359999993169
Trondheim/audio/08,,0.004325760000014611,0.0004806400000063604,0.003244320000014511,0.000601600000010194,0.004445920000016201,0.004066240000007326,0.0066088000000164016,0.0005023999999878015,0.0004806400000063604,0.004325760000014611,0.0045660800000177915,0.0066088000000164016,0.004325760000014611
Trondheim/audio/09,0.0031768000000056418,0.00447839999998223,0.0004975999999885516,0.003358799999979567,0.0006143999999892458,0.004602799999979368,0.0041480800000002205,0.006841999999984694,0.0005718399999921076,0.0004975999999885516,0.00447839999998223,0.004727199999976506,0.006841999999984694,0.00447839999998223
