,C0,C2,C5,C6,C10,C11,C14,C17,C26
Trondheim/audio,0.006700800000004392,0.008945600000004106,0.010539200000003746,0.00908520000000479,0.0064396800000139365,0.010376240000002923,0.00624600000001152,0.005025600000003294,0.008945600000004106
Trondheim/audio/01,0.008235279999997402,0.008372959999999097,0.008372959999999097,0.00853191999999936,0.0061881599999971115,0.009962559999998177,0.005404639999998295,0.0038150399999992146,0.008372959999999097
Trondheim/audio/02,0.009834080000000966,0.009966959999999858,0.009966959999999858,0.010126320000001243,0.007782159999997873,0.011560559999999498,0.006998639999999057,0.005413840000002779,0.009966959999999858
Trondheim/audio/03,0.01105015999999992,0.011183039999998812,0.011183039999998812,0.011308079999999165,0.008998239999996827,0.012776639999998451,0.00821471999999801,0.006629920000001732,0.010498719999997519
Trondheim/audio/04,,0.006260399999995059,0.006393599999995558,0.006393599999995558,0.004795199999996669,0.007592399999992949,0.00452879999999567,0.003196799999997779,0.006260399999995059
Trondheim/audio/05,,0.005767840000011404,0.0058905600000116465,0.0058905600000116465,0.004417920000008735,0.00699504000001383,0.00417248000000825,0.0029452800000058232,0.005767840000011404
Trondheim/audio/06,,0.006373200000005852,0.0065088000000059765,0.0065088000000059765,0.004881600000004482,0.007729200000007097,0.004610400000004233,0.0032544000000029882,0.006373200000005852
Trondheim/audio/07,,0.005910720000031233,0.006036480000034317,0.006036480000034317,0.0045273600000257375,0.0071683200000336456,0.004275840000019571,0.0030182400000171583,0.005910720000031233
Trondheim/audio/08,,0.006264160000000629,0.006397440000000643,0.006397440000000643,0.004798080000000482,0.007596960000000763,0.004531520000000455,0.0031987200000003213,0.006264160000000629
Trondheim/audio/09,,0.005846799999979169,0.005971199999976307,0.005971199999976307,0.00447839999998223,0.0070907999999789695,0.004229599999987954,0.0029855999999881533,0.005846799999979169
Trondheim/audio/10,0.007483280000016634,0.007177840000011315,0.007330560000013975,0.007330560000013975,0.005497920000010481,0.00870504000000949,0.005192480000005162,0.0036652800000069874,0.007177840000011315
Trondheim/video,0.006309120000004498,0.008179280000007338,0.009793360000006857,0.008310720000007876,0.0060595999999986105,0.009493680000007387,0.005896240000000219,0.004731840000003373,0.008179280000007338
Trondheim/video/01,0.007236320000000518,0.00770544000000406,0.00770544000000406,0.007838880000004878,0.005503599999999054,0.009039840000003352,0.0045369600000011445,0.003202560000001853,0.00770544000000406
Trondheim/video/02,0.008993919999996436,0.00924224000000251,0.00924224000000251,0.009394080000001637,0.007040399999997504,0.010760640000002653,0.007323679999997168,0.004960159999997771,0.009370240000002639
Trondheim/video/03,0.010385599999997552,0.010633920000003627,0.010633920000003627,0.010774240000003488,0.00843207999999862,0.012152320000003769,0.008703839999999019,0.006351839999998887,0.010115919999998724
Trondheim/video/04,0.006616959999998784,0.0063468799999988335,0.006481919999998809,0.006481919999998809,0.0048614399999991065,0.007697279999998585,0.004591359999999156,0.0032409599999994043,0.0063468799999988335
Trondheim/video/05,,0.006128800000002599,0.006259200000002352,0.006259200000002352,0.004694400000001764,0.007432800000003681,0.004433600000002258,0.003129600000001176,0.006128800000002599
Trondheim/video/06,,0.005944559999996102,0.0060710399999948095,0.0060710399999948095,0.004553279999996107,0.007209359999997389,0.004300319999998692,0.0030355199999974047,0.005944559999996102
Trondheim/video/07,0.007785120000008305,0.007467360000006806,0.007626240000007556,0.007626240000007556,0.005719680000005667,0.009056160000007196,0.005401920000004168,0.003813120000003778,0.007467360000006806
Trondheim/video/08,0.007397039999986532,0.007095119999988242,0.007246079999987387,0.007246079999987387,0.00543455999999054,0.008604719999986798,0.00513263999999225,0.0036230399999936935,0.007095119999988242
Trondheim/video/09,0.006522880000005671,0.006256640000003699,0.006389760000004685,0.006389760000004685,0.004792320000003514,0.007587840000002899,0.004526080000001542,0.0031948800000023425,0.006256640000003699
Trondheim/video/10,0.007459759999981941,0.007155279999984998,0.0073075199999834695,0.0073075199999834695,0.005480639999987602,0.008677679999983923,0.005176159999990659,0.0036537599999917347,0.007155279999984998
