,C0,C3,C5,C6,C7,C8,C10,C14,C15,C21,C22,C23
Trondheim/audio,0.0036512000000001876,0.004694400000001764,0.004303200000002505,0.006259200000002352,0.004824800000001517,0.007302400000003928,0.005998400000002846,0.006128800000002599,0.004824800000001517,0.006128800000002599,0.004694400000001764,0.0036512000000001876
Trondheim/audio/01,0.0035622400000043797,0.0005343199999963133,0.005040239999999585,0.005522240000001233,0.0008044799999922247,0.007878880000003363,0.0037866400000012845,0.004421600000000581,0.0029497599999999125,0.006067999999995521,0.0005340799999942192,0.0035622400000043797
Trondheim/audio/02,0.008289360000002688,0.0006641599999959169,0.00644551999999976,0.00693376000000967,0.000971200000005723,0.009279520000006869,0.005343679999999296,0.005900400000001582,0.004350400000003418,0.007468639999999027,0.0009233599999909359,0.008289360000002688
Trondheim/audio/03,0.009706640000000988,0.0007900799999944752,0.00786279999999806,0.00823224000000522,0.001103280000005924,0.010592880000004357,0.0067531999999985715,0.007125200000000831,0.005663760000000906,0.008781999999996515,0.0007935199999913323,0.009706640000000988
Trondheim/audio/04,0.004536000000015861,0.0006073600000036095,0.003770800000005181,0.0036288000000155307,0.0007776000000063732,0.0031433599999957096,0.002650559999992197,0.0038809599999964917,0.0010368000000084976,0.004665600000016923,0.0006073600000036095,0.004536000000015861
Trondheim/audio/05,0.0023052000000021167,0.0006118400000048041,0.003692319999998972,0.004746000000004358,0.0008136000000007471,0.0070512000000064745,0.0028283200000061015,0.0029092799999972385,0.002983200000002739,0.004881600000004482,0.0006118400000048041,0.0023052000000021167
Trondheim/audio/06,0.0024439200000045957,0.0005078400000115835,0.0036256799999989653,0.005031600000009462,0.000862560000001622,0.007475520000014058,0.004062720000007403,0.002895200000011755,0.0031627200000059474,0.005175360000009732,0.0005078400000115835,0.0024439200000045957
Trondheim/audio/07,0.005027840000003891,0.0005289599999969141,0.003683840000000771,0.0049111999999951195,0.0008419199999991633,0.007296639999992749,0.003164479999995251,0.0028318399999989197,0.0030870399999969322,0.00505151999999498,0.0005289599999969141,0.005027840000003891
Trondheim/audio/08,0.0023432800000051657,0.000513600000004999,0.0038019200000007913,0.0038595200000060004,0.000827040000004331,0.002926880000003962,0.004108799999997359,0.003860480000000166,0.0011027200000057746,0.00496224000000467,0.000513600000004999,0.0023432800000051657
Trondheim/audio/09,0.0026506399999846053,0.0004825599999946917,0.003785839999999041,0.004365759999984675,0.0009355199999845354,0.007189600000003793,0.003860480000000166,0.003352800000001821,0.0012473599999793805,0.0056131199999924775,0.0004825599999946917,0.0026506399999846053
Trondheim/audio/10,0.005094800000001953,0.0005702400000018315,0.0037980000000032987,0.005395600000014156,0.0009249600000060809,0.008016320000017174,0.002812479999988682,0.003502400000002126,0.003391520000008086,0.005549760000015169,0.0005702400000018315,0.005094800000001953
Trondheim/video,0.003460800000002706,0.004449600000002718,0.0040788000000020475,0.005932800000003624,0.004573200000002942,0.006921600000003636,0.005685600000003177,0.0058092000000034005,0.004573200000002942,0.0058092000000034005,0.004449600000002718,0.003460800000002706
Trondheim/video/01,0.0038356800000016733,0.0005292800000020748,0.005313280000001086,0.004586320000001365,0.0009518400000025906,0.008192719999998488,0.004028800000000388,0.004215519999998918,0.0012691200000034542,0.006739360000004524,0.0005332000000013437,0.0038356800000016733
Trondheim/video/02,0.00874024000000162,0.0006684000000021229,0.00696192000000373,0.007247679999998979,0.0010864000000019303,0.00956599999999952,0.005349039999998695,0.005741200000001001,0.0014036800000027938,0.008060880000003934,0.0008151200000021674,0.00874024000000162
Trondheim/video/03,0.010065600000000785,0.0009488800000028164,0.008287280000002895,0.009913920000000687,0.0012182400000018134,0.010918799999998896,0.006603999999999388,0.007001439999999803,0.001535520000002677,0.009376560000005085,0.0010970400000029912,0.010065600000000785
Trondheim/video/04,0.0047006399999993675,0.0005683199999992894,0.0034414399999995737,0.004555599999996218,0.000780959999996611,0.006768319999997274,0.0033774399999977334,0.003245440000000599,0.002863519999998232,0.004685759999995653,0.0005683199999992894,0.0047006399999993675
Trondheim/video/05,0.0050414399999993975,0.0005097599999999147,0.003759840000000736,0.005412400000004425,0.0009278400000098941,0.008041279999996931,0.003352800000001821,0.003162719999998842,0.003402080000000751,0.005567040000006074,0.0005097599999999147,0.0050414399999993975
Trondheim/video/06,0.00528432000000123,0.0005334399999981088,0.0038075200000022846,0.004925200000002405,0.0008443200000058937,0.007317439999997788,0.0029656000000031213,0.0028916799999976206,0.003095840000000294,0.005065920000003388,0.0005334399999981088,0.00528432000000123
Trondheim/video/07,0.004874399999998502,0.0005315199999955666,0.0036407999999994445,0.004175359999997852,0.0008947199999980171,0.0034267200000002163,0.0033439999999984593,0.0038400000000002876,0.0011929599999973561,0.005368319999998761,0.0005315199999955666,0.004874399999998502
Trondheim/video/08,0.004918560000000127,0.0004953600000021652,0.0037105600000018057,0.004403840000001935,0.0009436799999988921,0.005635519999998451,0.003962879999996005,0.0034337600000000634,0.0012582399999985228,0.005662080000004011,0.0004953600000021652,0.004918560000000127
Trondheim/video/09,0.004945920000004378,0.0004911999999990257,0.003649920000004414,0.004036480000010556,0.0008649600000083524,0.005973439999991115,0.003929600000002864,0.0031468800000027386,0.0011532800000111365,0.005189760000007482,0.0004911999999990257,0.004945920000004378
Trondheim/video/10,0.00221815999999464,0.0005484800000061796,0.0038113599999967107,0.0036534399999936795,0.0007828799999956004,0.005290719999997862,0.0027755200000001423,0.003937279999998822,0.001043839999994134,0.004697279999994919,0.0005484800000061796,0.00221815999999464
