,C0,C1,C12,C13,C14,C15,C21,C24,C28,C29
Trondheim/audio,0.01020095999999171,0.008655359999991674,0.01143743999999458,0.013105439999993251,0.006955199999993056,0.01020095999999171,0.008655359999991674,0.01020095999999171,0.010318319999992553,
Trondheim/audio/01,,0.006965199999999783,0.009458239999997176,0.007402800000001264,0.00307008000000053,0.005855919999998349,0.0005430399999966085,,0.00727488000000065,
Trondheim/audio/02,0.012821359999996673,0.008413679999993207,0.010891999999994795,0.008762959999998543,0.004518559999993954,0.003904320000000183,0.0007098400000060678,0.012821359999996673,0.008635039999997929,
Trondheim/audio/03,0.014123119999997158,0.009715439999993691,0.01219375999999528,0.010064719999999028,0.005820319999994439,0.005528879999999958,0.0008530400000061888,0.014123119999997158,0.009936799999998414,
Trondheim/audio/04,,,0.0075175199999861775,0.006382799999983035,0.00340415999998811,0.006099119999987579,0.0005452800000114166,,0.006382799999983035,
Trondheim/audio/05,0.011650560000028065,0.007242240000024935,0.008344320000020389,0.00708480000002254,0.0037785600000148634,0.008344320000020389,0.0005081600000096387,0.011650560000028065,0.00708480000002254,
Trondheim/audio/06,,,0.006686479999999051,0.005677200000000937,0.003027840000001447,0.005424879999999632,0.0006236799999896903,,0.005677200000000937,
Trondheim/audio/07,,,0.007636239999982308,0.006483599999981493,0.003457919999988235,0.006195439999984842,0.0006172800000001644,,0.006483599999981493,
Trondheim/audio/08,,,0.0065423200000154225,0.005554800000020066,0.0029625600000144914,0.005307920000014121,0.0004863999999997759,,0.005554800000020066,
Trondheim/audio/09,,,0.006796720000011192,0.005770800000014731,0.0030777600000106986,0.0055143200000102865,0.0005772799999874678,,0.005770800000014731,
Trondheim/audio/10,,,0.00797544000000272,0.006771600000007538,0.0036115200000068626,0.00797544000000272,0.000533759999996164,,0.006771600000007538,
Trondheim/video,0.007930559999998366,0.006728959999998452,0.008891839999998652,0.009810799999996789,0.005407199999998724,0.007930559999998366,0.006728959999998452,0.007930559999998366,0.00836383999999768,
Trondheim/video/01,,0.006448320000000507,0.007756320000002148,0.006863999999998427,0.0030182399999993947,0.004265200000000746,0.0005695999999986157,,0.006738239999998896,
Trondheim/video/02,0.011412079999999492,0.007661040000000341,0.008969040000001982,0.00807671999999826,0.004230959999999229,0.005597120000000899,0.0007366399999977347,0.011412079999999492,0.00795095999999873,
Trondheim/video/03,0.012928719999997895,0.009023919999998853,0.009099200000001417,0.009386799999997919,0.005593839999997741,0.007087440000001166,0.0009280799999995537,0.012928719999997895,0.009261039999998388,0.061840719999999294
Trondheim/video/04,0.010442879999999377,0.006491520000000861,0.007479359999999602,0.006350400000000533,0.003386880000000758,0.00298671999999911,0.0004892799999964836,0.010442879999999377,0.006350400000000533,
Trondheim/video/05,0.010661920000000435,0.0066276799999940295,0.007636240000000072,0.006483599999995704,0.0034579199999953403,0.0030641600000009817,0.0006275199999947745,0.010661920000000435,0.006483599999995704,
Trondheim/video/06,0.01091648000000589,0.006785919999998669,0.007818560000004027,0.006638399999999933,0.0035404799999980696,0.0029550400000033505,0.0005040000000064992,0.01091648000000589,0.006638399999999933,
Trondheim/video/07,0.009868639999989881,0.006134559999992462,0.007068079999992705,0.006001199999992934,0.003200639999995758,0.0028987199999974678,0.0006252799999941772,0.009868639999989881,0.006001199999992934,
Trondheim/video/08,0.011526240000005572,0.0071649599999972224,0.00825528000000375,0.0070091999999988275,0.003738239999997006,0.002925119999993342,0.0005440000000049849,0.011526240000005572,0.0070091999999988275,
Trondheim/video/09,0.011147360000006046,0.006929440000007503,0.007983920000004474,0.006778800000006413,0.0036153600000048414,0.002946239999999989,0.0006188800000046513,0.011147360000006046,0.006778800000006413,
Trondheim/video/10,0.010744799999997667,0.006679199999993557,0.007695599999998137,0.006533999999994933,0.0034847999999954027,0.0032595200000002933,0.0006140800000054014,0.010744799999997667,0.006533999999994933,
