,C0,C1,C3,C4,C7,C10,C12,C13,C17,C18,C21,C24,C29
Trondheim/audio,0.0035276799999977015,0.0035276799999977015,0.009374239999999645,0.007598079999997509,0.043860159999997705,0.007598079999997509,0.004884479999997637,0.04521695999999764,0.004884479999997637,0.0033919999999980632,0.004748799999997999,0.043860159999997705,0.006241279999997573
Trondheim/audio/01,0.0036535200000038515,0.0036535200000038515,0.00781751999999969,0.00699176000000179,0.05529895999999823,0.00699176000000179,0.0008174399999987259,0.05689175999999918,0.0010899199999983011,0.0005967999999967333,0.0009536799999985135,0.05529895999999823,0.004183120000000429
Trondheim/audio/02,0.00993264000000238,0.00993264000000238,0.0090398399999998,0.01010760000000488,0.06755951999999965,0.0038015999999991834,0.0010679200000076605,0.06882192000000131,0.0013784800000102848,0.0007600799999956109,0.0012232000000089727,0.06755951999999965,0.005405440000000539
Trondheim/audio/03,0.006202880000003574,0.006202880000003574,0.010609679999998178,0.003846960000000621,0.10758303999999796,0.005163119999998855,0.0012132000000093512,0.10896863999999695,0.0015237600000119755,0.0009304000000014412,0.0013684800000106634,0.10758303999999796,0.00683768000000029
Trondheim/audio/04,0.0032822400000043217,0.0032822400000043217,0.007953120000010472,0.005134080000019026,0.030280800000014096,0.005134080000019026,0.0020198400000026595,0.03164480000001646,0.002272320000002992,0.0006345600000088325,0.0021460800000028257,0.030280800000014096,0.005428320000007147
Trondheim/audio/05,0.006202319999999872,0.006202319999999872,0.005355840000007106,0.005836320000014439,0.03161280000000488,0.005836320000014439,0.002163599999988719,0.03303680000000497,0.0024520799999834253,0.0005769599999894126,0.002307839999986072,0.03161280000000488,0.0028054400000030455
Trondheim/audio/06,0.003863999999992984,0.003863999999992984,0.0064355200000179025,0.005617519999994158,0.029002079999997932,0.005617519999994158,0.0023183999999929483,0.030308479999995086,0.0030047199999998497,0.00061823999999433,0.002472959999991531,0.029002079999997932,0.0039603200000115635
Trondheim/audio/07,0.008061439999998754,0.008061439999998754,0.009264639999997826,0.00830207999999999,0.026835359999992647,0.00830207999999999,0.005655040000000611,0.028044159999993212,0.005895680000001846,0.00048128000000247084,0.005775360000001228,0.026835359999992647,0.006858239999999682
Trondheim/audio/08,0.008785040000013566,0.008785040000013566,0.010096240000017076,0.010096240000017076,0.02928623999999047,0.010096240000017076,0.006162640000006547,0.030605439999987993,0.007473840000010057,0.0005244799999957195,0.006293760000005477,0.02928623999999047,0.007473840000010057
Trondheim/audio/09,0.003942000000009216,0.003942000000009216,0.006427199999997413,0.00519119999999873,0.03338879999999733,0.00519119999999873,0.0023652000000069506,0.034892799999994395,0.0026805600000088248,0.0006307200000037483,0.0025228800000078877,0.03338879999999733,0.003955200000000048
