,C0,C3,C7,C14,C15,C22,C23,C24,C27,C28
Trondheim/audio,0.012645440000000008,,0.00999872000000579,0.0067638400000049614,0.011175040000001246,0.006616800000003309,0.008528320000007028,0.010145760000007442,0.010292800000009095,0.008822400000010333
Trondheim/audio/01,,,0.004725679999996402,0.0004886400000003732,,0.0005430399999966085,0.003998159999991202,0.005710959999994714,0.0074782399999904214,0.006096639999991993
Trondheim/audio/02,,,0.006253759999996333,0.0006907999999974379,,0.0007207199999967884,0.0053246399999942184,0.007045919999995931,0.00655967999999163,0.00743159999999321
Trondheim/audio/03,,,0.007679039999999304,0.0008266399999961038,,0.000855999999995305,0.006796959999999075,0.008497759999997356,0.008124159999994163,0.006970879999997237
Trondheim/audio/04,,,0.007698239999989198,0.0005923200000097495,,0.0005702400000018315,0.006272639999991725,0.00755567999998874,0.007698239999989198,0.006272639999991725
Trondheim/audio/05,,,0.006799680000007413,0.000503680000008444,,0.0006281599999908849,0.00566640000000973,0.006799680000007413,0.006925600000009524,0.00566640000000973
Trondheim/audio/06,,,0.006579359999989265,0.0005052799999987201,,0.00048735999999394153,0.0053609599999902,0.0064575199999907795,0.006579359999989265,0.0053609599999902
Trondheim/audio/07,,,0.007240320000015288,0.0005500800000106665,,0.0005363200000090274,0.005899520000014036,0.007106240000013031,0.007240320000015288,0.005899520000014036
Trondheim/audio/08,,,0.011792319999997858,0.0005232000000034986,,0.0005484799999919687,0.01042111999999662,0.011655199999999866,0.011792319999997858,0.01042111999999662
Trondheim/audio/09,,,0.006549119999995412,0.00048512000000755506,,0.000614719999987301,0.005457599999999729,0.006549119999995412,0.006670399999997301,0.005457599999999729
Trondheim/audio/10,,,0.01345719999997641,0.0005753599999991366,,0.00063327999998819,0.012032319999974561,0.01345719999997641,0.013615519999973458,0.012032319999974561
Trondheim/video,0.013670560000008436,,0.010809280000007249,0.007312160000005008,0.012080960000007579,0.007153200000004745,0.009219680000006392,0.010968240000007512,0.011127200000007775,0.009537600000006918
Trondheim/video/01,,,0.007067360000000633,0.0005683199999992894,,0.0006201599999968721,0.0042308799999979385,0.005861520000001619,0.00738528000000116,0.005702560000001355
Trondheim/video/02,,,0.006702960000000147,0.0007209599999988825,,0.0007584799999964531,0.005496320000000665,0.007150000000002876,0.006572959999999739,0.006991040000002613
Trondheim/video/03,,,0.008151999999997273,0.0009018399999991544,,0.0009067199999961417,0.006880559999999036,0.008521280000001852,0.008015519999997167,0.008362320000001588
Trondheim/video/04,,,0.013028799999993623,0.0005408000000031166,,0.0006131199999970249,0.011649279999993212,0.013028799999993623,0.01318207999999288,0.011649279999993212
Trondheim/video/05,,,0.008199359999995437,0.0006115200000067489,,0.0006073600000036095,0.0066809599999970715,0.008047519999994535,0.008199359999995437,0.0066809599999970715
Trondheim/video/06,,,0.007205760000001504,0.0005840000000034706,,0.000533759999996164,0.005871360000000436,0.007072320000002463,0.007205760000001504,0.005871360000000436
Trondheim/video/07,,,0.006825599999991994,0.0005273600000066381,,0.0005055999999967753,0.00556159999999295,0.0066991999999928,0.006825599999991994,0.00556159999999295
Trondheim/video/08,,,0.013326560000002985,0.0006022400000063044,,0.0006198399999988169,0.01177696000000239,0.01317160000000328,0.013326560000002985,0.01177696000000239
Trondheim/video/09,,,0.011303839999989407,0.0005094400000018595,,0.0005257600000021512,0.009989439999991134,0.011172399999988869,0.011303839999989407,0.009989439999991134
Trondheim/video/10,,0.01029600000000741,0.01188000000000855,0.0005308799999994562,,0.000633600000000456,0.010454400000007524,0.01188000000000855,0.012038400000008664,0.010454400000007524
