,C0,C2,C3,C11,C14,C16,C19,C20,C24,C25,C27,C29
Trondheim/audio,0.04004896000002134,0.025325600000023485,0.02032560000001382,0.029655200000025417,0.025325600000023485,0.029655200000025417,0.021981760000016948,0.02561680000002653,0.06299600000001604,0.025606880000026422,0.025466240000024953,
Trondheim/audio/01,,0.007594560000008244,0.0004956800000002204,0.009160960000009766,0.007594560000008244,0.009160960000009766,0.003375360000006822,0.00789520000001076,0.05506832000000017,0.00789520000001076,0.007160960000003769,
Trondheim/audio/02,,0.009074880000007113,0.0006727200000042899,0.010671520000009593,0.009074880000007113,0.010671520000009593,0.004895840000003204,0.009361120000008327,0.06963327999999791,0.00935616000001005,0.008530880000002128,
Trondheim/audio/03,,0.004513440000000202,0.0007977600000046436,0.012085280000011522,0.004513440000000202,0.012085280000011522,0.006309600000005133,0.010771040000012277,0.11254143999999755,0.010198560000006296,0.009944640000004057,
Trondheim/audio/04,,0.005420799999996007,0.0006035199999985252,0.006899199999992334,0.005420799999996007,0.006899199999992334,0.002956799999992654,0.0056671999999906575,0.02636479999999608,0.005420799999996007,0.0056671999999906575,
Trondheim/audio/05,,0.005914799999978015,0.0005257599999879403,0.00880647999996853,0.005914799999978015,0.00880647999996853,0.004600399999979743,0.007492079999970258,0.029573999999975342,0.007229199999976288,0.007360639999973273,
Trondheim/audio/06,,0.006695999999998037,0.0005951999999922464,0.009969599999998024,0.006695999999998037,0.009969599999998024,0.005207999999996105,0.008481599999996092,0.033479999999990184,0.008183999999999969,0.00833279999999803,
Trondheim/audio/07,,0.006547199999999975,0.0006339200000127221,0.00833279999999803,0.006547199999999975,0.00833279999999803,0.003571199999996111,0.0068447999999960984,0.03184319999999019,0.006547199999999975,0.0068447999999960984,
Trondheim/audio/08,,0.005936399999995956,0.0005276800000046933,0.008838639999993347,0.005936399999995956,0.008838639999993347,0.004617199999998434,0.007519439999995825,0.02968199999999399,0.007255599999993478,0.007387519999994652,
Trondheim/audio/09,,0.005315199999984088,0.0006083199999977751,0.006764799999977811,0.005315199999984088,0.006764799999977811,0.002899199999987445,0.005556799999979489,0.025851199999983976,0.005315199999984088,0.005556799999979489,
Trondheim/audio/10,,0.005529919999986532,0.0006307200000037483,0.0070380799999796295,0.005529919999986532,0.0070380799999796295,0.0030163199999861945,0.005781279999979461,0.026895519999989403,0.005529919999986532,0.005781279999979461,
Trondheim/video,0.0352822400000008,0.022634080000001333,0.0179064000000011,0.025642880000001256,0.022634080000001333,0.025642880000001256,0.0193654400000014,0.0229175200000018,0.05818799999999946,0.022935680000001568,0.02278488000000145,
Trondheim/video/01,,0.0077155999999991565,0.0005891200000007757,0.009374399999998673,0.0077155999999991565,0.009374399999998673,0.0036191999999992674,0.008017199999999391,0.053920719999997146,0.008017199999999391,0.007387519999998204,
Trondheim/video/02,,0.009215679999998727,0.0007185600000010339,0.010874479999998243,0.009215679999998727,0.010874479999998243,0.005119279999998838,0.009516559999998009,0.0689279999999961,0.009517279999998962,0.008729599999998783,
Trondheim/video/03,,0.007951199999999048,0.0008577600000005958,0.01228639999999892,0.007951199999999048,0.01228639999999892,0.006531199999999515,0.01092039999999983,0.11232791999999847,0.010335359999999127,0.01014151999999946,0.07162871999999965
Trondheim/video/04,,0.004697440000002828,0.000553279999998324,0.007736960000004345,0.004697440000002828,0.007736960000004345,0.0033158400000026234,0.00635536000000414,0.029566240000002963,0.006079040000003033,0.0062172000000035865,
Trondheim/video/05,,0.0058067999999984465,0.0005161600000036515,0.008645679999997213,0.0058067999999984465,0.008645679999997213,0.004516399999999976,0.007355279999998743,0.029033999999999338,0.007097199999996917,0.00722623999999783,
Trondheim/video/06,,0.006473280000008685,0.0006096000000042068,0.008238720000012023,0.006473280000008685,0.008238720000012023,0.0035308800000066753,0.006767520000011018,0.031483680000004455,0.006473280000008685,0.006767520000011018,
Trondheim/video/07,,0.005808000000001812,0.0006096000000042068,0.007392000000002952,0.005808000000001812,0.007392000000002952,0.00316800000000228,0.006072000000003186,0.028248000000004936,0.005808000000001812,0.006072000000003186,
Trondheim/video/08,,0.0053094399999942254,0.0005961600000006229,0.008744959999990698,0.0053094399999942254,0.008744959999990698,0.003747839999995506,0.007183359999991978,0.0334182399999996,0.006871039999992945,0.007027199999992462,
Trondheim/video/09,,0.005544000000011096,0.0004928000000035127,0.008254400000016204,0.005544000000011096,0.008254400000016204,0.004312000000009419,0.007022400000014528,0.02772000000000574,0.006776000000012772,0.00689920000001365,
Trondheim/video/10,,0.004439039999990513,0.0005420800000024428,0.007311359999985001,0.004439039999990513,0.007311359999985001,0.0031334399999920493,0.006005759999986537,0.02793983999999128,0.005744639999988976,0.005875199999987757,
